#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCclash_of_kings.4;Renly is a thief and a usurper! My younger brother owes me loyalty and obedience, and I mean to have them both! All those who deny my right to the Iron Throne are my foes, and Renly's the first among them.;Je réclame uniquement ce qui m’appartient de droit. Renly me doit obéissance et loyauté. J’entends obtenir cela. De lui comme des seigneurs susdits;;;Renly es un ladrón y un usurpador! Mi hermano menor me debe lealtad y obediencia, y me refiero a tener las dos! Todos los que niegan mi derecho al Trono de Hierro son mis enemigos, y Renly el primero de ellos.;;;;;;;;;x
EVTOPTAclash_of_kings.4;Battle it is then...;Alors les armes vont parler…;;;Batalla entonces...;;;;;;;;;x
EVTOPTAclash_of_kings.5;He's made the right choice.;Il a fait le bon choix;;;Ha hecho la elección correcta.;;;;;;;;;x
EVTDESCclash_of_kings.5;Renly has struck his banners and yielded to my claim as Robert's lawful heir. In return, he shall remain lord of Storm's End and be heir apparent until a son is born to me.;Renly a jeté sa bannière et s'est rangé à mes revendications. En retour, il lui sera garanti le fief d'Accalmie et il sera mon héritier jusqu'à ce que j'ai un fils;Renly à jeté sa bannière et s'est rangé à mes revendiquations. En retour, il lui sera garanti le siège d'Accalmie et sera nommé mon héritier jusqu'à ce que j'ai un fils;;Renly ha bajado su estandarte y ha cedido a mi reivindicación como heredero legítimo de Robert. A cambio, él permanecerá como señor de Bastión de Tormentas y será mi heredero hasta que tenga un hijo.;;;;;;;;;x
EVTTOOLTIPclash_of_kings.2;You will support [This.GetFirstName] in his claim on the Iron Throne.;Vous allez soutenir [This.GetFirstName] dans ses revendications sur le Trône de Fer ;;;Apoyarás a [This.GetFirstName] en su reivindicación al Trono de Hierro.;;;;;;;;;x
EVTDESCclash_of_kings.508;With the support of the vassals of the Stormlands and through the marriage to Mace Tyrell's daughter, Margaery of the Reach, I have decided to enforce my claim on the Iron Throne against the Lannisters. But there is one more obstacle: my older brother, Stannis...;Avec le soutien des vassaux des Terres de l'Orage et du Bief grâce à mon mariage avec la fille de Mace Tyrell, Margaery, j'ai décidé de faire valoir mes droits sur le Trône de Fer. Mais quelqu'un se met en travers de ma route, mon frère aîné, Stannis...;;;Con el apoyo de los vasallos de las Tierras de las Tormentas y a través del matrimonio con la hija de Mace Tyrell, Margaery del Dominio, he decidido hacer valer mi derecho al Trono de Hierro contra los Lannister. Pero hay un obstáculo más: mi hermano mayor, Stannis...;;;;;;;;;x
EVTOPTAclash_of_kings.508;I will be king.;Je ferai un bien meilleur roi que tous les autres !;;;Yo seré rey.;;;;;;;;;x
EVTDESCclash_of_kings.502;With the death of my dear father Jon Arryn, I, Robert, am the last of the ancient Arryn bloodline and I cannot afford to risk the survival of my most noble House in a pointless rebellion against the Iron Throne. We shall fight for no one.;Avec la mort de mon cher père Jon Arryn, moi, Robert, suis le dernier de la lignée des Arryn. Je ne peux pas risquer ma vie dans une vaine rébellion contre le Trône de Fer. Nous ne nous battrons pour personne.;;;Con la muerte de mi querido padre Jon Arryn, yo, Robert, soy el último del antiguo linaje Arryn y no puedo poner en riesgo la supervivencia de mi noble Casa en una rebelión inútil contra el Trono de Hierro. No lucharemos por nadie.;;;;;;;;;x
EVTOPTAclash_of_kings.502;The Eyrie is impregnable!;Les Eyrié sont imprenables !;;;El Nido de Águilas es inexpugnable!;;;;;;;;;x
EVTDESCclash_of_kings.503;With the death of my son-in-law, King Robert I, Lord Eddard Stark attempted to usurp the throne. After justice was done, Robb Stark, heir of the late Lord Eddard and self-styled 'King In The North', managed to capture my valiant son Jaime at the battle of Whispering Wood. We shall free him, wage vengeance on House Stark, and crush the Baratheon uprising, thereby securing the Iron Throne for my grandson Joffrey and the power for my House.;La mort de Robert a servi de prétexte à Eddard Stark pour 'tenter un coup d'état'. Son fils Robb, le prétendu 'Roi du Nord', a capturé mon fils Jaime dans le Bois-aux-Murmures. Je le récupérerai et écraserai la rébellion Baratheon, pour que mon petit-fils puisse régner en paix;;;'Con la muerte de mi yerno, el rey Robert I, Lord Eddard Stark intentó usurpar el trono. Después de que se hiciese justicia, Robb Stark, heredero del difunto Lord Eddard y autodenominado ''Rey del Norte'', logró la captura de mi valiente hijo Jaime en la batalla del Bosque Susurrante. Debemos liberarlo, venganrnos de la Casa Stark , y aplastar la sublevación Baratheon, asegurando de esta manera el Trono de Hierro para mi nieto Joffrey y el poder de mi Casa.';;;;;;;;;x
EVTOPTAclash_of_kings.503;Hear Me Roar;Je Rugis;;;Oye mi Rugido.;;;;;;;;;x
EVTDESCclash_of_kings.504;Sixteen years ago, the Lannisters killed my sister and her little children when they eventually sided with Robert Baratheon in the damned 'War of the Usurper'. We shall stay out of this war... for now.;Il y a seize ans, les Lannister ont assassiné ma soeur et mes deux neveux alors qu'ils n'avaient rien à voir avec la guerre de l'Usurpateur. Nous allons rester hors de cette guerre pour le moment.;;;'Hace dieciséis años, los Lannister mataron a mi hermana y a sus hijos pequeños cuando finalmente se pusieron en el bando de Robert Baratheon en la maldita 'Guerra del Usurpador ''. Vamos a permanecer fuera de esta guerra ... por ahora.';;;;;;;;;x
EVTOPTAclash_of_kings.504;But we will have our revenge...;Nous aurons notre vengeance !;;;Pero tendremos nuestra venganza...;;;;;;;;;x
EVTDESCclash_of_kings.505;The Ironborn have too long lived under the shackles of the 'men' from the greenlands. It's time we hoist the flag of freedom and live up to the Old Way! Just in time, my son Theon has returned from Winterfell with an offer...;Les Fer-Nés ont trop longtemps vécu sous le joug des 'hommes' des contrées vertes. Il est temps de hausser le drapeau de la rébellion et de la liberté ! Mais mon fils Theon est revenu de Winterfell avec une offre...;;;'Los hijos del hierro han vivido demasiado tiempo bajo los grilletes de los ''hombres'' de las tierras verdes. Es hora de izar la bandera de la libertad y vivir con la vieja manera de hacerlo! Justo a tiempo, mi hijo Theon ha regresado de Invernalia con una oferta ...';;;;;;;;;x
EVTOPTAclash_of_kings.505;I shall pay the Iron price for my crown!;Je dois payer le fer-prix pour ma couronne !;;;Voy a pagar el precio del hierro por mi corona!;;;;;;;;;x
EVTDESCclash_of_kings.506;My adorable daughter Margaery has recently married Renly Baratheon, the true King of Westeros. I will support my son-in-law to the very end.;Ma fille Margaery s'est récemment mariée avec Renly Baratheon, le véritable roi. Je soutiendrai mon beau-fils jusqu'au bout.;;;Mi adorable hija Margaery se ha casado recientemente con Renly Baratheon, el verdadero Rey de Poniente. Apoyaré a mi yerno hasta el final.;;;;;;;;;x
EVTOPTAclash_of_kings.506;My daughter will be the Queen!;Ma fille sera reine !;;;Mi hija va a ser la Reina!;;;;;;;;;x
EVTDESCclash_of_kings.507;During the War of the Ursurper, Eddard Stark, Lord of Winterfell, married my daughter Catelyn. For this, the Starks and Tullys are allied by blood, the strongest of bonds. It is our duty and honor to stand beside my grandson in his time of need.;Durant la guerre de l'Usurpateur, Eddard Stark, Lord de Winterfell, s'est marié à ma fille Catelyn. Pour cela, les Stark et les Tully sont alliés par le sang, le plus puissant des liens. Il est de notre devoir d'être aux côtés de mon petit-fils durant ces temps troublés.;;;Durante la Guerra del Usurpador, Eddard Stark, señor de Invernalia, se casó con mi hija Catelyn. Por ello, los Stark y Tully están aliados por la sangre, el más fuerte de los vínculoss. Es nuestro deber y honor estar al lado de mi nieto en este momento de necesidad.;;;;;;;;;x
EVTOPTAclash_of_kings.507;The King of the Trident!;Le Roi du Trident !;;;El Rey del Tridente!;;;;;;;;;x
EVTDESCclash_of_kings.6;With my brother dead, I must press my rightful claim on the Iron Throne against Cersei's abominations. I alone am Robert Baratheon's lawful heir! To King's Landing!;Avec la mort de mon frère, c'est à moi de reprendre le Trône de Fer des mains des abominations de Cersei. Je suis le seul hériiter légitime de Robert ! A Port-Réal !;;;Con mi hermano muerto, tengo que presionar mi derecho legítimo en el Trono de Hierro contra las abominaciones de Cersei. Yo soy el heredero legítimo de Robert Baratheon! A Desembarco del Rey!;;;;;;;;;x
EVTOPTAclash_of_kings.6;Time to claim my birthright.;Il est temps de revendiquer les droits que m'a octroyés ma naissance;;;Es hora de reclamar mi derecho de nacimiento.;;;;;;;;;x
EVTDESCclash_of_kings.7;Cersei's children are clearly abominations of incest, not King Robert's trueborn heirs. My liege is therefore the true King, and I shall fight to defend his birthright.;En me penchant ainsi et avec la lumière, je peux voir un début de ressemblance. Les enfants de Cersei sont les héritiers de droit, et je les soutiendrai;;;Los hijos de Cersei son claramente abominaciones del incesto, no herederos del Rey Robert. Por consiguiente, mi señor es el verdadero Rey, y voy a luchar para defender su derecho de nacimiento.;;;;;;;;;x
EVTOPTAclash_of_kings.7;He is the rightful King of the Seven Kingdoms.;Il est le suzerain légitime des Sept Couronnes;;;Él es el verdadero Rey de los Siete Reinos.;;;;;;;;;x
EVTOPTBclash_of_kings.505;Seems like a fair offer to me.;Cela semble une offre juste;;;Parece una oferta justa para mí.;;;;;;;;;x
EVTDESCclash_of_kings.8;The North has won its war, thanks in no small part to the Ironmen and our ships. Now they shall fulfill their promise to us. I hereby claim the Driftwood Crown of Urron Redhand.;Le Nord a gagné sa guerre, grâce notamment aux Fer-nés et à nos bateaux. Maintenant ils se doivent de tenir les promesses qu'ils nous ont faites. Je revendique la couronne de Bois-Flotté d'Urron Mainrouge!;;;El Norte ha ganado la guerra, gracias en gran parte a los Hombres del Hierro y sus barcoluengos. Ahora deberán cumplir su promesa. Reclamo la corona de la Sal y la Roca de Urron Manorroja.;;;;;;;;;x
EVTOPTAclash_of_kings.8;King of Salt and Rock!;Roi du Sel et du Roc !;;;Rey de Sal y de Roca!;;;;;;;;;x
EVTDESCclash_of_kings.11;At long last have I have found my family!;J'ai enfin retrouvé ma famille!;;;Por fin he encontrado a mi familia!;;;;;;;;;x
EVTOPTAclash_of_kings.11;I feel safe now.;Je me sens en sécurité désormais;;;Me siento a salvo.;;;;;;;;;x
EVTDESCclash_of_kings.12;Joyous news [Root.PrimaryTitle.GetFOA], [From.GetFirstName] has been found alive and well when [From.GetSheHe] was previously thought dead!;Joyeuse nouvelle [Root.PrimaryTitle.GetFOA], [From.GetFirstName] a été retrouvé vivant(e) et en bonne santé alors qu' [From.GetSheHe] était présumé(e) mort(e)!;;;Feliz noticia [Root.PrimaryTitle.GetFOA], [From.GetFirstName] ha sido encontrado sano y salvo cuando se le daba por muerto!;;;;;;;;;x
EVTOPTAclash_of_kings.12;Great news!;Bonne nouvelle !;;;¡Buenas noticias!;;;;;;;;;x
EVTDESCclash_of_kings.13;[Root.GetFirstName] Lannister, I declare that my brother Robert left no trueborn issue of his body, and that you and your siblings are abominations of incest between Queen Cersei Lannister and Ser Jaime the Kingslayer. By right of birth and blood, I do lay claim to the Iron Throne and hence declare war.\n Signed,\n[From.GetFirstName] of House [From.GetOnlyDynastyName], the First of [From.GetHerHisCap] Name, [From.GetKingQueen] of the Andals, the Rhoynar, and the First Men, and Lord of the Seven Kingdoms;[Root.GetFirstName] Lannister, je déclare que mon frère Robert n'a pas laissé d'héritier de sa chair, et j'affirme que vous et votre fratrie êtes des abominations de l'inceste entre la reine Cersei Lannister et Ser Jaime le Régicide. Par droit de naissance et de sang, je revendique le Trône de Fer et conséquemment vous déclare la guerre.\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], le Premier de Son Nom, Roi des Andals, de Rhoynar et des Premiers Hommes, Seigneur des Sept Couronnes et Protecteur du Royaume.;;;[Root.GetFirstName] Lannister, declaro que mi hermano Robert no dejó ningún descendiente, y que tu y tus hermanos sois abominaciones provocadas por el incesto entre la Reina Cersei Lannister y Ser Jaime el Matarreyes. Por derecho de nacimiento y de sangre, reclamo el Trono de Hierro y por consiguiente declaro la guerra.\n Firmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], el primero de su nombre, rey de los Ándalos y los Rhoynar y los Primeros Hombres, señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
EVTOPTAclash_of_kings.13;Usurper!;Usurpateur!;;;Usurpador!;;;;;;;;;x
EVTDESCclash_of_kings.14;King [Root.GetFirstNameWithDynasty], I see just cause in your struggle against the Iron Throne, and your promise of a crown is most just. I will take up arms and stand beside you.\n\n To Victory!\n[From.GetFirstNameWithDynasty];Roi [Root.GetFirstNameWithDynasty], je vois une juste cause dans votre lutte contre le Trône de Fer, et vos droits à la couronne fondés. Je vais prendre les armes et me ranger derrière votre bannière.\n\n Cordialement,\n[From.GetFirstNameWithDynasty];;;Rey [Root.GetFirstNameWithDynasty], veo una causa justa en tu lucha contra el Trono de Hierro, y tu promesa de una corona es más que justa. Voy a tomar las armas para estar a tu lado.\n\n Hacia la Victoria!\n[From.GetFirstNameWithDynasty];;;;;;;;;x
EVTOPTAclash_of_kings.14;Theon is an able envoy.;Theon est un émissaire capable;;;Theon es un enviado capaz.;;;;;;;;;x
EVTDESCroberts_rebellion.19;The Lords from the greenlands have settled their squabbles and now Robert Baratheon sits on the Iron Throne, instead of the Dragons. Perhaps now is the time to strike, whilst his rule is weak.;Les lords des terres vertes ont fini leur querelle et maintenant Robert Baratheon est assis sur le trône de Fer. Peut-être est-ce le bon moment pour frapper, alors que son autorité est faible. ;;;Los Señores de las tierras verdes han resuelto sus disputas y ahora Robert Baratheon se sienta en el Trono de Hierro, en lugar de los dragones. Tal vez ahora es el momento de atacar, mientras su gobierno sea débil.;;;;;;;;;x
EVTOPTAroberts_rebellion.19;We do not sow.;Nous ne semons pas;;;Nosotros no sembramos.;;;;;;;;;x
opinion_resentful_agot;Resentful;Amer;;;Resentido;;;;;;;;;x
EVTDESCclash_of_kings.15;The war against the Iron Throne is dragging on and it is no longer held by the Lannisters. I hold no grudge against this King, perhaps he would agree to let us return to the North unmolested if we offered a cessation of hostilities and peacefully bent the knee?;La guerre contre le Trône de Fer se prolonge, pourtant il n'est plus détenu par les Lannister. Je n'ai aucun grief contre ce Roi, peut-être acceptera-t-il de retourner sain et sauf au Nord si nous proposions la fin des hostilités et de plier le genou? ;;;La guerra contra el Trono de Hierro se está alargando y ya no está en manos de los Lannister. No tengo ningún rencor contra este rey, tal vez estaría de acuerdo en dejar que regresemos al Norte si proponemos un cese de las hostilidades y doblamos pacíficamente la rodilla?;;;;;;;;;x
EVTOPTAclash_of_kings.15;Offer Peace.;Offrir la paix;;;Ofrecer la Paz.;;;;;;;;;x
EVTOPTCclash_of_kings.15;As long as I remain [Root.GetTitle] in the North;Offrir la paix;;;Si me quedo como [Root.GetTitle] en el Norte;;;;;;;;;x
EVTOPTBclash_of_kings.15;We shall not bend the knee!;Nous ne ploierons pas le genou !;;;No vamos a doblar la rodilla!;;;;;;;;;x
EVTDESCclash_of_kings.16;[Root.GetTitle] [Root.GetFirstNameWithDynasty], I hold no personal grudge against you and hence offer peace on the following terms: \n [From.GetFirstNameWithDynasty] will renounce his Crown and be named Warden of the North.\n All of [From.GetFirstNameWithDynasty]'s bannermen shall also swear fealty\n [From.GetFirstNameWithDynasty], [From.GetHerHis] family and [From.GetHerHis] bannermen shall all be allowed to return to their lands unmolested and will pledge to uphold the [Root.GetTitle]'s peace forthwith.;[Root.GetTitle] [Root.GetFirstNameWithDynasty], je n'ai aucune rancune personnelle envers vous et vous offre donc la paix dans les conditions suivantes: \n [From.GetFirstNameWithDynasty] renoncera à sa couronne et deviendra Gouverneur du Nord.\n Tous les bannerets de [From.GetFirstNameWithDynasty] jureront fidélité\n [From.GetFirstNameWithDynasty], sa famille et ses bannerets seront autorisés à retourner sains et saufs sur leur terre et promettront de maintenir la paix du [Root.GetTitle].;;;[Root.GetTitle] [Root.GetFirstNameWithDynasty], no sostengo ningún rencor personal en contra vuestra y por lo tanto ofrezco la paz con los siguientes términos:\n [From.GetFirstNameWithDynasty] renunciará a su corona y será nombrado Guardián del Norte.\n Todos los vasallos de [From.GetFirstNameWithDynasty] jurarán lealtad\n [From.GetFirstNameWithDynasty], familia y vasallos serán autorizados a regresar a sus tierras sin ser molestados y se comprometerán a mantener la paz de [Root.GetTitle] inmediatamente;;;;;;;;;x
EVTDESCclash_of_kings.16B;[Root.GetTitle] [Root.GetFirstNameWithDynasty], I hold no personal grudge against you and hence offer peace on the following terms: \n [From.GetFirstNameWithDynasty] will swear fealty to The Iron Throne, whilst retaining the style [From.GetTitle] in the North.\n All of [From.GetFirstNameWithDynasty]'s bannermen shall also swear fealty\n [From.GetFirstNameWithDynasty], [From.GetHerHis] family and [From.GetHerHis] bannermen shall all be allowed to return to their lands unmolested and will pledge to uphold the [Root.GetTitle]'s peace forthwith.;[Root.GetTitle] [Root.GetFirstNameWithDynasty], je n'ai aucune rancune personnelle envers vous et vous offre donc la paix dans les conditions suivantes: \n [From.GetFirstNameWithDynasty] renoncera à sa couronne et deviendra Gouverneur du Nord.\n Tous les bannerets de [From.GetFirstNameWithDynasty] jureront fidélité\n [From.GetFirstNameWithDynasty], sa famille et ses bannerets seront autorisés à retourner sains et saufs sur leur terre et promettront de maintenir la paix du [Root.GetTitle].;;;[Root.GetTitle] [Root.GetFirstNameWithDynasty], no sostengo ningún rencor personal en contra vuestra y por lo tanto ofrezco la paz con los siguientes términos:\n [From.GetFirstNameWithDynasty] jurará lealtad al Trono de Hierro, mientras mantenga el tratamiento de [From.GetTitle] en el Norte.\n Todos los vasallos de [From.GetFirstNameWithDynasty] jurarán lealtad\n [From.GetFirstNameWithDynasty], familia y vasallos serán autorizados a regresar a sus tierras sin ser molestados y se comprometerán a mantener la paz de [Root.GetTitle] inmediatamente;;;;;;;;;x
EVTTOOLTIPclash_of_kings.16;shall consider our terms of peace;va considérer les termes de la paix;;;deberá considerar nuestras condiciones de paz;;;;;;;;;x
EVTTOOLTIPclash_of_kings.16B;shall consider our terms of peace, under the condition of [Root.GetTitledFirstName] retaining [Root.GetHerHis] royal style.;va considérer les termes de la paix;;;deberá considerar nuestras condiciones de paz, bajo la condición de que [Root.GetTitledFirstName] mantenga su tratamiento real.;;;;;;;;;x
EVTOPTAclash_of_kings.16;A fair offer, we shall accept!;Une offre juste, nous acceptons !;;;Una oferta justa, vamos a aceptarla!;;;;;;;;;x
EVTOPTBclash_of_kings.16;No, they must be made to pay.;Non, ils doivent payer;;;No, deben ser obligados a pagar.;;;;;;;;;x
EVTTOOLTIPclash_of_kings.18;will be informed of your rejection of peace terms;va être informé du rejet des termes du traité de paix;;;será informado de tu rechazo a los términos de paz;;;;;;;;;x
EVTDESCclash_of_kings.17;[Root.GetFirstNameWithDynasty], you are most wise to offer terms for a peace. I accept and welcome you back into the [From.GetTitle]'s peace forthwith.\n\n Regards,\n[From.GetTitle] [From.GetFirstNameWithDynasty];[Root.GetFirstNameWithDynasty], vous êtes sage de proposer cette paix. J'accepte et vous accueille à nouveau dans la paix du [From.GetTitle].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;[Root.GetFirstNameWithDynasty], eres muy sabio ofreciendo una opferta para la paz... Acepto y te doy la bienvenida de nuevo en la paz del [From.GetTitle].\n\n Saludos,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
EVTOPTAclash_of_kings.17;It is over.;C'est fini;;;Se ha terminado.;;;;;;;;;x
EVTDESCclash_of_kings.18;[Root.GetFirstNameWithDynasty], I am afraid I cannot accept your offer of peace, your treachery shall not go unpunished.\n\n Regards,\n[From.GetTitle] [From.GetFirstNameWithDynasty];[Root.GetFirstNameWithDynasty], je crains que je ne puisse accepter les termes de l'accord, votre trahison ne peut rester impunie.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;[Root.GetFirstNameWithDynasty], me temo que no puedo aceptar tu oferta de paz, tu traición no quedará impune. \n\n Saludos,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
EVTOPTAclash_of_kings.18;We must fight on it seems...;Il semble que nous devions nous battre;;;Parece que tndremos que luchar...;;;;;;;;;x
EVTDESCroberts_rebellion.20;All hail Lord [Root.GetFirstNameWithDynasty], the Voice of Oldtown, Lord of the Port, Lord of the Hightower, Defender of the Citadel and Beacon of the South!;Gloire à Lord [Root.GetFirstNameWithDynasty], la Voix de Villevieille, Seigneur du Port, Sire de la Grand-Tour, Défenseur de la Citadelle et Phare du Sud !;;;Viva el Señor [Root.GetFirstNameWithDynasty], la Voz de Antigua, Señor del Puerto, Señor de Torrealta, Defensor de la Ciudadela y Faro del Sur!;;;;;;;;;x
EVTOPTAroberts_rebellion.20;All hail!;Gloire à lui !;;;Viva!;;;;;;;;;x
TOOLTIPRETURNICE;Ice, the ancestral great sword of House Stark, is returned to [Root.GetFirstNameWithDynasty]\n;Glace, l'épée ancestrale de la maison Stark, revient à [Root.GetFirstNameWithDynasty]\n ;;;Hielo, la gran espada ancestral de la Casa Stark, es devuelta a [Root.GetFirstNameWithDynasty]\n;;;;;;;;;x
IMPRISONALLLANNISTERS;[From.GetFirstNameWithDynasty], as well all Lannisters in King's Landing, shall be imprisoned\n;[From.GetFirstNameWithDynasty], ainsi que tous les Lannister à Port-Real devront être emprisonnés\n;;;[From.GetFirstNameWithDynasty], así como todos los Lannister en Desembarco del Rey, serán encarcelados\n;;;;;;;;;x
