#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj_find_lover_title;Fall in Love;Tomber amoureux;Legen Sie sich einen Liebhaber zu;Fall in Love;Enamorarse;;;;;;;;;x
obj_improve_combat_ability_desc;[This.GetTitledFirstName] desires to become a better fighter;[This.GetTitledFirstName] désire devenir un meilleur combattant.;;;[This.GetTitledFirstName] desea ser un mejor luchador.;;;;;;;;;x
obj_win_the_war_title;Win the war;Gagner la guerre. ;;;Ganar la guerra.;;;;;;;;;x
obj_win_the_war_desc;[This.GetTitledFirstName] desires to win the war.;[This.GetTitledFirstName] désire gagner la guerre. ;;;[This.GetTitledFirstName] desea ganar la guerra.;;;;;;;;;x
obj_break_out_of_prison_title;Break out of prison.;S'échapper de prison.;;;Salir de la cárcel.;;;;;;;;;x
obj_break_out_of_prison_desc;[This.GetTitledFirstName] desires to break out of prison.;[This.GetTitledFirstName] veut s'échapper de prison.;;;[This.GetTitledFirstName] desea salir de la cárcel.;;;;;;;;;x
obj_become_king_title;Obtain a Greater Throne;Monter sur un trône plus prestigieux;;;Sentarse en el Trono de Hierro.;;;;;;;;;x
obj_become_king_desc;[This.GetTitledFirstName] desires to increase their rank by gaining a higher title;[This.GetTitledFirstName] veut obtenir un titre de rang supérieur;;;[This.GetTitledFirstName] aspira a sentarse en el Trono de Hierro.;;;;;;;;;x
obj_become_lord_paramount_title;Become a Higher Lord;Devenir Seigneur Suzerain. ;;;Convertirse en soberano.;;;;;;;;;x
obj_become_lord_paramount_desc;[This.GetTitledFirstName] desires to increase their rank and become a higher Lord.;[This.GetTitledFirstName] veut devenir Seigneur Suzerain.;;;[This.GetTitledFirstName] desea convertirse en soberano.;;;;;;;;;x
obj_become_a_duke_title;Become a Higher Lord;Devenir un Grand Lord.;;;Convertirse en un Gran Señor.;;;;;;;;;x
obj_become_a_duke_desc;[This.GetTitledFirstName] desires to increase their rank and become a higher Lord.;[This.GetTitledFirstName] veut devenir un Grand Lord. ;;;[This.GetTitledFirstName] desea convertirse en un Gran Señor.;;;;;;;;;x
obj_increase_demesne_1_title;Increase Size of Demesne;Accroître la taille de nos terres;;;Incrementar el tamaño del feudo.;;;;;;;;;x
obj_increase_demesne_1_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] n'est pas satisfait de la taille de ses terres.;;;[This.GetTitledFirstName] no está satisfecho con el tamaño de sus tierras.;;;;;;;;;x
obj_increase_demesne_2_title;Increase Size of Demesne;Accroître la taille de nos terres;;;Incrementar el tamaño del feudo.;;;;;;;;;x
obj_increase_demesne_2_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] n'est pas satisfait de la taille de ses terres.;;;[This.GetTitledFirstName] no está satisfecho con el tamaño de sus tierras.;;;;;;;;;x
obj_increase_demesne_3_title;Increase Size of Demesne;Accroître la taille de nos terres;;;Incrementar el tamaño del feudo.;;;;;;;;;x
obj_increase_demesne_3_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] n'est pas satisfait de la taille de ses terres.;;;[This.GetTitledFirstName] no está satisfecho con el tamaño de sus tierras.;;;;;;;;;x
obj_increase_demesne_4_title;Increase Size of Demesne;Accroître la taille de nos terres;;;Incrementar el tamaño del feudo.;;;;;;;;;x
obj_increase_demesne_4_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] n'est pas satisfait de la taille de ses terres.;;;[This.GetTitledFirstName] no está satisfecho con el tamaño de sus tierras.;;;;;;;;;x
obj_increase_demesne_5_title;Increase Size of Demesne;Accroître la taille de nos terres;;;Incrementar el tamaño del feudo.;;;;;;;;;x
obj_increase_demesne_5_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName] n'est pas satisfait de la taille de ses terres.;;;[This.GetTitledFirstName] no está satisfecho con el tamaño de sus tierras.;;;;;;;;;x
obj_become_a_famous_tourney_knight_title;Become a famous tourney Knight.;Devenir un Chevalier de Tournois renommé.;;;Convertirse en un famoso Caballero de Torneos.;;;;;;;;;x
obj_become_a_famous_tourney_knight_desc;[This.GetTitledFirstName] desires to become a famous tourney Knight.;[This.GetTitledFirstName] veut devenir un Chevalier de Tournois renommé. ;;;[This.GetTitledFirstName] aspira a convertirse en un famoso Caballero de Torneos.;;;;;;;;;x
won_the_war;I won the war!;J'ai gagné la guerre!;;;¡Gané la guerra!;;;;;;;;;x
won_the_war_desc;This character has recently won a war.;Ce personnage a récemment gagné une guerre. ;;;Este personaje ha ganado una guerra recientemente.;;;;;;;;;x
obj_become_castellan_title;Become [This.Liege.GetMyCastellanName];Devenir un Châtelain;;;Convertirse en un Castellano.;;;;;;;;;x
obj_become_castellan_desc;[This.GetTitledFirstName] desires to beocome the [This.Liege.GetMyCastellanName] of [This.GetPossPronoun] liege.;[This.GetTitledFirstName] désire devenir Châtelain.;;;[This.GetTitledFirstName] pretende convertirse en un Castellano de [This.GetPossPronoun] este señor.;;;;;;;;;x
obj_become_councillor_title;Become Councillor;Entrer au Conseil;;;Entrar en el Consejo.;;;;;;;;;x
obj_become_councillor_desc;[This.GetTitledFirstName] desires to become an advisor on the council of [This.GetPossPronoun] liege.;[This.GetTitledFirstName] désire devenir un conseiller siégeant au conseil de son suzerain. ;;;[This.GetTitledFirstName] pretende convertirse en un Consejero de [This.GetPossPronoun] este señor.;;;;;;;;;x
obj_obtain_valyrian_sword_title;Obtain Valyrian Steel;Obtenir une épée en acier valyrien;;;Conseguir una espada de acero Valyrio.;;;;;;;;;x
obj_obtain_valyrian_sword_desc;[This.GetTitledFirstName] wants to own a weapon made of ancient Valyrian Steel.;[This.GetTitledFirstName] veut obtenir une épée en acier valyrien. ;;;[This.GetTitledFirstName] desea conseguir una espada de acero Valyrio.;;;;;;;;;x
SUCCESSobj_obtain_valyrian_sword;[This.GetTitledFirstName] owns a Valyrian Steel weapon;[This.GetTitledFirstName] détient une épée en acier valyrien;;;[This.GetTitledFirstName] posee una espada de acero Valyrio.;;;;;;;;;x
obj_obtain_dragon_egg_title;Obtain a Dragon Egg;Obtenir un Œuf de Dragon;;;Conseguir un huevo de Dragón.;;;;;;;;;x
obj_obtain_dragon_egg_desc;[This.GetTitledFirstName] wants to own an ancient dragon egg.;[This.GetTitledFirstName] veut obtenir un Œuf de Dragon.;;;[This.GetTitledFirstName] quiere conseguir un antiguo huevo de dragón.;;;;;;;;;x
obj_tame_a_dragon_title;Tame a Dragon;Apprivoiser un Dragon;;;Domesticar a un dragón.;;;;;;;;;x
obj_tame_a_dragon_desc;[This.GetTitledFirstName] wants to tame a dragon, like the Valyrian dragonriders of old.;[This.GetTitledFirstName] veut apprivoiser un Dragon, comme les chevaucheurs de dragons de l'Antique Valyria. ;;;[This.GetTitledFirstName] desea domesticar a un Dragón, como los antiguos jinetes de dragones valyrios. ;;;;;;;;;x
obj_expand_realm_title;Expand Realm by Conquest;Etendre le royaume par des conquêtes;;;Expandir el reino a base de conquistas.;;;;;;;;;x
obj_expand_realm_desc;[This.GetTitledFirstName] desires to expand [This.PrimaryTitle.GetName] by conquest. If prestigious enough [This.GetSheHe] may call a council of vassals to try and win support for this.;[This.GetTitledFirstName] désire étendre les territoires de [This.PrimaryTitle.GetName] grâce à des conquêtes. S'[This.GetSheHe] est assez prestigieux [This.GetSheHe] peut réunir un conseil des vassaux pour tenter d'obtenir leurs soutiens pour son projet.;;;[This.GetTitledFirstName] desea expandir [This.PrimaryTitle.GetName] con conquistas. Si [This.GetSheHe] tiene prestigio suficiente puede llamar a sus vasallos para que lo apoyen.;;;;;;;;;x
obj_expand_realm_SUCCESS;[Root.GetTitledFirstName] successfully persuades [Root.GetHerHis] vassals to back an invasion of a foreign realm, and subsequently wins in the war.;[Root.GetTitledFirstName] a réussi à persuader ses vassaux de soutenir son projet d'invasion d'un royaume étranger, et [This.GetSheHe] a remporté la guerre qui s'en est suivie. ;;;[Root.GetTitledFirstName] ha logrado convencer a sus vasallos para apoyar su planeada invasión de un reino extranjero, y [This.GetSheHe] ha ganado la guerra.;;;;;;;;;x
call_a_grand_council;Call a Grand Invasion Council;Réunir un Grand Conseil d'invasion;;;Reunir un Gran Consejo.;;;;;;;;;x
call_a_grand_council_desc;[This.GetTitledFirstName] desires to expand [This.PrimaryTitle.GetName] by conquest, and can call a Grand Council to try and achieve this.;[This.GetTitledFirstName] désire étendre les territoires de [This.PrimaryTitle.GetName] grâce à des conquêtes et a souhaité la tenu d'un grand conseil pour obtenir le soutien de ses vassaux. ;;;[This.GetTitledFirstName] desea extender los territorios de [This.PrimaryTitle.GetName] conquistando y espera a que la luz ilumine a su Consejo Privado;;;;;;;;;x
call_a_grand_councilFACTION;Liege Loyalist faction has strength of §Y100%§!\n;La faction loyaliste est à §Y100%§!\n;;;La facción lealista del Señor tiene un poder del §Y100%§!\n;;;;;;;;;x
call_a_grand_councilFACTIONB;All high ranking vassals have a positive opinion of [Root.GetTitledFirstName] (Either §YKing§! tier, §YHigh Lord§! tier, §Ycouncillor§!, §Ypatrician§! or top 3 §Ypowerful vassal§!)\n;Tous les vassaux ont une opinion positive de [Root.GetTitledFirstName]\n;;;Todos los vasallos poderosos tienen una opinión positiva de [Root.GetTitledFirstName]\n;;;;;;;;;x
TOOLTIPambition.10;All vassals of [Root.PrimaryTitle.GetName] shall be summoned to a Grand Council in [Root.Capital.GetName] to discuss your planned invasion;Tous les vassaux de [Root.PrimaryTitle.GetName] seront convoqués à un Grand Conseil à [Root.Capital.GetName] pour débattre de votre projet d'invasion.;;;Todos los vasallos de [Root.PrimaryTitle.GetName] serán llamados a participar en la reunión de [Root.Capital.GetName] para planear la invasión.;;;;;;;;;x
EVTTITLEambition.10;Grand Council of [Root.Capital.GetName];Grand Conseil de [Root.Capital.GetName];;;Consejo Privado de [Root.Capital.GetName];;;;;;;;;x
EVTDESCambition.10;You have decreed a grand council to be held to discuss your planned invasion. All the important nobles of [Root.PrimaryTitle.GetName] have been issued a summons, compelling them to travel to [Root.Capital.GetName]. When they have all arrived a great feast shall be had, before we move on to more serious business.;Vous avez décrété la tenue d'une conseil pour discuter de vos projets d'invasion. Tous les nobles importants de [Root.PrimaryTitle.GetName] ont reçu une convocation les sommant de se rendre à [Root.Capital.GetName]. Un grand banquet les accueillera à leur arrivé. Un peu de détente avant les discussions sérieuses ne commencent. ;;;Has organizado una reunión con el objetivo de planear la invasión. Todos los nombres importantes de [Root.PrimaryTitle.GetName] han sido llamados a viajar hacia [Root.Capital.GetName]. Cuando todos ellos hayan llegado se celebrará un banquete antes de tratar asuntos más serios.;;;;;;;;;x
EVTOPTAambition.10;It shall be a grand affair;Ce la va être une sacrée affaire. ;;;Será un gran acontecimiento.;;;;;;;;;x
EVTTITLEambition.11;Grand Council of [From.Capital.GetName];Grand conseil de [From.Capital.GetName];;;Concilio de [From.Capital.GetName];;;;;;;;;x
EVTDESCambition.11;[Root.GetTitledFirstName], your lawful liege, [From.GetTitledFirstName], hereby summons you to [From.Capital.GetName], where a grand council of the nobles of [From.PrimaryTitle.GetName] is to be held. There important matters concerning the future of the realm shall be discussed.\n\nSigned\n[From.GetTitledFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitledFirstName], votre suzerain légitime, [From.GetTitledFirstName], vous convoque à [From.Capital.GetName], où un grand conseil des nobles de [From.PrimaryTitle.GetName] va se tenir. D'importantes décisions concernant le royaume doivent y être prises.\n\nSigné\n[From.GetTitledFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitledFirstName], su señor legítimo, por la presente convoca [From.GetTitledFirstName], para viajar hacia [From.Capital.GetName], donde un gran consejo de los nobles de [From.PrimaryTitle.GetName] se llevará a cabo. Allí se discutirán asuntos importantes relacionados con el futuro del reino.\N\nFirmado\n [From.GetTitledFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAambition.11;I wonder what this is about;Je me demande quelles décisions importantes méritent de réunir un grand conseil…;;;Me pregunto sobre qué se hablará…;;;;;;;;;x
EVTOPTBambition.11;My regent must go in my stead;Mon régent s'y rendra pour me représenter.;;;Mi regente irá en mi representación.;;;;;;;;;x
TOOLTIPambition.12;[This.GetTitledFirstName] will attend and speak in your name\n;[This.GetTitledFirstName] va s'y rendre pour y parler en votre nom\n;;;[This.GetTitledFirstName] asistirá y hablará en tu nombre.\n;;;;;;;;;x
EVTTITLEambition.12;Grand Council of [FromFrom.Capital.GetName];Grand Conseil de [FromFrom.Capital.GetName];;;Gran Consejo de [FromFrom.Capital.GetName];;;;;;;;;x
EVTDESCambition.12;[FromFrom.GetTitledFirstName] has called a grand council, and has summoned all landed nobles of [FromFrom.PrimaryTitle.GetName] to [FromFrom.Capital.GetName] to attend. As regent to [From.GetTitledFirstName] I must attend, so that [From.GetSheHe] and [From.PrimaryTitle.GetName] will have a voice.;[FromFrom.GetTitledFirstName] réunit un grand conseil et a convoqué tous les nobles de [FromFrom.PrimaryTitle.GetName] à [FromFrom.Capital.GetName] pour y participer. En tant que régent de [From.GetTitledFirstName] je dois m'y rendre en son nom, ainsi [From.PrimaryTitle.GetName] sera représenté.;;;[FromFrom.GetTitledFirstName] ha convocado un Gran Consejo y ha llamado a todos los nobles del [FromFrom.PrimaryTitle.GetName] a [FromFrom.Capital.GetName] para participar.Como regente de [From.GetTitledFirstName] tengo que ir allí en su nombre, y representar a [From.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTAambition.12;I wonder what this is about;Je me demande quelles décisions importantes méritent de réunir un grand conseil…;;;Me pregunto sobre qué se hablará…;;;;;;;;;x
EVTDESCambition.13;All preparations for the council are finally complete, and the great nobles have started to arrive in [Root.Capital.GetName]. They have all be given bread and shelter as is their guest right, and now the feast may begin.;Tous les préparatifs pour le conseil sont enfin achevés et les grands nobles comment à arriver à [Root.Capital.GetName]. Ils ont tous reçu le pain et le sel comme l'exigent les lois de l'hospitalité, le banquet peut donc commencer.;;;Todos los preparativos han sido completados, y los grandes nobles han comenzado a llegar a [Root.Capital.GetName]. Ya se les ha servido pan y se han instalado, ahora la fiesta puede comenzar.;;;;;;;;;x
EVTOPTAambition.13;The feasting will doubtless warm them to me;Le festin les gagnera sans aucun doute à ma cause.;;;El festín sin duda ayudará a mi causa.;;;;;;;;;x
EVTOPTBambition.13;The war means this council must be postponed;La guerre nous oblige malheureusement à remettre ce conseil à plus tard.;;;La guerra nos obliga a posponer esta reunión.;;;;;;;;;x
EVTTOOLTIPambition.14;[This.GetTitledFirstNameWithDynastyAndTitle];[This.GetTitledFirstNameWithDynasty] ;;;[This.GetTitledFirstNameWithDynasty] ;;;;;;;;;x
TOOLTIPambition.13RULER;of [This.PrimaryTitle.GetName] ;de [This.PrimaryTitle.GetName] ;;;de [This.PrimaryTitle.GetName] ;;;;;;;;;x
TOOLTIPambition.13ARRIVED;The following notables have arrived:;Les nobles suivants sont arrivés:\n;;;Los siguientes nobles ya han llegado:\n;;;;;;;;;x
TOOLTIPambition.13REGENT;, here to speak on behalf of [This.Liege.GetTitledFirstName] [This.Liege.GetOnlyDynastyName];, ici pour parler avec la voix de [This.Liege.GetTitledFirstName] [This.Liege.GetOnlyDynastyName];;;, aquí para hablar con la voz de [This.Liege.GetTitledFirstName] [This.Liege.GetOnlyDynastyName];;;;;;;;;x
TOOLTIPambition.13ENDLINE;\n;\n;;;\n;;;;;;;;;x
EVTDESCambition.14;Our journey to [From.Capital.GetName] is complete, we have arrived for the grand council. We have been welcomed into [From.GetTitledFirstName]'s hospitality, and once all the nobles of [From.PrimaryTitle.GetName] have arrived the feasting shall begin.;Notre voyage vers [From.Capital.GetName] est terminé, nous sommes arrivé au grand conseil. Nous avons été accueillis par [From.GetTitledFirstName] et lorsque tous les nobles de [From.GetTitledFirstName] seront arrivés le banquet pourra commencer.;;;Nuestro viaje a [From.Capital.GetName] ha terminado, hemos llegado al Consejo. [From.GetTitledFirstName] nos ha recibido hospitalariamente, y una vez que todos los nobles de [From.GetTitledFirstName] lleguen, comenzarán los festejos.;;;;;;;;;x
EVTOPTAambition.14;How exciting;Voilà qui est excitant.;;;Esto es emocionante.;;;;;;;;;x
EVTDESCambition.913;The feasting is over and now the council can begin in earnest. Everyone has assembled in the hall, with the more notable attendees closest to yourself. Your proposed decree legalising your planned invasion is read out by [Root.job_chancellor.GetTitledFirstName], and is met by surprise from many.;Le banquet est terminé et maintenant le conseil peut commencer. Tout le monde s'est rassemblé dans la grande salle, les invités les plus importants ont été placés à côté de vous. Votre proposition de décret concernant l'invasion est lu par [Root.job_chancellor.GetTitledFirstName]. Nombre d'invités semblent surpris.;;;El banquete ha terminado y ahora la reunión puede comenzar en serio. Todo el mundo se ha reunido en la sala, con los asistentes más destacados cercanos a ti. Tu proyecto de legalización de la invasión planeada es leído por [Root.job_chancellor.GetTitledFirstName], sorprendiendo a muchos invitados.;;;;;;;;;x
EVTOPTAambition.913;Now we can debate;Maintenant nous pouvons débattre. ;;;Ahora podemos debatir.;;;;;;;;;x
TOOLTIPambition.914;may respond;peut répondre\n;;;puede responder\n;;;;;;;;;x
EVTDESCambition.914;The feasting is over and now the council can begin in earnest. Everyone has assembled in the hall, with the more notable attendees closest to [From.GetTitledFirstName]. [From.job_chancellor.GetTitledFirstName] [From.job_chancellor.GetOnlyDynastyName] proceeds to read out the [From.GetTitle]'s decree: it proposes an invasion sanctioned by law, an invasion of a foreign land with apparently no claim.;Le banquet est terminé et maintenant le conseil peut commencer. Tout le monde s'est rassemblé dans la grande salle, les invités les plus importants ont été placés à côté de [From.GetTitledFirstName]. [Root.job_chancellor.GetTitledFirstName] procède à la lecture du décret du(e la) [From.GetTitle]: il propose une invasion ratifiée par tous. Une invasion de terres étrangères, apparemment sans revendications.;;;El banquete ha terminado y ahora la reunión puede comenzar en serio. Todo el mundo se ha reunido en la sala, con los asistentes más destacados cercanos a ti. [Root.job_chancellor.GetTitledFirstName] procede a la lectura del Decreto [From.GetTitle] que propone una invasión ilegítima, la invasión de una región a la cual no tenemos derecho.;;;;;;;;;x
EVTOPTAambition.914;I shall wait and listen to the arguments;Je vais attendre et écouter les arguments des uns et des autres.;;;Esperaré y escucharé los argumentos.;;;;;;;;;x
EVTOPTBambition.914;A fine initiative, I shall speak in favour;Une bonne initiative, je vais la soutenir.;;;Una buena iniciativa, la apoyaré.;;;;;;;;;x
TOOLTIPambition.914FAVOUR;You give an argument in favour of the planned invasion;Vous donnez un argument en faveur de cette invasion planifiée.;;;Das un argumento a favor de la invasión planificada.;;;;;;;;;x
EVTOPTCambition.914;[From.GetSheHeCap] thinks to grandly of [From.GetHerHim]self, I speak against;[From.GetSheHeCap] pense vraiment être au-dessus des lois des hommes et des dieux, je vais m'y opposer.;;;Me opongo a ella, [From.GetSheHeCap] cree estar por encima de las leyes de los Hombres y de los Dioses.;;;;;;;;;x
TOOLTIPambition.914AGAINST;You give an argument in opposition of the planned invasion;Vous donnez un argument contre cette invasion planifiée.;;;Das un argumento en contra de la invasión planificada.;;;;;;;;;x
EVTOPTEambition.914;An invasion?! [Root.Religion.GetRandomGodName] help me!;Une invasion?! Que le(s) [Root.Religion.GetRandomGodName] me vienne(nt) en aide !;;;¿Una invasión? ¡Qué [Root.Religion.GetRandomGodName] me guarde!;;;;;;;;;x
TOOLTIPambition.914LUNATIC;You rant and rave incoherently;Vous baragouiner quelque chose d'incohérent.;;;Farfullas algo incoherente. ;;;;;;;;;x
EVTOPTFambition.914;Yes, a great oppurtunity for riches, plunder and land;Oui, il s'agit d'une bonne opportunité pour acquérir des richesses, du butin et des terres.;;;Sí, es una gran oportunidad para el pillaje, las riquezas y las nuevas tierras.;;;;;;;;;x
TOOLTIPambition.914GREEDY;You give an argument in favour of the planned invasion, pointing out the potential wealth to be gained;Vous donnez un argument contre cette invasion planifiée, rappellant qu'il pourrait s'agir d'une bonne opportunité d'acquérir des richesses et des terres.;;;Das un argumento a favor de la invasión planificada, señalando el potencial económico que se podría obtener.;;;;;;;;;x
EVTOPTDambition.914;That is against all known law and custom;C'est contre toutes les lois et toutes les coutumes.;;;Esto va en contra de toda ley y costumbre conocida.;;;;;;;;;x
TOOLTIPambition.914JUST;You give an argument in opposition of the planned invasion, pointing out the questionable legality of the proposal;Vous donnez un argument contre cette invasion planifiée, questionnant la légalité d'une telle aventure.;;;Das un argumento en contra de la invasión planificada, alegando la ilegitimidad de la misma.;;;;;;;;;x
EVTOPTFambition.914;I like it, it shall be fine lark!;J'aime bien cette idée, voilà de quoi nous distraire.;;;Me gusta la idea, eso es lo que nos distraerá.;;;;;;;;;x
TOOLTIPambition.914LUSTFUL;You give an argument in favour of the planned invasion, pointing out the fun to be had abroad, as well as the women to be found there.;Vous donnez un argument en faveur de cette invasion planifiée, il s'agit pour vous d'une bonne opportunité de voir du pays et de dépuceler de jeunes étrangères.;;;Das un argumento a favor de la invasión planificada, mentando al conocimiento de nuevas tierras y mujeres extranjeras.;;;;;;;;;x
EVTDESCambition.15;There have been hours of debate already among your subjects, much of it heated. But now you raise your hand to silence them all. The time has come to give the final words of the council, and issue your final decision.;Le débat s'est poursuivie pendant des heures entre vos sujets. Il a parfois été très violent. Vous finissez par lever votre main, obtenant ainsi le silence. Il est temps de mettre fin aux débats et de prendre une décision. ;;;El debate se prolongó durante horas, a veces era muy violento, entonces levantabas la mano para imponer orden. Es hora de ponerle fin y tomar una decisión.;;;;;;;;;x
EVTOPTAambition.15;I better speak well...;J'ai intérêt à ne pas me louper…;;;Será mejor que hable bien…;;;;;;;;;x
EVTDESCambition.17;You proceed to give an utterly convincing and inspiring speech. Your subjects are captivated as you promise them glory and riches if they agree to follow you. Many break out in applause and cheering throughout, and by the end they are cheering your name loudly and heartily.;Vous parvenez à faire un discours convaincant et inspirant. Vos sujets sont captivés tandis que vous leur promettez gloire et richesses s'ils acceptent de vous suivre. A la fin, nombre d'entre eux se mettent à vous applaudir et à vous acclamer. En peu de temps la grande salle vous est totalement acquise et c'est avec joie que vous entendez vos sujets crier votre nom.;;;Procedes a dar un discurso convincente e inspirador. Los cautivas y les prometes glorias y riquezas si te siguen. Muchos rompen en aplausos y vítores, y finalmente todos claman tu nombre entusiasmados y en voz alta .;;;;;;;;;x
EVTOPTAambition.17;They will surely follow me now;Ils vont sûrement me suivre.;;;Ahora ellos seguramente me seguirán.;;;;;;;;;x
EVTDESCambition.18;Your speech is calm and measured, you give many sound arguments as to why this invasion is justified. The promises of glory and more land appeal to some, and by the end many of your subjects seem to be in agreement. Some still seem sceptical however.;Votre discours est calme et mesuré, vous donnez de nombreux arguments démontrant que cette invasion est parfaitement justifiée. Les promesses de gloire et de terres semblent convaincre une partie de la l'auditoire et à la fin la plupart de vos sujets semblent être d'accord avec vous. Néanmoins certains restent sceptiques.;;;Suenas tranquilo y mesurado, dando muchos argumentos sólidos que justifican esta invasión. Las promesas de gloria y nuevas tierras convencen finalmente a la mayoría, aunque algunos todavía parecen escépticos.;;;;;;;;;x
EVTOPTAambition.18;Most of them will agree I'm sure;Je suis sûr que la plupart d'entre eux seront d'accords. ;;;Estoy seguro de que muchos de ellos estarán de acuerdo.;;;;;;;;;x
EVTDESCambition.19;You did your best to inspire and persuade, but unfortunately most of the nobles present found your speech ponderous and grandiose. Those that did not fall asleep found your promises of glory and land came across as hollow. By the end only a few gave mild applause.;Vous avez fait de votre mieux pour les persuader et les inspirer, mais malheureusement la plupart des nobles présents ont trouvé que votre discours était trop lourd et pompeux. Ceux qui ne sont pas assoupis n'ont pas été convaincus par vos promesses de gloire et de terres. A la fin, seule une poignée d'entre eux vous ont applaudis.;;;Hiciste tu mejor esfuerzo para inspirar y persuadir, pero desafortunadamente la mayoría de los nobles presentes se aburrieron. Los que consiguieron no dormirse encontraron huecas tus promesas de tierras y gloria. Al final sólo unos pocos aplaudieron suavemente.;;;;;;;;;x
EVTOPTAambition.19;I'm sure they forgive me a bad speech;Je suis sûr qu'ils me pardonneront d'avoir fait un mauvais discours.;;;Seguro que perdonarán mi desafortunado discurso.;;;;;;;;;x
EVTDESCambition.20;After hours of debate [From.GetTitledFirstName] calls for quiet, and proceeds to give an utterly convincing and inspiring speech. Everyone is captivated as [From.GetSheHe] promises us glory and riches if we agree to follow [From.GetHerHim]. Many break out in applause and cheering throughout, and by the end they are cheering [From.GetHerHis] name loudly and heartily.;Après des heures de débats, [From.GetTitledFirstName] appelle au calme et se lance dans un discours convaincant et inspirant. Tout le monde est captivé alors qu'[From.GetSheHe] promet gloire et richesses à ceux qui le(a) suivront. A la fin, nombre de nobles se mettent à l'applaudir et à l'acclamer. En peu de temps la grande salle lui est totalement acquise et résonne des applaudissements et de son nom entonné par toute l'assistance. ;;;Después de horas de debate [From.GetTitledFirstName] llama a la calma, y procede a dar un discurso totalmente convincente e inspirador. Todo el mundo está cautivado con la gloria y las riquezas que [From.GetSheHe] les promete, si le seguimos. ;;;;;;;;;x
EVTOPTAambition.20;I am blown away;Je suis sidéré.;;;Estoy atónito.;;;;;;;;;x
