#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTBESSOS15;[Root.GetFirstName] spotted the manticore and cruched it without getting bit.;[Root.GetFirstName] a découvert la manticore et l'a écrasé sans avoir été mordu.;;;[Root.GetFirstName] ha descubierto la mantícora y la ha aplastado sin haber sido mordido.;;;;;;;;;x
EVTDESCESSOS16;As I retire for the night I notice something strange on the shelf beside my bed, it appears to be a jade green scarab.  As I reach for it, it unfolds.  I hear a loud hissing and see a vaguely human looking face and then I feel it.  Pain washes over me as I realize that I have just been bitten by a manticore.;Alors que vous vous retiriez pour la nuit vous avez remarqué quelque chose d'étrange sur l'étagère à côté de votre lit. Cela semblait être un sorte de scarabée de jade. Lorsque vous vous êtes approché la chose s'est déroulée puis vous avez entendu un sifflement et aperçu une sorte de tête humaine. La douleur qui a suivi ne vous a laissé aucun doute, vous veniez de vous faire mordre par une manticore.;;;Al retirarte a dormir por la noche notas algo extraño en la estantería al lado de la cama. Una especie de escarabajo de jade. Cuando te acercas, la cosa se desenrolla y se oye un silbido y ves lo que parece ser una cabeza humana. El dolor que notas a continuación no deja ninguna duda... Te ha picado una mantícora!;;;;;;;;;x
EVTOPTAessos.16;This is the end.;C'est la fin.;;;Es el fin.;;;;;;;;;x
EVTDESCESSOS17;As I retire for the night I notice something strange on the shelf beside my bed, it appears to be a jade green scarab.  As I reach for it, it unfolds.  I hear a loud hissing and see a vaguely human looking face and then I feel it.  Pain washes over me as I realize that I have just been bitten by a manticore.;Alors que vous vous retiriez pour la nuit vous avez remarqué quelque chose d'étrange sur l'étagère à côté de votre lit. Cela semblait être un sorte de scarabée de jade. Lorsque vous vous êtes approché la chose s'est déroulée puis vous avez entendu un sifflement et aperçu une sorte de tête humaine. La douleur qui a suivi ne vous a laissé aucun doute, vous veniez de vous faire mordre par une manticore.;;;Al retirarte a dormir por la noche notas algo extraño en la estantería al lado de la cama. Una especie de escarabajo de jade. Cuando te acercas, la cosa se desenrolla y se oye un silbido y ves lo que parece ser una cabeza humana. El dolor que notas a continuación no deja ninguna duda... Te ha picado una mantícora!;;;;;;;;;x
EVTOPTAESSOS17;This is the end.;C'est la fin.;;;Es el fin.;;;;;;;;;x
EVTDESCESSOS18;As I retire for the night I notice something strange on the shelf beside my bed, it appears to be a jade green scarab.  As I reach for it, it unfolds.  I hear a loud hissing and see a vaguely human looking face and I realize with alarm this is a manticore.  Quickly I grab the nearest thing, an empty cup and bring it down with all my strength, crushing the creature beneath.  This was no accident, someone put this manticore in my chamber.;Alors que vous vous retiriez pour la nuit vous avez remarqué quelque chose d'étrange sur l'étagère à côté de votre lit. Cela semblait être un sorte de scarabée de jade. Lorsque vous vous êtes approché la chose s'est déroulée puis vous avez entendu un sifflement et aperçu une sorte de tête humaine. Vous avez alors réalisé qu'il s'agissait d'une manticore et n'avez pas perdu de temps pour attraper l'objet le plus proche et écraser la créature. Ce n'était pas un accident, quelqu'un a mis la manticore dans votre chambre. ;;;Al retirarte a dormir por la noche notas algo extraño en la estantería al lado de la cama. Una especie de escarabajo de jade. Cuando te acercas, la cosa se desenrolla y se oye un silbido y ves lo que parece ser una cabeza humana. Te das cuenta que es una mantícora y no pierdes tiempo para coger el objeto más cercano y aplastar la criatura. No ha sido un accidente, alguien ha puesto la mantícora en tu habitación.;;;;;;;;;x
EVTOPTAESSOS19;They shall pay.;Ils le paieront.;;;Lo pagarán muy caro.;;;;;;;;;x
EVTDESCESSOS18;As I retire for the night I notice something strange on the shelf beside my bed, it appears to be a jade green scarab.  As I reach for it, it unfolds.  I hear a loud hissing and see a vaguely human looking face and I realize with alarm this is a manticore.  Quickly I grab the nearest thing, an empty cup and bring it down with all my strength, crushing the creature beneath.  This was no accident, someone put this manticore in my chamber.;Alors que vous vous retiriez pour la nuit vous avez remarqué quelque chose d'étrange sur l'étagère à côté de votre lit. Cela semblait être un sorte de scarabée de jade. Lorsque vous vous êtes approché la chose s'est déroulée puis vous avez entendu un sifflement et aperçu une sorte de tête humaine. Vous avez alors réalisé qu'il s'agissait d'une manticore et n'avez pas perdu de temps pour attraper l'objet le plus proche et écraser la créature. Ce n'était pas un accident, quelqu'un a mis la manticore dans votre chambre. ;;;Al retirarte a dormir por la noche notas algo extraño en la estantería al lado de la cama. Una especie de escarabajo de jade. Cuando te acercas, la cosa se desenrolla y se oye un silbido y ves lo que parece ser una cabeza humana. Te das cuenta que es una mantícora y no pierdes tiempo para coger el objeto más cercano y aplastar la criatura. No ha sido un accidente, alguien ha puesto la mantícora en tu habitación.;;;;;;;;;x
EVTOPTAESSOS19;They shall pay;Ils le paieront.;;;Lo pagarán muy caro.;;;;;;;;;x
EVTDESCESSOS20;My co-conspirator believes that by bribing one of [Root.GetFirstName]'s household we can have the manticore smuggled inside.;Votre co-conspirateur pense qu'en corrompant une des servantes de [Root.GetFirstName] il serait facile d'introduire la manticore dans ses appartements.;;;Tu conspirador piensa que sobornando a una de las doncellas de [Root.GetFirstName] será fácil introducir la mantícora en su habitación.;;;;;;;;;x
EVTDESCESSOS21;This sounds promising, go ahead.;Cela semble prometteur, allez-y. ;;;Parece prometedor, adelante.;;;;;;;;;x
EVTDESCESSOS22;The plan has been given the go ahead.;Le plan a été accepté.;;;El plan ha sido aceptado.;;;;;;;;;x
EVTDESCESSOS23;Although [Root.GetFirstName] was killed, the hand maiden that we bribed was captured and under interrogation has revealed my involvement.;Si [Root.GetFirstName] a bien été tué, la servante corrompue a été arrêtée et a révélé votre implication.;;;Aunque [Root.GetFirstName] ha sido eliminado, la doncella sobornada ha sido arrestada y ha revelado tu implicación.;;;;;;;;;x
EVTDESCESSOS24;The plan has worked perfecty.  [Root.GetFirstName] was killed and although they suspect murder, there is nothing leading back to me.;Le plan a fonctionné parfaitement.  [Root.GetFirstName] a été tué et bien qu'ils suspectent un meurtre, personne ne me soupçonne.;;;El plan ha funcionado a la perfección. [Root.GetFirstName] ha sido eliminado y aunque piensan que ha sido un asesinato, nadie sospecha de mí.;;;;;;;;;x
EVTOPTAessos.24;A job well done.;Du beau travail.;;;Un buen trabajo.;;;;;;;;;x
EVTDESCESSOS25;Not only did [Root.GetFirstName] avoid been bitten by the manitcore, but he captured the hand maiden we bribed and under interrogation she has revealed my involvement. ;[Root.GetFirstName] n'a pas été mordu et en plus la servante que j'avais corrompue a été arrêtée et a révélé mon implication.;;;[Root.GetFirstName] no ha sido picado y además la doncella sobornada ha estado arrestada y ha revelado mi implicación.;;;;;;;;;x
EVTOPTAESSOS25;Could it get any worse?;Est-ce que cela pourrait être pire ?;;;¿Podría haber ido peor?;;;;;;;;;x
EVTDESCESSOS26;While the plan was a failure, I can at least be thankful that my involvement has not been discovered.;Le plan s'est révélé être un échec, mais personne ne me soupçonne. ;;;El plan ha fracasado, pero nadie sospecha de mí.;;;;;;;;;x
EVTDESCESSOS27;Whilst holding court, a group of Jogos Nhai warriors was presented to you. Their leader expressed the admiration they had for you, and presented to you as a gift a young Zorse stallion, a striped black-and-white mount that the Jogos Nhai ride on the plains.;Alors que vous teniez votre cour, un groupe de guerriers Jogos Nhai vous a été présenté. Leur chef a fait part de leur admiration pour vous et vous a fait le présent d'un zéquion, un équidé avec des bandes de rayures noires et blanches qui sert de monture aux Jogos Nhai.;;;Estando en tu corte, se ha presentado un grupo de guerreros Jogos Nhai. Su jefe ha expresado su admiración hacia ti y te ha regalado un cebrallo , un equino con rayas negras y blancas que sirve de montura a los Jogos Nhai.;;;;;;;;;x
EVTOPTAESSOS27;I thank you all for this fine gift;Je vous remercie pour ce merveilleux présent.;;;Os agradezco este maravilloso regalo.;;;;;;;;;x
gift_zorse;Zorse;Détient un zéquion;;;Posee un cebrallo;;;;;;;;;x
gift_zorse_desc;This character owns a Zorse, a striped black-and-white mount that the Jogos Nhai ride on the plains.;Ce personnage possède un zéquion, un équidé avec des bandes de rayures noires et blanches qui sert de monture aux Jogos Nhai.;;;Este personaje posee un cebrallo, un equino con rayas negras y blancas que sirve de montura a los Jogos Nhai.;;;;;;;;;x
EVTOPTBESSOS27;I need men like you, please stay here in [Root.Capital.GetName];J'ai besoin d'hommes vous, acceptez donc de rester à [Root.Capital.GetName];;;Necesito hombres como vos, por favor, quedáos aquí en [Root.Capital.GetName].;;;;;;;;;x
EVTDESCESSOS28;The Zorse that was gifted has grown into a mighty stallion, and due to it's ferocity has been kept in it's own stable lest it kill the horses. The man that tames this beast and rides it into battle would surely earn the respect of Lord and peasant alike.;Le zéquion qui vous a été offert est devenu un puissant étalon. Sa férocité est telle qu'il a fallu lui donner sa propre étable pour qu'il ne tue par les chevaux. Un homme qui viendrait à apprivoiser cette bête et à le monter au combat gagnerait sûrement le respect de tous les lords et paysans...;;;El cebrallo que te regalaron se ha convertido en un potente semental. Su ferocidad es tal que lo han separado de los demás caballos para que no los mate. El hombre que lo dome y lo monte en combate se ganará el respeto de todos los señores y campesinos.;;;;;;;;;x
EVTOPTAESSOS28;I shall tame it!;Je vais tenter de l'apprivoiser !;;;Intentaré domarlo!;;;;;;;;;x
TOOLTIPessos.29;The zorse is sucessfully tamed;Le zéquion est apprivoisé;;[From.GetTitledFirstName] seemed geniun;El cebrallo ha sido domado.;;;;;;;;;x
TOOLTIPessos.30;The zorse is not tamed;Le zéquion n'est pas apprivoisé.;;;El cebrallo no ha sido domado.;;;;;;;;;x
EVTOPTBESSOS28;[Root.Heir.GetTitledFirstName] shall prove [Root.Heir.GetHerHim]self and master the beast;[Root.Heir.GetTitledFirstName] devra prouver qu'il est digne de mâter la bête.;;;[Root.Heir.GetTitledFirstName] debe probar que es digno de someter a la bestia.;;;;;;;;;x
EVTOPTCESSOS28;[Root.job_marshal.GetTitledFirstName] is the most worthy to take it on;[Root.job_marshal.GetTitledFirstName] est le plus digne candidat pour y parvenir.;;;[Root.job_marshal.GetTitledFirstName] es el candidato más digno para conseguirlo.;;;;;;;;;x
EVTOPTDESSOS28;Our esteemed Jogos Nhai guest will show us how;Nos invités Jogos Nhai vont nous montrer comment faire;;;Nuestros invitados Jogos Nhai nos mostrarán como hacerlo.;;;;;;;;;x
EVTOPTFESSOS28;One of my sons will claim this mount;L'un de mes fils va revendiquer cette monture.;;;Uno de mis hijos reclamará la montura.;;;;;;;;;x
EVTOPTEESSOS28;I think it is best left alone;Je pense qu'il est préférable de le laisser tranquille.;;;Creo que sería preferible dejarlo tranquilo.;;;;;;;;;x
EVTDESCESSOS29;As you approach the wild zorse you try to recall all you know of how to subdue a strong stallion like this. At first the beast balks at your presence, bucking and kicking fiercely. Eventually you gain it's trust however and finally mount it, galloping away to the amazement of the crowd present.;Alors que vous vous approchez du zéquion sauvage, vous essayez de vous rappeler tout ce que vous savez sur l'art d'apprivoiser de tels étalons. La bête semble d'abord incommodée par votre présence, elle rue et donne des coups de sabots. Mais vous finissez par gagner sa confiance et par la monter. Vous faîtes galoper votre nouvelle monture devant la foule ébahie.;;;Mientras te acercas al cebrallo salvaje, intentas recordar todo lo que sabes de domar caballos. La bestia parece incomodada por tu presencia, relincha y da coces. Pero acabas ganándote su confianza y lo montas. Galopas tu nueva montura delante de la asombrada multitud!;;;;;;;;;x
zorse_rider;Zorse Rider;Chevaucheur de zéquion;;;Jinete de cebrallo;;;;;;;;;x
zorse_rider_desc;This character rides a huge fierce black and white zorse, inspiring great awe in their comrades;Ce personnage chevauche un grand et puissant zéquion noir et blanc qui inspire la crainte. ;;;Este personaje monta un gran y feroz cebrallo negro y blanco que inspira terror.;;;;;;;;;x
EVTOPTAESSOS29;I shall ride you into all my battles;Je te chevaucherai lors de toutes mes batailles.;;;Te montaré en todas mis batallas.;;;;;;;;;x
EVTDESCESSOS30;You enter the pen where the zorse is held, and can immediately tell it does not like your presence. When you approach it bucks and kicks angrily, causing great pain as it hits you several times. You manage to climb aboard once, but it rears in the air throwing you off. it is clear this beast is not tamable.;Vous entrez dans le box du zéquion et vous vous rendez compte immédiatement qu'il n'apprécie pas votre présence. Lorsque vous vous approchez il se met à ruer et à donner des coups de sabots qui vous atteignent à plusieurs reprises vous causant de terribles douleurs. Vous parvenez à monter dessus une seule fois mais le zéquion vous expulse brutalement. Il est clair que la bête ne peut pas être apprivoisée. ;;;Entras en el establo del cebrallo y te das cuenta inmediatamente que no le gusta tu presencia. Cuando te acercas, relincha y te da varias coces que te producen mucho dolor. Logras montar a su grupa pero el cebrallo te lanza al suelo brutalmente. Está claro que está bestia es indomable.;;;;;;;;;x
EVTOPTAESSOS30;Useless creature;Créature inutile.;;;Criatura inútil.;;;;;;;;;x
EVTDESCESSOS31;As your [From.GetRootRelation] [From.GetTitledFirstName] approaches the wild zorse you are concerned for [From.GetHerHis] safety. At first the beast balks at [From.GetHerHis] presence, bucking and kicking fiercely. Eventually [From.GetSheHe] gains it's trust however and finally mounts it, galloping away to the amazement of the crowd present.;Alors que votre [From.GetRootRelation] [From.GetTitledFirstName] s'approche du zéquion sauvage, vous êtes inquiet pour sa sécurité. La bête semble d'abord incommodée par sa présence, elle rue et donne des coups de sabots. Mais [From.GetSheHe] finit par gagner sa confiance et par la monter. [From.GetSheHeCap] fait galoper sa nouvelle monture devant la foule ébahie.;;;Cuando tu [From.GetRootRelation] [From.GetTitledFirstName] se acerca al cebrallo salvaje, te preocupas por su seguridad. La bestia parece enseguida incómoda por su presencia, relincha y da coces. Pero [From.GetSheHe] consigue ganarse su confianza y lo monta. [From.GetSheHeCap] galopa su nueva montura delante de la asombrada multitud!;;;;;;;;;x
EVTOPTAESSOS31;How impressive!;Impressionnant !;;;Impresionante!;;;;;;;;;x
EVTDESCESSOS32;Your [From.GetRootRelation] [From.GetTitledFirstName] enters the pen where the zorse is held, and can immediately tell it does not like [From.GetHerHis] presence. When [From.GetSheHe] approaches it bucks and kicks angrily, striking [From.GetFirstName] several times. [From.GetSheHeCap] managed to climb aboard once, but it rears in the air throwing [From.GetHerHim] off. it is clear this beast is not tamable.;Votre [From.GetRootRelation] [From.GetTitledFirstName] entre dans le box du zéquion et se rend compte immédiatement qu'il n'apprécie pas sa présence. Lorsqu'[From.GetSheHe] s'approche la bête se met à ruer et à donner des coups de sabots qui l'atteignent à plusieurs reprises lui causant de terribles douleurs. [From.GetSheHeCap] parvient à monter sur le zéquion une seule fois mais celui-ci l'expulse brutalement. Il est clair que la bête ne peut pas être apprivoisée.;;;Cuando tu [From.GetRootRelation] [From.GetTitledFirstName] entra en el establo del cebrallo te das cuenta inmediatamente que no le gusta su presencia. Cuando se acerca, relincha y le da varias coces que le producen mucho dolor. Logra montar a su grupa pero el cebrallo le lanza al suelo brutalmente. Está claro que está bestia es indomable.;;;;;;;;;x
EVTDESCESSOS33;The zorse is causing much trouble according to your [Root.GetMyMarshalName] [Root.job_marshal.GetTitledFirstName]. The stable masters apparently cannot control it, having injured many of them when kicking and rearing up. The huge stallion also must be kept seperate from the horses, for it has also maimed some of them, even killing a few. [Root.job_marshal.GetTitledFirstName] says something must be done.;D'après [Root.GetMyMarshalName] [Root.job_marshal.GetTitledFirstName] le zéquion cause bien des ennuis. Le maître des écuries semble ne pas pouvoir le maîtriser et nombre de palefreniers ont été blessés par l'animal. Le grand étalon doit également être séparé des autres chevaux, il en a blessé certains et même tué l'un d'entre eux. [Root.job_marshal.GetTitledFirstName] dit qu'il faut faire quelque chose.;;;Según [Root.GetMyMarshalName] [Root.job_marshal.GetTitledFirstName] el cebrallo está causando muchos problemas. El maestro de los establos parece no poder amaestrarlo y ha herido a numerosos palafreneros. El cebrallo está separado de los demás caballos ya que ha heridos a varios e incluso ha matado a uno de ellos. [Root.job_marshal.GetTitledFirstName] dice que hay que hacer algo cuanto antes.;;;;;;;;;x
EVTOPTAESSOS33;Kill it, and then sell the meat and hide;Tuez-le, puis vendez la peau et la viande.;;;Matadlo y vended la piel y la carne.;;;;;;;;;x
EVTOPTBESSOS33;They'll just have to deal with it;Ils n'ont qu'à se débrouiller.;;;Que se las arreglen.;;;;;;;;;x
EVTOPTCESSOS33;I know how to sooth wild beasts;Je sais comment calmer les bêtes sauvages.;;;Yo sé como calmar a las bestias salvajes.;;;;;;;;;x
EVTDESCESSOS34;My [From.GetRootRelation] [From.GetTitledFirstName] recently acquired an exotic zorse as a gift from some Jogos Nhai. The wild beast has been causing much trouble in the stables, one time escaping into the herd of horses and mounting many of the mares in there, as well as kicking my prized stallion to death!;Mon [From.GetRootRelation] [From.GetTitledFirstName] a récemment acquis une bête exotique, un zéquion, offert par des Jogos Nhai. La créature sauvage a causé de nombreux problèmes dans les écuries. Il a monté de nombreuses juments et a même tué mon précieux étalon !;;;Mi [From.GetRootRelation] [From.GetTitledFirstName] ha adquirido recientemente una bestia exótica, un cebrallo, regalado por los Jogos Nhai. La criatura salvaje ha causado numerosos problemas en los establos. Montó a muchas yeguas e incluso mató a mi precioso semental!;;;;;;;;;x
EVTOPTAESSOS34;I will seek redress!;Je vais demander réparation !;;;Pediré una reparación!;;;;;;;;;x
TOOLTIPessos.35;[From.GetTitledFirstName] will respond;[From.GetTitledFirstName] va répondre.;;;[From.GetTitledFirstName] responderá.;;;;;;;;;x
EVTDESCESSOS35;The zorse you acquired has been causing much trouble. The wild stallion clearly has a lot of pent up energy, and one time escaped into the herd of horses, mounting many of the mares in there. It also kicked my [From.GetRootRelation] [From.GetTitledFirstName] prized stallion to death! Clearly it saw it as a rival. Now [From.GetTitledFirstName] seeks redress for [From.GetHerHis] loss.;Le zéquion que vous avez acquis a causé de nombreux problèmes. L'étalon sauvage déborde clairement d'énergie, il a monté de nombreuses juments et même tué le précieux étalon de [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetTitledFirstName] demande réparation pour sa perte.;;;El cebrallo que has adquirido ha causado muchos problemas. El semental salvaje desborda energía, ha montado a muchas yeguas y ha matado al precioso semental de [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetTitledFirstName] demanda una reparación.;;;;;;;;;x
EVTOPTAESSOS35;I'll give [From.GetHerHim] fair recompense;Je vais lui donner une belle compensation.;;;Le daré una buena compensación.;;;;;;;;;x
TOOLTIPessos.36;[From.GetTitledFirstName] is satisfied;[From.GetTitledFirstName] est satisfait.;;;[From.GetTitledFirstName] está satisfecho.;;;;;;;;;x
EVTOPTBESSOS35;It's a wild beast, what do you expect?;C'est une bête sauvage, qu'est-ce que vous attendiez ?;;;Es una bestia salvaje, Qué esperabas?;;;;;;;;;x
EVTOPTCESSOS35;Shall we talk this through over some [Root.GetAlcoholicDrink]?;Nous devrions en parler devant une coupe de vin.;;;Deberíamos hablar delante de una copa de vino.;;;;;;;;;x
TOOLTIPessos.38;[From.GetTitledFirstName] is placated;[From.GetTitledFirstName] est apaisé.;;;[From.GetTitledFirstName] se ha apaciguado.;;;;;;;;;x
EVTDESCESSOS35;[From.GetTitledFirstName] understood your grievance, and gave you enough coin and some to spare for the horse that was killed by the zorse.;Le zéquion que vous avez acquis a causé de nombreux problèmes. L'étalon sauvage déborde clairement d'énergie, il a monté de nombreuses juments et même tué le précieux étalon de [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetTitledFirstName] demande réparation pour sa perte.;;;[From.GetTitledFirstName] está triste por tu pérdida y te ha ofrecido el oro suficiente para adquirir un nuevo caballo digno de reemplazar al que mató el cebrallo.;;;;;;;;;x
EVTOPTAESSOS36;We are even then;Voilà qui est réglé.;;;Arreglado.;;;;;;;;;x
EVTDESCESSOS37;[From.GetTitledFirstName] hardly seemed concerned that your stallion was trampled to death by [From.GetHerHis] zorse. [From.GetSheHeCap] dismissed your claim out of hand.;[From.GetTitledFirstName] ne semble pas très concerné par la mort de votre étalon, pourtant tué par son zéquion. [From.GetSheHeCap] n'a pas tenu compte de votre demande de compensation.;;;[From.GetTitledFirstName]no parece preocupado por la muerte de tu semental. [From.GetSheHeCap] ha rechazado la petición de reparación.;;;;;;;;;x
EVTOPTAESSOS37;This is not right;Ce n'est pas juste.;;;No es justo.;;;;;;;;;x
EVTDESCESSOS38;[From.GetTitledFirstName] seemed genuinely upset upon hearing that the zorse killed your prized stallion. [From.GetSheHeCap] invited you to [From.GetHerHis] private quarters where you discussed the situation over some [From.GetAlcoholicDrink]. You left feeling staisfied with [From.GetHerHis] explanation.;[From.GetTitledFirstName] a semblé très en colère lorsqu'il a appris que son zéquion avait tué votre étalon. [From.GetSheHeCap] vous a invité dans ses quartiers et vous avez discuté de la situation tout en buvant un bon vin. Vous l'avez quitté en étant plutôt satisfait de ses explications.;;;[From.GetTitledFirstName] parecía muy enojado cuando se enteró de que su cebrallo mató a tu semental. [From.GetSheHeCap] te ha invitado a sus dependencias y habéis discutido la situación bebiendo un muy buen vino. Has quedado satisfecho de sus explicaciones.;;;;;;;;;x
EVTOPTAESSOS38;I suppose it was only a horse;Après tout il ne s'agit que d'un cheval. ;;;Después de todo, no es más que un caballo.;;;;;;;;;x
