#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_asoiaf_basevalue_1;Small Keep;Petit donjon;Small Keep;Small Keep;Peque�o Torre�n;;;;;;;;;x
ca_asoiaf_river_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse du Conflans;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau du Conflans;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_2;[Root.Location.Culture.GetName] Village;Village du Conflans;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg du Conflans;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville du Conflans;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville du Conflans;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_river_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville du Conflans;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon dornien;Small Dornish Keep;Small Dornish Keep;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon dornien;Large Dornish Keep;Large Dornish Keep;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau dornien;Small Dornish Castle;Small Dornish Castle;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau dornien ordinaire;Common Dornish Castle;Common Dornish Castle;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau dornien;Large Dornish Castle;Large Dornish Castle;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_dorne_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse dornienne;Huge Dornish Fortress;Huge Dornish Fortress;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau dornien;Small Dornish Village;Small Dornish Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_2;[Root.Location.Culture.GetName] Village;Village dornien;Dornish Village;Dornish Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg dornien;Small Dornish Town;Small Dornish Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville dornienne;Large Dornish Town;Large Dornish Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville dornienne;Small Dornish City;Small Dornish City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_dorne_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville dornienne;Large Dornish City;Large Dornish City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon fer-n�;Small Iron [Root.Location.Culture.GetName] Keep;Small Iron [Root.Location.Culture.GetName] Keep;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon fer-n�;Large Iron [Root.Location.Culture.GetName] Keep;Large Iron [Root.Location.Culture.GetName] Keep;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau fer-n�;Small Iron [Root.Location.Culture.GetName] Castle;Small Iron [Root.Location.Culture.GetName] Castle;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau fer-n� ordinaire;Common Iron [Root.Location.Culture.GetName] Castle;Common Iron [Root.Location.Culture.GetName] Castle;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau fer-n�;Large Iron [Root.Location.Culture.GetName] Castle;Large Iron [Root.Location.Culture.GetName] Castle;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironislands_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse fer-n�e;Huge Iron [Root.Location.Culture.GetName] Fortress;Huge Iron [Root.Location.Culture.GetName] Fortress;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau fer-n�;Small Iron [Root.Location.Culture.GetName] Village;Small Iron [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_2;[Root.Location.Culture.GetName] Village;Village fer-n�;Iron [Root.Location.Culture.GetName] Village;Iron [Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg fer-n�;Small Iron [Root.Location.Culture.GetName] Town;Small Iron [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville fer-n�e;Large Iron [Root.Location.Culture.GetName] Town;Large Iron [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville fer-n�e;Small Iron [Root.Location.Culture.GetName] City;Small Iron [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_ironislands_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville fer-n�e;Large Iron [Root.Location.Culture.GetName] City;Large Iron [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon des terres de la Couronne;Small [Root.Location.Culture.GetName] Keep;Small [Root.Location.Culture.GetName] Keep;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon des terres de la Couronne;Large [Root.Location.Culture.GetName] Keep;Large [Root.Location.Culture.GetName] Keep;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau des terres de la Couronne;Small [Root.Location.Culture.GetName] Castle;Small [Root.Location.Culture.GetName] Castle;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau des terres de la Couronne ordinaire;Common [Root.Location.Culture.GetName] Castle;Common [Root.Location.Culture.GetName] Castle;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau des terres de la Couronne;Large [Root.Location.Culture.GetName] Castle;Large [Root.Location.Culture.GetName] Castle;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_crown_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse des terres de la Couronne;Huge [Root.Location.Culture.GetName] Fortress;Huge [Root.Location.Culture.GetName] Fortress;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau des terres de la Couronne;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_2;[Root.Location.Culture.GetName] Village;Village des terres de la Couronne;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg des terres de la Couronne;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville des terres de la Couronne;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville des terres de la Couronne;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_crown_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville des terres de la Couronne;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petite donjon des terres de l�Orage;Small [Root.Location.Culture.GetName] Keep;Small [Root.Location.Culture.GetName] Keep;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon des terres de l�Orage;Large [Root.Location.Culture.GetName] Keep;Large [Root.Location.Culture.GetName] Keep;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau des terres de l�Orage;Small [Root.Location.Culture.GetName] Castle;Small [Root.Location.Culture.GetName] Castle;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau des terres de l�Orage ordinaire;Common [Root.Location.Culture.GetName] Castle;Common [Root.Location.Culture.GetName] Castle;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau des terres de l�Orage;Large [Root.Location.Culture.GetName] Castle;Large [Root.Location.Culture.GetName] Castle;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_storm_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse des terres de l�Orage;Huge [Root.Location.Culture.GetName] Fortress;Huge [Root.Location.Culture.GetName] Fortress;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau des terres de l�Orage;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_2;[Root.Location.Culture.GetName] Village;Village des terres de l�Orage;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg des terres de l�Orage;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville des terres de l�Orage;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville des terres de l�Orage;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_storm_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville des terres de l�Orage;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon du Val;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon du Val;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau du Val;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau du Val ordinaire;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau du Val;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_vale_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse du Val;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau du Val;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_2;[Root.Location.Culture.GetName] Village;Village du Val;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg du Val;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville du Val;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville du Val;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_vale_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville du Val;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon du Bief;Small [Root.Location.Culture.GetName] Keep;Small [Root.Location.Culture.GetName] Keep;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon du Bief;Large [Root.Location.Culture.GetName] Keep;Large [Root.Location.Culture.GetName] Keep;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau du Bief;Small [Root.Location.Culture.GetName] Castle;Small [Root.Location.Culture.GetName] Castle;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau du Bief ordinaire;Common [Root.Location.Culture.GetName] Castle;Common [Root.Location.Culture.GetName] Castle;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau du Bief;Large [Root.Location.Culture.GetName] Castle;Large [Root.Location.Culture.GetName] Castle;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_reach_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse du Bief;Huge [Root.Location.Culture.GetName] Fortress;Huge [Root.Location.Culture.GetName] Fortress;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau du Bief;Small [Root.Location.Culture.GetName] Village;Small [Root.Location.Culture.GetName] Village;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_2;[Root.Location.Culture.GetName] Village;Village du Bief;[Root.Location.Culture.GetName] Village;[Root.Location.Culture.GetName] Village;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg du Bief;Small [Root.Location.Culture.GetName] Town;Small [Root.Location.Culture.GetName] Town;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville du Bief;Large [Root.Location.Culture.GetName] Town;Large [Root.Location.Culture.GetName] Town;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville du Bief;Small [Root.Location.Culture.GetName] City;Small [Root.Location.Culture.GetName] City;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_reach_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville du Bief;Large [Root.Location.Culture.GetName] City;Large [Root.Location.Culture.GetName] City;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_1;Small [Root.Location.Culture.GetName] Keep;Petit donjon ouestien;;;Peque�o Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_2;Large [Root.Location.Culture.GetName] Keep;Grand donjon ouestien;;;Gran Torre�n [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_3;Small [Root.Location.Culture.GetName] Castle;Petit ch�teau Ouestien;;;Peque�o Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_4;Common [Root.Location.Culture.GetName] Castle;Ch�teau ouestien ordinaire;;;Castillo Mediano [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_5;Large [Root.Location.Culture.GetName] Castle;Grand ch�teau ouestien;;;Gran Castillo [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_westerland_basevalue_6;Huge [Root.Location.Culture.GetName] Fortress;Puissante forteresse ouestienne;;;Enorme Fortaleza [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_1;Small [Root.Location.Culture.GetName] Village;Hameau ouestien;;;Peque�a Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_2;[Root.Location.Culture.GetName] Village;Village ouestien;;;Aldea [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_3;Small [Root.Location.Culture.GetName] Town;Bourg ouestien;;;Peque�o Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_4;Large [Root.Location.Culture.GetName] Town;Petite ville ouestienne;;;Gran Pueblo [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_5;Small [Root.Location.Culture.GetName] City;Ville ouestienne;;;Peque�a Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ct_asoiaf_westerland_basevalue_6;Large [Root.Location.Culture.GetName] City;Grande ville ouestienne;;;Gran Ciudad [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_ironshipyard;[Root.Location.Culture.GetName] Shipyard;Chantier Naval des �les de Fer;GERMAN;;Astillero [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_large_ironshipyard;Large [Root.Location.Culture.GetName] Shipyard;Grand chantier naval fer-n�;;;Gran Astillero [Root.Location.Culture.GetName];;;;;;;;;x
ca_asoiaf_redwyneshipyard;[Root.Location.GetName] Shipyard;Chantier Naval de la Treille;GERMAN;;Astillero [Root.Location.GetName];;;;;;;;;x
ca_asoiaf_targshipyard;Royal Shipyard;Chantier Naval Royal;GERMAN;;Astillero Real;;;;;;;;;x
ca_asoiaf_lannshipyard;[Root.Location.GetName] Shipyard;Chantier Naval de Port-Lannis;GERMAN;;Astillero [Root.Location.GetName];;;;;;;;;x
ca_asoiaf_oldtownshipyard;[Root.Location.GetName] Shipyard;Chantier Naval de Villevieille;GERMAN;;Astillero [Root.Location.GetName];;;;;;;;;x
ca_asoiaf_shieldshipyard;[Root.Location.Duchy.GetName] Shipyard;Chantier Naval des �les Boucliers;GERMAN;;Astillero [Root.Location.Duchy.GetName];;;;;;;;;x
