#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC250800;While you were hunting in the woods, a group of poachers dared to ambush and kidnap you!;Alors que vous chassiez dans les bois, vous avez été capturé par des braconniers !;;;¡Unos malditos furtivos se han atrevido a capturarte mientras cazabas en el bosque! ¡A tí!;;;;;;;;;x
EVTDESCflavour_events.204;[From.GetFirstName], alarmed at your demands, has been caught trying to flee. What shall be done with him?;[From.GetFirstName], alarmé par vos exigences, a tenté de s'enfuir. Que faire de lui?;;;[From.GetFirstName], alertado por vuestras exigencias ha sido capturado cuando trataba de escapar. ¿Qué queréis que hagamos con él?;;;;;;;;;x
EVTOPTAflavour_events.204;Dungeons are dangerous...;Les oubliettes sont dangeureuses…;;;Las mazmorras son peligrosas...;;;;;;;;;x
EVTOPTCflavour_events.204;Let him rot!;Laissez-le pourrir !;;;¡Qué se pudra!;;;;;;;;;x
EVTDESCflavour_events.205;Your heir has fled your court after hearing of your demands.;Votre héritier a fui votre cour après avoir entendu vos exigences.;;;Tu heredero escapó de la corte tras escuchar vuestras exigencias.;;;;;;;;;x
EVTOPTAflavour_events.205;Blast!;Malédiction !;;;¡Maldición!;;;;;;;;;x
EVTDESCflavour_events.206;[From.GetFirstName] has seen the wisdom in your ultimatum and has agreed to take the black.;[From.GetFirstName] a fini par réaliser le sérieux de votre ultimatum et a accepté de prendre le noir.;;;[From.GetFirstName]  está de acuerdo en tomar el negro.;;;;;;;;;x
EVTOPTAflavour_events.206;Excellent.;Excellent. ;;;Excelente.;;;;;;;;;x
EVTTOOLTIPflavour_events.203;Murder will be discovered;Le meurtre sera découvert;;;El homidicio será descubierto.;;;;;;;;;x
opinion_beaten;Beaten;Battu;;;Superado.;;;;;;;;;x
opinion_forced_take_black;Forced to take the black;Forcé à prendre le noir;;;Forzado a vestir el negro;;;;;;;;;x
EVTDESCtrait_notification.1;Inflicting misery on those around me no longer pleases me, I have lost the cruel trait.;Faire souffrir mon entourage ne me plaît plus, j'ai perdu le trait « Cruel ».;;;Infligir miseria en todos aquellos que me rodean ya no me satisface. He perdido el rasgo de Cruel.;;;;;;;;;x
EVTDESC38196;My son is no longer soft and afraid, he has lost the craven trait.;Mon fils n'est plus doux et effrayé, il a perdu le trait « Lâche ».;;;Mi hijo ya no es un blando ni le teme a nada. Ha perdido el rasgo de Cobarde.;;;;;;;;;x
EVTDESC250900;[From.GetFullName] offers to teach you a game called cyvasse that [From.GetSheHe] learned from some merchants at the inn.;[From.GetFullName] vous offre de vous enseigner les règles d’un jeu qu’[From.GetSheHe] a appris auprès de marchands natifs d’Essos rencontrés au détour d’une auberge;;;[From.GetFullName] se ofrece a enseñarme a jugar un extraño juego llamado Sitrang, que ha aprendido de un comerciante de Essos en una posada.;;;;;;;;;x
EVTOPTA250900;[From.GetSheHeCap]'s spending too much time with foreigners. [From.GetSheHeCap] should know better.;[From.GetSheHeCap] passe bien trop de temps en compagnie d’étrangers. [From.GetSheHeCap] devrait prendre garde;;;Pasa demasiado tiempo con extranjeros. A saber qué hace.;;;;;;;;;x
EVTOPTB250900;I'd be delighted to test my wits in this game.;Rien ne me plairait d’avantage que d’éprouver mon esprit sur ce jeu;;;Será un placer probar mi ingenio con ese juego.;;;;;;;;;x
EVTOPTC250900;I'll go to the inn and study this game in secret.;Je vais me rendre à l’auberge pour étudier discrètement ce jeu;;;Iré a la posada y aprenderé por mi cuenta.;;;;;;;;;x
EVTDESC250901;You think you're starting to get the hang of cyvasse. [From.GetFirstName] wants to challenge you to a game.;Après quelques coups d’essai, vous pensez avoir finalement saisi les règles du cyvosse. [From.GetFirstName] vous propose une partie.;;;He aprendido las reglas del Sitrang y [From.GetFirstName] me ha retado.;;;;;;;;;x
EVTOPTA250901;I'll play circles around [From.GetHerHim]!;Je vais l’encercler ! ;;;Lo rodearé!;;;;;;;;;x
EVTOPTB250901;I'll get a pretty young girl to distract [From.GetHerHim] and ensure I win.;Je devrais engager une jolie jeune fille pour distraire [From.GetFullName] et m'assurer la victoire.;;;Debería intentar que [From.GetFullName] se distrajera con cierta jovencita para asegurar mi victoria.;;;;;;;;;x
EVTOPTC250901;I'll get a pretty young boy to distract [From.GetHerHim] and ensure I win.;Je devrais engager un charmant jeune homme pour distraire [From.GetFullName] et m'assurer la victoire.;;;Debería intentar que [From.GetFullName] se distrajera con algún jovencito para asegurar mi victoria.;;;;;;;;;x
EVTDESC250904;You should have known better than to play cyvasse against the [FromFrom.GetManWoman] who taught you everything you knew. [FromFrom.GetFirstName] crushed you completely.;Vous auriez dû vous douter que défier la personne qui vous a tout enseigné du cyvosse n’était pas une bonne idée. [FromFrom.GetFirstName] vous a écrasé(e) !;;;Deberías haber sido más inteligente. Desafiar a quien te ha enseñado a jugar ha sido un grave error. [FromFrom.GetFirstName] te ha destrozado.;;;;;;;;;x
EVTOPTA250904;It was a good game.;Ce fut une bonne partie;;;Ha sido una partida gloriosa.;;;;;;;;;x
EVTOPTB250904;Kick the table in anger.;Renverser la table avec colère;;;Golpear el tablero con rabia.;;;;;;;;;x
EVTDESC250905;You were sure that [FromFrom.GetFirstName] was luring you into a trap. It seemed impossible that [FromFrom.GetSheHe] hadn't seen the hole in [FromFrom.GetHerHis] defenses. But you struck, and it won you the game.;Vous étiez certain(e) que [FromFrom.GetFirstName] tentait de vous attirer dans un piège. Il était impossible qu’[FromFrom.GetSheHe] n’ait pas vu la brèche dans ses défenses. Mais vous avez quand même joué votre coup, et avez ainsi remporté la partie.;;;Increíble, parecía que [FromFrom.GetFirstName] te estaba conduciendo a una trampa. Era imposible que no hubiera visto semejante brecha en su defensa. Mas cuando golpeaste, la partida fue tuya.;;;;;;;;;x
EVTOPTA250905;It was a good game.;Ce fut une bonne partie;;;Ha sido una gran partida.;;;;;;;;;x
EVTOPTB250905;In your FACE!;Prends ça !;;;Toma esa!;;;;;;;;;x
EVTDESC250906;The distraction failed. No matter what that pretty little thing did, [FromFrom.GetFirstName] stayed focused on the game.;Cette tentative de distraction s‘est soldée par un cuisant échec. Malgré tous les efforts déployés par ce charmant minois pour capturer son attention, [FromFrom.GetFirstName] n’a pas levé les yeux du plateau de cyvosse. ;;;La distracción falló. Es increíble, pero [FromFrom.GetFirstName] ni ha pestañeado pese a tener a ese encanto tan cerca...;;;;;;;;;x
EVTOPTA250906;I should have let my Master of Whisperers come up with a plan to win.;J’aurais plutôt dû laisser mon maître des chuchoteurs réfléchir à un meilleur plan ;;;Debería haber dejado que mi Consejero de los Rumores urdiera un plan mejor...;;;;;;;;;x
EVTOPTB250906;The [cyvasse_distraction.GetLadLass] will pay for this failure.;La fille va payer pour cet échec;;;La [cyvasse_distraction.GetLadLass] pagará por su fracaso.;;;;;;;;;x
EVTOPTC250906;The boy will pay for this failure.;Le garçon va payer pour cet échec;;;El joven pagará por su fracaso.;;;;;;;;;x
EVTDESC250907;[FromFrom.GetFirstName] spent the entire game in a lustful haze. Beating [FromFrom.GetHerHim] was simplicity itself.;[FromFrom.GetFirstName] a passé toute la partie dans un état second. Ma victoire a été totale;;;[FromFrom.GetFirstName] se ha pasado toda la partida con las manos ocupadas... Ganar no ha sido desafío alguno.;;;;;;;;;x
EVTOPTA250907;It's fascinating how far you can go when you bend the rules;Il est fascinant de voir les résultats que peuvent donner quelques petites magouilles;;;Es maravilloso cómo algo tan simple te puede llevar tan lejos.;;;;;;;;;x
EVTOPTB250907;The [cyvasse_distraction.GetLadLass] did her job well. Maybe I should get to know her better.;La fille a très bien fait son travail, peut-être devrais-je tenter de mieux faire connaissance;;;La [cyvasse_distraction.GetLadLass] hizo un trabajo excelente, debería conocerla más de cerca...;;;;;;;;;x
EVTOPTC250907;The boy did his job well. Maybe I should get to know him better.;Le garçon a très bien fait son travail, peut-être devrais-je tenter de mieux faire connaissance;;;El muchacho ha hecho un trabajo excelente, debería conocerlo más de cerca...;;;;;;;;;x
EVTDESC250902;You watched the merchants playing in the common room at the inn. One of them used a devious trick to outwit the other and win the game. That same trick worked perfectly on [FromFrom.GetFirstName].;Vous avez observé le jeu des marchands dans la salle commune de l’auberge. L’un d’entre eux a remporté la partie grâce à un coup fourré qui vous a assuré la victoire lorsque vous l’avez reproduit contre [FromFrom.GetFirstName];;;Fui a la posada de incógnito y vi a los hombres jugar. Aprendí un par de trucos que dejaron sin opciones a [FromFrom.GetFirstName].;;;;;;;;;x
EVTOPTA250902;A [Root.GetManWoman] can learn much by skulking in the shadows.;C’est fou ce que l’on peut apprendre en se cachant dans les ombres… ;;;Lo que se puede aprender en las sombras...;;;;;;;;;x
EVTDESC250903;You watched the merchants playing in the common room at the inn. Things were going well until one accused the other of cheating. A fight broke out, and you barely managed to escape with your life and dignity!;Vous avez observé le jeu des marchands dans la salle commune de l’auberge. Tout se passait pour le mieux jusqu’à ce que l’un accuse l’autre de tricher. Une bagarre a éclaté et vous avez eu de la chance d’en réchapper en vie et avec votre dignité intacte !;;;Fui a la posada a ver cómo jugaban. Todo iba bien hasta que estalló una maldita pelea. Tras unos cuantos golpes, pude reunir lo que quedaba de mi dignidad y salir de allí.;;;;;;;;;x
EVTOPTA250903;Worst of all, I lost to [FromFrom.GetFirstName] in cyvasse!;Et pour couronner le tout, [FromFrom.GetFirstName] m’a écrasé(e) au cyvosse ! ;;;Y encima perdí contra [FromFrom.GetFirstName];;;;;;;;;x
opinion_dead_men_cynical;Ignored Superstitious Rumors;Ne pas prêter attention aux rumeurs sur des morts marchant.;;;Hizo oídos sordos a los rumores supersticiosos;;;;;;;;;x
opinion_dead_men_scholar;Displayed Knowleding and Wisdom;Montrer de l'intérêt pour les rumeurs sur des morts marchant.;;;Demostró conocimiento y sabiduría;;;;;;;;;x
opinion_dead_men_paranoid;Heeded Warnings of Dead Men Walking;Prendre des mesures de sécurité après ces rumeurs sur des morts marchant.;;;Prestó atención a las advertencias sobre los Caminantes Blancos;;;;;;;;;x
opinion_dead_men_cynical_neg;Listened to Superstitious Rumors;Surréagir quant aux rumeurs sur des morts marchant.;;;Escuchó los rumores supersticiosos;;;;;;;;;x
opinion_dead_men_scholar_neg;Listened to Superstitious Rumors;Surréagir quant aux rumeurs sur des morts marchant.;;;Escuchó los rumores supersticiosos;;;;;;;;;x
opinion_dead_men_paranoid_neg;Ignored Warnings of Dead Men Walking;Ne pas prêter attention aux rumeurs sur des morts marchant.;;;Ignoró las advertencias sobre los Caminantes Blancos;;;;;;;;;x
opinion_sent_to_wall;Showed Mercy to a Deserter;Montrer de la clémence pour un déserteur de la Garde de la Nuit.;;;Mostró clemencia con un desertor de la Guardia de la Noche;;;;;;;;;x
opinion_sent_to_wall_neg;Let a Deserter Go Unpunished;Laisser un déserteur de la Garde de Nuit regagner le Mur.;;;Dejó marchar a un desertor de la Guardia de la Noche sin castigo;;;;;;;;;x
opinion_swinged_the_sword;Upheld the Old Way;L'homme qui condamne se doit de tenir l'épée !;;;Mantuvo la antigua tradición de justicia;;;;;;;;;x
opinion_swinged_the_sword_neg;Executed a Prisoner!;Exécuter le prisonnier !;;;Ejecutó un prisionero!;;;;;;;;;x
EVTDESCflavour_events.210;A man stumbles in from the cold, his eyes wild. He claims to have seen dead men walking.;Un homme trébuche dans le froid, le regard vide. Il dit avoir vu des morts se relever.;;;Un hombre se tambalea con el frío con ojos como platos. Afirma que ha visto caminantes blancos.;;;;;;;;;x
EVTOPTAflavour_events.210;Dead men walking? Ridiculous! Give this man more mead.;Des morts qui marchent ? Ridicule !;;;¿Caminantes blancos? Ridículo! Dad a este hombre más aguamiel!;;;;;;;;;x
EVTOPTBflavour_events.210;Dead men have not walked for thousands of years.;Cela fait des milliers d'années que l'on a pas vu les morts se relever.;;;Durante miles de años no ha habido caminantes blancos.;;;;;;;;;x
EVTOPTCflavour_events.210;Double the guard, and distribute torches! I'll have no dead men disturbing my rest.;Doublez la garde, que chaque homme porte une torche ! Les morts ne dérangeront pas la paix du Roi!;;;Doblad las guardias, traed antorchas! Ningún muerto perturbará la paz del rey.;;;;;;;;;x
EVTDESCflavour_events.211;After abandoning his post, a brother of the Night's Watch has been caught fleeing through your lands. This man has broken his oath and forsaken all honor.;Après avoir abandonné son poste, un frère de la Garde de Nuit a été capturé sur vos terres. Cet homme a brisé son serment et s'est déshonnoré.;;;Hemos capturado a un desertor de la Guardia de la Noche vagando por nuestras tierras. Este hombre ha roto su juramento y perdido todo honor.;;;;;;;;;x
EVTOPTAflavour_events.211;Send for my executioner.;Envoyer chercher mon bourreau.;;;Haced venir al verdugo.;;;;;;;;;x
EVTOPTBflavour_events.211;The man who passes the sentence should swing the sword.;Envoyer chercher mon épée.;;;El hombre que dicta la sentencia debe blandir la espada;;;;;;;;;x
EVTOPTCflavour_events.211;Escort him back to the Wall.;L'escorter jusqu'au Mur;;;Escoltadle de vuelta al Muro;;;;;;;;;x
EVTOPTDflavour_events.211;Let the man go free. I'd flee the Wall too, if I were him!.;Relâchez-le. Je m'échapperais aussi du Mur si j'étais lui.;;;Dejadle ir. Yo también huiría del Muro si fuera él.;;;;;;;;;x
EVTDESCforeign_training.1;There are rumors that a skilled [foreign_trainer.Culture.GetName] swordsman is passing through a nearby town.;Il y a des rumeurs concernant la présence d'un talentueux épéiste Braavien dans une ville voisine.;;;Se dice que un maestro de armas braavosi está visitando una ciudad cercana;;;;;;;;;x
EVTDESCforeign_training.2;A [foreign_trainer.Culture.GetName] who claims to be a master bladesman approached me and offered his services in teaching my ward.;Un Braavien qui se dit maître épéiste m'a approché et m'a offert ses services pour enseigner mon(a) pupille. ;;;Un Braavosi que proclama ser muy bueno con la espada te ofrece sus servicios como profesor de esgrima;;;;;;;;;x
EVTOPTAforeign_training.2;Away with you [foreign_trainer.Culture.GetName]!;Loin de moi ! Vous n'empoisonnerez pas l'esprit de mon(a) pupille avec vos balivernes !;;;¡Aléjate! No envenenarás los oídos de mi pupilo con tus blasfemias;;;;;;;;;x
EVTOPTBforeign_training.2;I will pay your price, I hope you are as good as you claim!;Je paierai volontiers votre prix, mais j'espère que vous êtes aussi doué que vous le prétendez !;;;Con mucho gusto te pagaré, pero espero que seas tan bueno cómo dices ser!;;;;;;;;;x
EVTDESCforeign_training.3;I am so disappointed, my guardian has chosen not to hire the [foreign_trainer.Culture.GetName] blademaster to teach me.;Je suis si déçu(e), mon tuteur n'a pas voulu engager l'étranger pour qu'il s'occupe de mon enseignement.;;;Estoy decepcionado, mi tutor no ha querido contratar al extranjero para que me enseñe;;;;;;;;;x
EVTDESCforeign_training.4;I am so happy, my guardian chose to hire the [foreign_trainer.Culture.GetName] to serve me as a tutor!;Je suis si heureux(euse), mon tuteur a décidé d'engager un maître-lame Braavien pour me servir d'enseignant !;;;Estoy tan contento. Mi tutor ha decidido que un maestro de armas braavosi me de clases de esgrima;;;;;;;;;x
EVTDESCforeign_training.5;There is a rumor that a former [foreign_trainer.Culture.GetName] magistrate is passing through a nearby town.;Il y a des rumeurs concernant la présence d'un ancien magistrat des Cités Libres dans une ville voisine.;;;Se dice que un antiguo magistrado pentosí está visitando una ciudad cercana;;;;;;;;;x
EVTDESCforeign_training.6;A former [foreign_trainer.Culture.GetName] magistrate  has offered to tutor my ward… for a price, of course.;Un ancien magistrat des Cités Libres m'a offert ses services pour former mon(a) pupille… pour un certain prix, bien entendu. ;;;Un antiguo magíster de las Ciudades Libres me ha ofrecido sus servicios para formar a mi pupilo... Por un precio, claro está.;;;;;;;;;x
EVTDESCforeign_training.7;There is a rumor that a former [foreign_trainer.Culture.GetName] diplomat is passing through a nearby town.;Il y a des rumeurs concernant la présence d'un ancien diplomate des Cités Libres dans une ville voisine. ;;;Hay rumores acerca de la presencia de un antiguo diplomático de las Ciudades Libres en una villa cercana.;;;;;;;;;x
EVTDESCforeign_training.8;A former [foreign_trainer.Culture.GetName] diplomat has approached me, offering to tutor my ward… for a price, of course...;Un ancien diplomate des Cités Libres m'a offert ses services pour former mon(a) pupille… pour un certain prix, bien entendu. ;;;Un antiguo diplomático de las Ciudades Libres me ha ofrecido sus servicios para formar a mi pupilo... Por un precio, claro está.;;;;;;;;;x
EVTDESCforeign_training.9;Your daily Braavosian training might actually pay off... ;Votre entrainement Braavien quotidien pourrait payer...;;;Tu entrenamiento diario al estilo braavosi está llegando a su fin...;;;;;;;;;x
EVTDESC5550000;Victory is at hand! You strike hard and true!;La victoire est à vous ! Vous frappez fort et juste !;;;La victoria está en nuestra mano. ¡Has golpeado duro de verdad!;;;;;;;;;x
EVTOPTA5550000;Victory!;Victoire !;;;¡Victoria!;;;;;;;;;x
EVTTOOLTIP5550001;is slain!;est tué !;;;está muerto;;;;;;;;;x
EVTDESC5550001;A sudden strike, and then, darkness.;Un coup violent et inattendu, puis l'obscurité.;;;Un golpe súbito y después todo oscuridad;;;;;;;;;x
EVTOPTA5550001;It all happened so fast!;Tout s'est passé si vite !;;;¡Todo ocurrió tan deprisa!;;;;;;;;;x
EVTTOOLTIP5550002;is victorious!;est victorieux !;;;sale victorioso;;;;;;;;;x
EVTDESC5550002;It is done. [From.GetTitledFirstName] lies still, dead at your hands.;C'est fait. [From.GetTitledFirstName] gît, mort de vos mains.;;;Está hecho. Has matado a [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA5550002;Valar morghulis.;Valar morghulis.;;;Valar morghulis.;;;;;;;;;x
EVTDESC5550003;You are victorious, though your opponent was not slain by your hand.;Vous êtes victorieux, bien que votre adversaire ne soit pas mort de votre main.;;;Sales victorioso a pesar de que tu oponente no ha sido derrotado bajo tus manos.;;;;;;;;;x
EVTOPTA5550003;Victory!;Victoire!;;;Victoria!;;;;;;;;;x
EVTDESC5550200;You see an enemy noble across the field.;Vous apercevez un ennemi noble sur le champ de bataille.;;;Ves a un noble enemigo en el campo de batalla;;;;;;;;;x
EVTOPTA5550200;Charge!;Charger !;;;A la carga!;;;;;;;;;x
EVTOPTB5550200;I'm needed more elsewhere.;On a besoin de moi ailleurs.;;;Me necesitan más en otros lugares.;;;;;;;;;x
EVTDESC5550201;You see the enemy leader. You could end the war, here and now!;Vous voyez le chef ennemi. Vous pourriez terminer la guerre ici et maintenant !;;;Visualizas al líder enemigo. ¡Podrías acabar la guerra aquí y ahora!;;;;;;;;;x
EVTOPTA5550201;Charge!;Charger !;;;A la carga!;;;;;;;;;x
EVTOPTB5550201;I'm needed more elsewhere.;On a besoin de moi ailleurs.;;;Me necesitan más en otros lugares.;;;;;;;;;x
EVTTOOLTIP5550202;meets you in battle!;vous rencontre en pleine bataille !;;;se encuentra contigo en la batalla;;;;;;;;;x
EVTDESC5550202;As you fight your way across the field, [From.GetTitledName] breaks through the ranks and charges you!;Alors que vous vous frayez un chemin sur le champ de bataille, [From.GetTitledName] sort du rang et charge dans votre direction ! ;;;Mientras luchas en el campo de batalla junto a tus tropas, [From.GetTitledName] es capaz de romper algunas líneas y cargar contra ti.;;;;;;;;;x
EVTOPTA5550202;[From.GetSheHeCap] will learn to fear my blade.;[From.GetSheHeCap] va apprendre à craindre mon épée.;;;[From.GetSheHeCap] aprenderá a temer mi acero.;;;;;;;;;x
EVTDESC5550203;You stand victorious.;Vous en sortez victorieux.;;;Sales victorioso;;;;;;;;;x
EVTOPTA5550203;Plunder and glory!;Gloire et pillage !;;;¡Saqueo y gloria!;;;;;;;;;x
EVTDESC5550204;You lie defeated.;Vous avez été défait…;;;Has sido derrotado...;;;;;;;;;x
EVTOPTA5550204;Curse you, [From.GetFirstName]!;Maudit sois-tu, [From.GetFirstName] !;;;¡Maldito seas [From.GetFirstName]!;;;;;;;;;x
EVTDESC74060;The honey you put in your hair to catch a man is working, just like your mother said it would! A tall fellow with hair all black and brown and a deep rumbling voice approaches you. You can barely understand him, but perhaps he would make a good escort to the festivities!;Les artifices utilisés pour attirer un homme ont fonctionné, exactement comme votre mère avait dit ! Un grand gaillard aux cheveux bruns et noirs s'approche de vous et vous parle avec des roulements dans la voix. Vous arrivez à peine à comprendre ce qu'il dit mais peut-être qu'il sera un bon compagnon pour vous escorter à la fête.;;;La miel que pones en tu cabello para atraer a un hombre está funcionando, como tu madre dijo que lo haría! Un hombre alto con el pelo negro y marrón y una profunda voz retumbante se te acerca. Apenas lo conoces, pero tal vez sería un buen acompañante para la fiesta!;;;;;;;;;x
EVTOPTA74060;Oh, come to the fair!;Oh, venez à la fête !;;;Oh, vamos a la feria!;;;;;;;;;x
EVTOPTB74060;But you are a bear!;Mais vous êtes un ours !;;;Pero eres un oso!;;;;;;;;;x
EVTDESC74061;My son, it is time for you to learn the secret of our family...;Mon fils, il est temps pour toi d'apprendre le secret de notre famille…;;;Hijo mío, es el momento para que aprendas el secreto de nuestra familia...;;;;;;;;;x
EVTOPTA74061;No one must know you are a actually a bear;Personne ne doit savoir que tu es en fait un ours.;;;Nadie tiene que saber que eres realmente un oso;;;;;;;;;x
not_a_bear;Not a Bear;Pas un ours;;;No es un oso;;;;;;;;;x
not_a_bear_desc;Was that a--No. No. It couldn't have been. This is strong wine, my lord.;Qu'est ce que… Non, non. Ce n'est pas possible. Ce vin est fort, messire.;;;¿Fue una….No. No, esto no es posible. Este es un vino fuerte, mi señor.;;;;;;;;;x
EVTDESC74062;During your summer fair one of your courtiers abruptly asks you if they can sit on your dragon;Lors de votre foire d'été, l'un de vos courtisans vous abruptement demandé s'il pouvait s'asseoir sur votre dragon. ;;;Durante tu feria de verano uno de tus cortesanos pregunta abruptamente si puede sentarse en tu dragón;;;;;;;;;x
EVTOPTA74062;In the spirit of the fair I will allow it.;En accord avec l'esprit de la foire, je le permets.;;;Con el espíritu de la feria lo voy a permitir.;;;;;;;;;x
