#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
aegons_crown;Aegon's Crown;;;;Corona de Aegon;;;;;;;;;x
jaehaerys_crown_B_desc;A simple gold band, set with seven gemstones of different colors.;;;;Una banda de oro simple, con siete piedras preciosas de diferentes colores.;;;;;;;;;x
aegon_III_crown_B;Simple Circlet;;;;Diadema simple;;;;;;;;;x
aegon_III_crown_B_desc;A slender gold band, a simple circlet, unornamented.;;;;Una banda de oro esbelta, con una diadema simple, sin ornamentos.;;;;;;;;;x
baelors_crown_B;Crown of Flowers;;;;Corona de flores;;;;;;;;;x
baelors_crown_B_desc;A crown made of flowers and vines.;;;;Una corona hecha de flores y enredaderas.;;;;;;;;;x
aegon_IV_crown_B;Dragon Head Crown;;;;Corona de Cabeza de Dragón;;;;;;;;;x
aegon_IV_crown_B_desc;A crown made of red gold, huge and heavy, each of its points a dragon head with gemstone eyes.;;;;Una corona hecha de oro rojo, enorme y pesada, en cada uno de sus puntas una cabeza de dragón con piedras preciosas en los ojos.;;;;;;;;;x
maekars_crown_B;Warrior's Crown;;;;Corona del Guerrero;;;;;;;;;x
maekars_crown_B_desc;A warlike crown with sharp black iron points in a band of red gold.;;;;Una corona guerrera con puntas de hierro negro en una banda de oro rojo.;;;;;;;;;x
good_bow;Summer Islander Bow;;;;Arco de las Islas del Verano;;;;;;;;;x
good_bow_desc;A bow of common Summer Islander design.;;;;Un arco de diseño común de los isleños del verano.;;;;;;;;;x
golden_bow;Goldenheart Bow;;;;Arco de Aurocorazón;;;;;;;;;x
golden_bow_desc;A tall bow made of goldenheart from the Summer Islands, capable of firing yard-long shafts of hardwood so forcefully that they would penetrate even steel plate armor.;;;;Un arco alto hecho de Aurocorazón de las Islas de Verano, capaz de disparar flechas de madera dura de un metro de largo con tanta fuerza que podrían penetrar hasta una armadura de placas de acero.;;;;;;;;;x
roberts_hammer;Robert's Warhammer;;;;Martillo de guerra de Robert;;;;;;;;;x
roberts_hammer_desc;A spiked iron warhammer crafted for Robert Baratheon. Robert slayed Rhaegar Targaryen with a blow of this warhammer at the Battle of the Trident.;;;;Un martillo de guerra de hierro con púas elaborado para Robert Baratheon. Robert mató a Rhaegar Targaryen de un golpe de este martillo en la Batalla del Tridente.;;;;;;;;;x
joffreys_crown;Joffrey's Crown;;;;Corona de Joffrey;;;;;;;;;x
joffreys_crown_desc;A crown of gold crusted with rubies and black diamonds.;;;;Una corona de oro con incrustaciones de rubíes y diamantes negros.;;;;;;;;;x
daenerys_crown;Daenerys' Crown;;;;Corona de Daenerys;;;;;;;;;x
daenerys_crown_desc;A crown wrought in the shape of a three-headed dragon. The coils are yellow gold, the wings silver, the heads carved from jade, ivory, and onyx.;;;;Una corona forjada en forma de dragón de tres cabezas. Esta hecha de oro amarillo, las alas plateadas, y las cabezas talladas en jade, marfil y ónix.;;;;;;;;;x
crown_of_winter;Crown of Winter;;;;Corona de Rey del Norte;;;;;;;;;x
crown_of_winter_desc;An open circlet of hammered bronze incised with the runes of the First Men, surmounted by black iron spikes wrought in the shape of longswords.;;;;Una diadema abierta de bronce martillada grabada con las runas de los Primeros Hombres, coronada por puntas de hierro negro forjadas en forma de espadas largas.;;;;;;;;;x
crown_of_winter_mid;Crown of Winter;;;;Corona de Rey del Norte;;;;;;;;;x
crown_of_winter_mid_desc;An open circlet of hammered bronze incised with the runes of the First Men, surmounted by black iron spikes wrought in the shape of longswords.;;;;Una diadema abierta de bronce martillada grabada con las runas de los Primeros Hombres, coronada por puntas de hierro negro forjadas en forma de espadas largas.;;;;;;;;;x
fine_armour;Fine Set of Armour;;;;Set de Armadura de Calidad;;;;;;;;;x
fine_armour_desc;A high quality suit of armour commisioned and crafted overseas;;;;Una armadura de calidad alta encargada y fabricada en el exterior.;;;;;;;;;x
golden_armour;Golden Set of Armour;;;;Set de Armadura Dorada;;;;;;;;;x
golden_armour_desc;A very rich suit of gilded armour, showing wealth and status of the wearer;;;;Una ostentosa armadura bañada en oro, la cual muestra la riqueza y es estatus de su portador;;;;;;;;;x
forrester_sword;Forrester Greatsword;;;;Gran espadon de los Forrester;;;;;;;;;x
forrester_sword_desc;The greatsword passed down through the generations of House Forrester. It is a strong and fine blade which is valuable to the Forresters and coveted by their historical rivals, the Whitehills.;;;;Esta gran espada pasó durante generaciones en la Casa Forrester. Es una espada fuerte y fina que es valiosa para sus históricos rivales, los Whitehills.;;;;;;;;;x
river_kings_crown;Crown of the River Kings;;;;Corona del Rey de los Ríos;;;;;;;;;x
river_kings_crown_desc;The ancient crown of the Kings of the Rivers and the Hills. Recovered from the ruins of Oldstones.;;;;La antigua corona de los Reyes de los Ríos y las Colinas. Recuperada de las ruinas de Piedrasviejas.;;;;;;;;;x
book_blood_and_fire;Blood and Fire;;;;Sangre y Fuego;;;;;;;;;x
book_blood_and_fire_desc;Blood and Fire is a fragmentary, anonymous, blood-soaked tome containing information about dragons. It is sometimes called The Death of Dragons. The only surviving copy is supposedly hidden away in a locked vault beneath the Citadel.;;;;Sangre y Fuego es un tomo fragmentado, anónimo y empapado de sangre que contiene información sobre los dragones. A veces se le llama La Muerte de los Dragones. La única copia existente se dice que está oculta en una bóveda cerrada debajo de la Ciudadela.;;;;;;;;;x
book_account_of_ninepenny_kings;Account of the War of the Ninepenny Kings;;;;Reporte de la Guerra de los Reyes Nuevepeniques;;;;;;;;;x
book_account_of_ninepenny_kings_desc;Account of the War of the Ninepenny Kings is an account written about the War of the Ninepenny Kings. It is a splendid source for details on the fighting that occurred in the many battles on land and sea and the notable feats of arms.;;;;Reporte de La Guerra de los Reyes Nuevepeniques es un relato escrito sobre la Guerra de los Reyes Nuevepeniques. Es una fuente espléndida de detalles sobre los combates que tuvieron lugar en las numerosas batallas en tierra y mar y las notables hazañas de armas.;;;;;;;;;x
book_annals_of_the_black_centaur;Annals of the Black Centaur;;;;Anales del Centauro Negro;;;;;;;;;x
book_annals_of_the_black_centaur_desc;The Annals of the Black Centaur was a book written about the reign of Lord Commander Orbert Caswell in the Night's Watch. The book also speaks of a Stane, from Skagos, who rose to the position of First Ranger, but who died a short while later.;;;;Los Anales del Centauro Negro fue un libro escrito sobre el reinado del Lord Comandante Orbert Caswell en la Guardia Nocturna. El libro también habla de un tal Stane, de Skagos, que ascendió al puesto de Primer Explorador, pero que murió poco después.;;;;;;;;;x
book_annals_of_the_rivers;Annals of the Rivers;;;;Anales de los Ríos;;;;;;;;;x
book_annals_of_the_rivers_desc;Annals of the Rivers is a fragmentary text found in the ancient septry of Peasedale. It suggests that House Fisher was the third dynasty to rule the riverlands.;;;;Anales de los Ríos es un texto fragmentado encontrado en un antiguo septo de Peasedale. Sugiere que la Casa Fisher fue la tercera dinastía en gobernar las tierras de los ríos.;;;;;;;;;x
book_battle_and_sieges_of_cob;Battles and Sieges of the Century of Blood;;;;Batallas y Asedios del Siglo Sangriento;;;;;;;;;x
book_battle_and_sieges_of_cob_desc;Battles and Sieges of the Century of Blood is a book written by Maester Joseth, detailing the fall of the Kingdom of Sarnor in its eastern chapters and appendices.;;;;Batallas y Asedios del Siglo Sangriento es un libro escrito por el Maestrer Joseph que detalla la caída del Reino de Sarnor en sus capítulos.;;;;;;;;;x
book_of_lost_books;The Book of Lost Books;;;;Libro de los Libros Perdidos;;;;;;;;;x
book_of_lost_books_desc;The Book of Lost Books is a book written by Archmaester Marwyn. In it, Marwyn claims to have obtained three pages of the legendary, long-lost Signs and Portents.;;;;"El Libro de Libros Perdidos es un libro escrito por el Archimaester Marwyn. En él, Marwyn afirma haber obtenido tres páginas del legendario libro perdido hace mucho tiempo ""Señales y Presagios"".";;;;;;;;;x
book_seven_pointed_star;The Seven-Pointed Star;;;;La Estrella de Siete Puntas;;;;;;;;;x
book_seven_pointed_star_desc;The Seven-Pointed Star is the holy text of the Faith of the Seven. It is divided up into sections, based on the different aspects of the faith, such as the Maiden's Book.;;;;La Estrella de Siete Puntas es el texto sagrado de la Fe de los Siete. Se divide en secciones, basadas en los diferentes aspectos de la fe, como el Libro de la Doncella.;;;;;;;;;x
book_children_of_summer;Children of Summer;;;;Niños del Verano;;;;;;;;;x
book_children_of_summer_desc;Children of Summer is written by Maester Gallard. It is the chief source on the history of the Summer Isles.;;;;Niños del Verano está escrito por el Maester Gallard. Es la principal fuente en la historia de las Islas del Verano;;;;;;;;;x
book_chronicles_of_longsister;The Chronicles of Longsister;;;;Las crónicas de Hermana Larga;;;;;;;;;x
book_chronicles_of_longsister_desc;The Chronicles of Longsister discusses the history of Longsister. Its content includes the Rape of the Three Sisters, describing how northmen committed horrors upon Sistermen, leading to the War Across the Water.;;;;Las crónicas de Hermana Larga abarca la historia de la isla Hermana Larga. Su contenido incluye la Violación de las Tres Hermanas, que describe cómo los hombres del norte cometieron horrores sobre las tres islas, lo que llevó a la Guerra al otro lado del Agua.;;;;;;;;;x
book_conquest_of_dorne;The Conquest of Dorne;;;;La Conquista de Dorne;;;;;;;;;x
book_conquest_of_dorne_desc;The Conquest of Dorne is a book written by King Daeron I Targaryen in which he recorded his version of his invasion of Dorne. It is a slender book, written with an elegant simplicity, and it is rich with blood, battle and bravery.;;;;La Conquista de Dorne es un libro escrito por el Targaryen Rey Daeron I en el que registró su versión de su invasión a Dorne. Es un libro esbelto, escrito con una simplicidad elegante, y es rico en sangre, batallas y valentía.;;;;;;;;;x
book_consideration_of_history;A Consideration of History;;;;Una Consideración sobre la Historia;;;;;;;;;x
book_consideration_of_history_desc;A Consideration of History is a history written by Archmaester Perestan. It includes the War Across the Water, in which the Vale and the North fought over the Three Sisters. The text also suggests 'Erreg' was the corrupted title of an Andal chieftain.;;;;"Una Consideración sobre la Historia es una historia escrita por el Archimaestre Perestan. Incluye la Guerra al otro lado del agua, en la cual el Valle y el Norte peleaban por Tres Hermanas. El texto también sugiere que ""Erreg"" fue un título usado por un señor de la guerra ándalo que taló los Ancianos como favor a un rey ribereño rival.";;;;;;;;;x
book_dod_true_telling;The Dance of the Dragons, A True Telling;;;;La Danza de los Dragones, un Relato Verdadero;;;;;;;;;x
book_dod_true_telling_desc;The Dance of the Dragons, A True Telling is a book written by Grand Maester Munkun about the civil war known as the Dance of the Dragons.;;;;La Danza de los Dragones, un Relato Verdadero, es un libro escrito por el Gran Maestre Munkun. Trata sobre la guerra civil conocida como la Danza de los Dragones. Contiene algunas inexactitudes.;;;;;;;;;x
book_dragonkin;Dragonkin;;;;Sangre de Dragón;;;;;;;;;x
book_dragonkin_desc;Dragonkin, Being a History of House Targaryen from Exile to Apotheosis, with a Consideration of the Life and Death of Dragons. There is a picture of Balerion the Black Dread done in coloured inks in the book.;;;;Sangre de Dragón es una historia de la casa Targaryen del exilio a la apoteosis, con una consideración de la vida y la muerte de los dragones, escrito por el maestre Thomax. Se trata de un grueso tomo de historias y leyendas del Este. Contiene una imagen de Balerion el Terror Negro coloreada con tinta de color.;;;;;;;;;x
book_dragons_wyrms_and_wyverns;Dragons, Wyrms, and Wyverns;;;;Dragones, Anfípteros y Guivernos;;;;;;;;;x
book_dragons_wyrms_and_wyverns_desc;Dragons, Wyrms, and Wyverns: Their Unnatural History, is an important corpus by Septon Barth. It claims that dragons are neither female nor male. The book also dispels the myth that a dragon can be slain by attacking its gullet;;;;Dragones, Anfípteros y Guivernos es un importante tratado sobre dragones escrito por el septón Barth. En el libro se sostiene que los dragones no son ni hembras ni machos.También dilapida el mito de que un dragón puede ser asesinado atacándolo en la garganta.;;;;;;;;;x
book_the_edge_of_the_world;The Edge of the World;;;;El Final del Mundo;;;;;;;;;x
book_the_edge_of_the_world_desc;The Edge of the World is a collection of tales and legends collected by Maester Balder, who served at Eastwatch-by-the-Sea. The book is the chief source for information on Skagos.;;;;El Final del Mundo es una colección de cuentos y leyendas recopilados por el Maestre Balder, que sirvió en Guardiaoriente del Mar. El libro es la principal fuente de información sobre Skagos.;;;;;;;;;x
book_engines_of_war;Engines of War;;;;Máquinas de Guerra;;;;;;;;;x
book_engines_of_war_desc;Engines of War is a Valyrian scroll hard to find in its entirety. One can find a complete version in the library at Winterfell. It was written by Ayrmidon.;;;;Máquinas de Guerra es un raro pergamino valyrio escrito por Ayrmidon. Uno puede encontrar una versión completa en la biblioteca de Invernalia.;;;;;;;;;x
book_fire_upon_the_grass;Fire Upon the Grass;;;;Fuego Sobre la Hierba;;;;;;;;;x
book_fire_upon_the_grass_desc;Fire Upon the Grass is a chronicle of Terrio Erastes, the great Braavosi adventurer. He wrote his chronicle during his time amongst the Dothraki. Being a guest of Khal Dhako, Terrio witnessed the fall of Ib.;;;;"Fuego Sobre la Hierba es una crónica de Terrio Erastes, el gran aventurero de Braavos. Las crónicas narran el tiempo de Terrio Erastes como invitado de Dhako, un Khal de los Dothraki. Erastes fue testigo de la destrucción de Íbica que dio a Khal Dhako el apodo de ""el Dragón del Norte"". Erastes escribió que el Khal más joven Temmo se enfrentó a un envejecido Dhako y logró vencer a su khalasar; lo tomó prisionero junto a su familia, a quienes cortó las manos, los pies y los genitales para luego asarlos ante sus ojos. Luego, mutiló y quemó a Dhako de la misma manera.";;;;;;;;;x
book_fires_of_the_freehold;The Fires of the Freehold;;;;Los Fuegos del Feudo Franco;;;;;;;;;x
book_fires_of_the_freehold_desc;The Fires of the Freehold is written by Galendro and contains the history of the Valyrian Freehold. No complete copy is known to exist in Westeros. Galendro's work is widely considered to be the most definitive history on the Freehold.;;;;Los Fuegos del Feudo Franco es un libro escrito por Galendro que narra la historia del Feudo Franco de Valyria. Es la mayor obra sobre la historia de Valyria conocida.;;;;;;;;;x
book_the_glory_of_volantis;The Glory of Volantis;;;;La Gloria de Volantis;;;;;;;;;x
book_the_glory_of_volantis_desc;The Glory of Volantis is a chronicle of Volantis. It mentions that a 'golden fleet' bearing a 'Lion King'—Tommen II Lannister, King of the Rock—stayed at Volantis for supplies, and that triarchs showered him with gifts.;;;;En el libro se menciona que una flota de oro que llevaba al Rey León Tommen II llegó a Volantis para reponer suministros y que los triarcas le obsequiaron con regalos.;;;;;;;;;x
book_hardhome;Hardhome;;;;Casa Austera;;;;;;;;;x
book_hardhome_desc;Hardhome: An Account of Three Years Spent Beyond-the-Wall among Savages, Raiders, and Woods-witches is an account written by Maester Wyllis about his time at the free folk settlement of Hardhome.;;;;Una historia de tres años pasados más allá del Muro entre los Salvajes, clanes de roca y brujas del bosque es un relato escrito por el Maestre Wyllis sobre su tiempo en Casa Austera, el popular asentamiento del pueblo libre.;;;;;;;;;x
book_history_of_the_ironborn;History of the Ironborn;;;;Historia de los Hijos del Hierro;;;;;;;;;x
book_history_of_the_ironborn_desc;History of the Ironborn is a book written by Haereg about the history of the ironborn people. According to the book, there has not been a kingsmoot in four thousand years. Only once has a kingsmoot decision been overturned.;;;;Historia de los Hijos del Hierro es un libro escrito por Haereg sobre la historia del pueblo de las Islas del Hierro. Según el libro, no ha habido un Gran Rey de las Islas en cuatro mil años. Solo una vez se ha revocado la decisión de coronar un Gran Rey de las Islas.;;;;;;;;;x
book_history_of_kings_btw;History of the Kings-Beyond-the-Wall;;;;Historia de los Reyes-Más-Allá-del-Muro;;;;;;;;;x
book_history_of_kings_btw_desc;History of the Kings-Beyond-the-Wall is a book about the Kings-Beyond-the-Wall. It contains a song that recounts when Gendel and Gorne were called to mediate a dispute by a clan of children of the forest and a family of giants over possession of a cavern.;;;;Historia de los Reyes-Más-Allá-del-Muro es un libro escrito por el maestre Herryk. Contiene una canción que narra cuando Gendel y Gorne fueron llamados a mediar en una disputa por un clan de Hijos del Bosque y una familia de gigantes por la posesión de una caverna.;;;;;;;;;x
book_history_of_rhoynish_wars;History of the Rhoynish Wars;;;;La Historia de las Guerras Rhoynar;;;;;;;;;x
book_history_of_rhoynish_wars_desc;The History of the Rhoynish Wars is a book written by Beldecar. The books is considered to be without equal when it comes to describing the conflicts of the Rhoynar.;;;;La Historia de las Guerras Rhoynar es un libro escrito por Beldecar. En él se relatan las Guerras Rhoynar. Algunos datos del libro contienen que las guerras duraron dos siglos y medio, o que el príncipe Garin consiguió reunir medio millón de guerreros.;;;;;;;;;x
book_jade_compendium;Jade Compendium;;;;Compendio del Jade;;;;;;;;;x
book_jade_compendium_desc;The Jade Compendium is a collection of legends and stories from Essos written by Colloquo Votar. It is considered the best source for information on Qarth and the foremost work on the lands around the Jade Sea.;;;;Compendio del Jade es una colección de leyendas e historias de Essos escritas por Colloquo Votar. Se considera la mejor fuente de información sobre Qarth y el trabajo más importante en las tierras alrededor del Mar de Jade.;;;;;;;;;x
book_justice_and_injustice;Justice and Injustice in the North;;;;Justicia e Injusticia en el Norte;;;;;;;;;x
book_justice_and_injustice_desc;Justice and Injustice in the North: Judgments of Three Stark Lords. It notes that crimes where guest right was violated were rare but were treated as harshly by House Stark as treason. Only kinslaying is deemed as sinful.;;;;Justicia e Injusticia en el Norte, o  Sentencias de los Tres Señores Stark, es un libro escrito por el Maestre Egbert. Señala que los crímenes donde se violaron las Leyes de Hospitalidad fueron raros, pero la Casa Stark los trató duramente como una traición. Sólo los Matasangre son considerados de mayor gravedad que la violación de las leyes de la hospitalidad.;;;;;;;;;x
book_kin_of_the_stag;Kin of the Stag;;;;Vínculos del Venado;;;;;;;;;x
book_kin_of_the_stag_desc;Kin of the Stag is a work by Maester Hubert, who suggests that Galladon of Morne was a historic figure of more recent times, and not some rude warrior from the Age of Heroes.;;;;Vínculos del Venado es un libro escrito por el maestre Hubert. Se describe a Ser Galladon de Morne como un héroe de tiempos más recientes, ubicándolo durante el tiempo de la Invasión Ándala y no en la Edad de los Héroes como se suele afirmar. En el libro también se trata sobre las Tierras de la Tormenta, sobre Tarth y las conjeturas que tenía el maestre a los orígenes de las ruinas de Morne.;;;;;;;;;x
book_the_life_of_triarch_belicho;The Life of the Triarch Belicho;;;;Vida del Triarca Belicho;;;;;;;;;x
book_the_life_of_triarch_belicho_desc;The Life of the Triarch Belicho is a series of books about the exploits the famous Triarch of Volantis. There are four volumes telling of Belicho's many triumphs and conquests till his abrupt death by giants at the end of the fourth tome.;;;;Vida del triarca Belicho es una serie de libros sobre las hazañas del famoso Triarca de Volantis. Hay cuatro volúmenes que cuentan los muchos triunfos y conquistas de Belicho hasta su abrupta muerte por gigantes al final del cuarto tomo.;;;;;;;;;x
book_lineages_of_westeros;The Lineages and Histories;;;;Linajes e Historias;;;;;;;;;x
book_lineages_of_westeros_desc;The Lineages and Histories of the Great Houses of the Seven Kingdoms, With Descriptions of Many High Lords and Noble Ladies and Their Children. It describes the lineages of the major houses in the Seven Kingdoms.;;;;Linajes e Historias de las Grandes Casas de los Siete Reinos, , con muchas descripciones de nobles caballeros, damas y sus descendientes, es un libro escrito por el Gran Maestre Malleon. Describe los linajes de las principales Casas en los Siete Reinos.;;;;;;;;;x
book_lives_of_four_kings;Lives of Four Kings;;;;Vidas de Cuatro Reyes;;;;;;;;;x
book_lives_of_four_kings_desc;The Lives of Four Kings is a book written about the lives of four Targaryen kings: Daeron I, Baelor I, Aegon IV and Daeron II. There were only four copies remaining written in Kaeth's hand.;;;;Vidas de Cuatro Reyes es un libro escrito por el Gran Maestre Kaeth. Trata sobre las vidas de cuatro reyes Targaryen: Daeron I, Baelor I, Aegon IV y Daeron II.;;;;;;;;;x
book_lives_of_the_high_septons;Lives of the High Septons;;;;Vida de los Septones Supremos;;;;;;;;;x
book_lives_of_the_high_septons_desc;Lives of the High Septons is a book that explores the lives of former High Septons.;;;;Vida de los Septones Supremos es un libro que explora las vidas de los antiguos Septones Supremos.;;;;;;;;;x
book_ten_thousand_ships;Ten Thousand Ships;;;;Diez mil Barcos;;;;;;;;;x
book_ten_thousand_ships_desc;Ten Thousand Ships is a book about Nymeria, the warrior queen, who is said to have led the Rhoynar on ten thousand ships.;;;;Diez mil Barcos es un libro sobre Nymeria, la reina guerrera, y los barcos con los que llevó a su pueblo a las costas de Dorne.;;;;;;;;;x
book_mountain_and_vale;Mountain and Vale;;;;La Montaña y el Valle;;;;;;;;;x
book_mountain_and_vale_desc;Mountain and Vale is an account by Archmaester Arnel. It mentions the names of the most notable Vale mountain clans.;;;;La Montaña y el Valle es una obra del Archimaestre Arnel. En ella se enumeran los Clanes de las Montañas de la Luna más notables.;;;;;;;;;x
book_the_nine_voyages;The Nine Voyages;;;;Los Nueve Viajes;;;;;;;;;x
book_the_nine_voyages_desc;The Nine Voyages is a text by Maester Mathis which describes the nine expeditions Corlys Velaryon made on the Sea Snake to Essos.;;;;Los Nueve Viajes es un libro escrito por el maestre Mathis. En este se relatan los nueve viajes que llevó a cabo Lord Corlys Velaryon en su barco, la Serpiente Marina, a lo largo del Mar de los Escalofríos y el Mar del Verano.;;;;;;;;;x
book_old_places_of_the_trident;Old Places of the Trident;;;;Lugares Antiguos del Tridente;;;;;;;;;x
book_old_places_of_the_trident_desc;Old Places of the Trident is a manuscript by Archmaester Laurent in which he claims the children of the forest tended to thirty-one weirwoods on High Heart.;;;;Lugares Antiguos del Tridente es un manuscrito del Archimaestre Laurent en el que afirma que Alto Corazón se trataba de un lugar sagrado para los Hijos del Bosque, donde estos cuidaban treinta tocones y un arciano.;;;;;;;;;x
book_on_miasmas;On Miasmas;;;;De los Miasmas;;;;;;;;;x
book_on_miasmas_desc;On Miasmas is an account written by Harmon. It described that animals are more sensitive to poluted waters in Asshai, even without drinking it, causing Asshai to be without horses, elephants, mules, donkeys, zorses, camels and dogs.;;;;De los Miasmas es un libro escrito por Harmon. El libro afirma que los animales son más sensibles que los hombres a las inmundicias del agua, aunque no beban de ella. Sus afirmaciones explican por qué en Asshai no existen caballos, elefantes, mulas, cebrallos, camellos ni perros.;;;;;;;;;x
book_origins_of_the_iron_bank;The Origins of the Iron Bank and Braavos;;;;Los Orígenes de Braavos y el Banco de Hierro;;;;;;;;;x
book_origins_of_the_iron_bank_desc;The Origins of the Iron Bank and Braavos was written by Archmaester Matthar. It provides one of the more detailed accounts of the history of the Iron Bank of Braavos, and its dealings.;;;;Los Orígenes de Braavos y el Banco de Hierro es un libro escrito por el archimaestre Matthar, El libro ofrece uno de los registros más completos de la historia del banco y de las transacciones que han podido ser descubiertas.;;;;;;;;;x
book_passages_of_the_dead;Passages of the Dead;;;;Pasajes de los Muertos;;;;;;;;;x
book_passages_of_the_dead_desc;Passages of the Dead is a work by Maester Kennet about the barrow fields, graves, and tombs of the north. It has information about the burials of giants and mentions a legendary curse on the Great Barrow.;;;;Pasajes de los Muertos es un libro escrito por el maestre Kennet en el que se reúne los estudios realizados de las tumbas y túmulos del Norte.;;;;;;;;;x
book_the_princess_and_the_queen;The Princess and The Queen;;;;La Princesa y la Reina;;;;;;;;;x
book_the_princess_and_the_queen_desc;The Princess and The Queen, or, The Blacks and The Greens - Being A History of the Causes, Origins, Battles, and Betrayals of that Most Tragic Bloodletting Known as the Dance of the Dragons is a history of the Dance of the Dragons.;;;;La Princesa y la Reina, o, los Negros y los Verdes, Una Historia de las Causas, Origenes, Batallas, y Traiciones de la Más Trágica Carnicería Conocida como la Danza de los Dragones, es un libro escrito por el Archimaestre Gyldayn de la Ciudadela de Antigua. Se trata de una crónica de la Danza de los Dragones, la guerra que tuvo lugar entre Los Negros y Los Verdes en Poniente tras la muerte del rey Viserys I Targaryen.;;;;;;;;;x
book_the_reckoning_of_time;The Reckoning of Time;;;;El Cómputo del Tiempo;;;;;;;;;x
book_the_reckoning_of_time_desc;The Reckoning of Time was written by Archmaester Walgram. It is considered to be a great work, which delves deeply into the problem of different cultures reckoning days, seasons and years differently.;;;;El Cómputo del Tiempo fue escrito por el Archimaestre Walgram. Se considera que es una gran obra, que profundiza en el problema de las diferentes culturas contando los días, las estaciones y los años de manera diferente.;;;;;;;;;x
book_the_red_book;The Red Book;;;;El Libro Rojo;;;;;;;;;x
book_the_red_book_desc;The Red Book was written by an unknown Yunkish man, and translated centuries later by Maester Elkin. The book details the history of the fighting pits of Meereen.;;;;El Libro Rojo fue escrito por un autor desconocido de Yunkai, y traducido siglos más tarde por el Maestre Elkin. El libro detalla la historia de la Arena de combate de Meereen.;;;;;;;;;x
book_the_red_dragon_and_the_black;The Red Dragon and the Black;;;;El Dragón Rojo y el Negro;;;;;;;;;x
book_the_red_dragon_and_the_black_desc;The Red Dragon and the Black is a book written by Grand Maester Merion. The book describes, possibly amongst other things, the events leading up to the First Blackfyre Rebellion.;;;;El Dragón Rojo y el Negro es un libro escrito por el Gran Maestre Merion. La obra se encuentra inacabada, posiblemente debido a la muerte de Merion en 259 d.C. El libro describe, posiblemente entre otras cosas, los eventos que condujeron a la Primera Rebelión Fuegoscuro.;;;;;;;;;x
book_the_rogue_prince;The Rogue Prince;;;;El Príncipe Canalla;;;;;;;;;x
book_the_rogue_prince_desc;The Rogue Prince, or, A King's Brother: A Consideration of the Early Life, Adventures, Misdeeds, and Marriages of Prince Daemon Targaryen is a history of the life of Prince Daemon Targaryen. It was written by Archmaester Gyldayn.;;;;El Príncipe Canalla, o, el Hermano del Rey, Una Consideración de la Vida Temprana, Aventuras, Fechorías y Matrimonios del Príncipe Daemon Targaryen, es un libro escrito por el Archimaestre Gyldayn de la Ciudadela de Antigua. Se trata de un relato de la vida del príncipe Daemon Targaryen, abarcando desde la muerte del rey Jaehaerys I Targaryen y todo el reinado de Viserys I Targaryen.;;;;;;;;;x
book_rubies_and_iron;Rubies and Iron;;;;Hierro y Rubíes;;;;;;;;;x
