#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_snow;Snow;Snow;Snow;;Nieve;;;;;;;;;x
ask_legitimize_bastard_desc;Ask the King to declare that §Y[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal]§! is a legitimate child and not a bastard after all...;Demander au Roi de déclarer que §Y[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal]§! est un enfant légitime et non un bâtard… ;;;Pedir al Rey que declare que §Y[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal]§! es un hijo legítimo y no un bastardo...;;;;;;;;;x
EVTTOOLTIP76107;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] will consider your petition;va prendre en compte votre demande;;;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] considerará vuestra petición;;;;;;;;;x
EVTDESC76107;[Root.PrimaryTitle.GetFOA], I humbly request that I be legitimised as the [FromFromFrom.GetSonDaughter] of [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], and be made a fully recognized member of House [bastard_father.GetOnlyDynastyName]. I wish this to affirm my rightful rule over [FromFromFrom.PrimaryTitle.GetName].\n\n Regards,\n[FromFromFrom.GetTitledFirstNameWithNick];[Root.PrimaryTitle.GetFOA], je demande humblement à être légitimé comme [From.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], et à être pleinement reconnu(e) comme un membre de la maison [bastard_father.GetOnlyDynastyName]. J’affirme mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], os pido humildemente ser legitimado como [FromFrom.GetElLa] [FromFromFrom.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName]. Desearía ser reconocid[FromFrom.GetOA] como un miembro de pleno derecho de la Casa [bastard_father.GetOnlyDynastyName], y así confirmar mi legítimo derecho para gobernar sobre [FromFromFrom.PrimaryTitle.GetName].\n\n Cordialmente,\n[FromFromFrom.GetTitledFirstNameWithNick];;;;;;;;;x
EVTDESC76107B;[Root.PrimaryTitle.GetFOA], I humbly request that you use your powers of regency over [Root.Liege.GetTitledFirstName] to legitimise me as the [FromFromFrom.GetSonDaughter] of [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName]. I wish to be made a fully recognized member of House [bastard_father.GetOnlyDynastyName], so as to affirm my rightful rule over [FromFromFrom.PrimaryTitle.GetName].\n\n Regards,\n[FromFromFrom.GetTitledFirstNameWithNick];[Root.PrimaryTitle.GetFOA], je demande humblement à ce que vous usiez de vos pouvoirs en tant que régent(e) de [Root.Liege.GetTitledFirstName] pour me légitimer et me reconnaître comme un membre de la maison [From.GetOnlyDynastyName], pour pouvoir affirmer mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], os pido humildemente que uséis vuestros poderes de regente de [Root.Liege.GetTitledFirstName] para declararme legítim[FromFromFrom.GetOA] [FromFromFrom.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName]. Desearía ser reconocid[FromFrom.GetOA] como un miembro de pleno derecho de la Casa [bastard_father.GetOnlyDynastyName], y así confirmar mi legítimo derecho para gobernar sobre [FromFromFrom.PrimaryTitle.GetName].\n\n Cordialmente,\n[FromFromFrom.GetTitledFirstNameWithNick];;;;;;;;;x
EVTDESC76107C;[Root.PrimaryTitle.GetFOA], I humbly request that my bastard [FromFrom.GetSonDaughter] [FromFrom.GetTitledFirstNameWithNick] be legitimised, and be made a fully recognized member of House [FromFromFrom.GetOnlyDynastyName]. I would be most grateful for your acceptance.\n\n Yours,\n[FromFromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.PrimaryTitle.GetFOA], je demande humblement à être légitimé comme [From.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], et à être pleinement reconnu(e) comme un membre de la maison [bastard_father.GetOnlyDynastyName]. J’affirme mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], os pido humildemente que mi [FromFrom.GetSonDaughter] bastard[FromFrom.GetOA] [FromFrom.GetTitledFirstNameWithNick] sea legitimad[FromFrom.GetOA], y sea reconocido como un miembro de pleno derecho de la Casa [FromFromFrom.GetOnlyDynastyName]. Estaría muy agradecido si se me concediera este favor.\n\n Vuestro,\n[FromFromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;x
EVTDESC76107D;[Root.PrimaryTitle.GetFOA], I humbly request that you use your powers of regency over [Root.Liege.GetTitledFirstName] so that my bastard [FromFrom.GetSonDaughter] [FromFrom.GetTitledFirstNameWithNick] can be legitimised, and be made a fully recognized member of House [FromFromFrom.GetOnlyDynastyName]. I would be most grateful for your acceptance.\n\n Yours,\n[FromFromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.PrimaryTitle.GetFOA], je demande humblement à être légitimé comme [From.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], et à être pleinement reconnu(e) comme un membre de la maison [bastard_father.GetOnlyDynastyName]. J’affirme mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], humildemente pido ser legitimado y poder ser un miembro de mi casa plenamente reconocido, para hacer legítimo mi derecho a reinar sobre [From.PrimaryTitle.GetName].\n\n Saludos,\n[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;x
EVTOPTA76107;Your request is granted;Votre requête est acceptée;;;Vuestra petición ha sido aceptada;;;;;;;;;x
EVTOPTB76107;I don't think so;Je refuse;;;No lo creo;;;;;;;;;x
TOOLTIP76108;[This.GetTitledFirstNameWithNick] shall be legitimised;sera légitimé;;;[This.GetTitledFirstNameWithNick] será legitimad[This.GetOA];;;;;;;;;x
EVTDESC76108;[Root.GetTitledFirstNameNoRegnal], I have decided to accept your request. I hereby decree that you shall henceforth be known as a legitimate member of House [Root.GetOnlyDynastyName].\n\nSigned,\n[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], j'ai décidé d'agréer à votre requête. Par la présente, je décrète que vous serez dorénavant reconnu(e) comme membre légitime de la maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstNameWithDynasty], he decidido aceptar vuestra petición. Por la presente declaro que de aquí en adelante seréis reconocido como legítimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTA76108;Many thanks;Merci beaucoup;;;Muchísimas gracias;;;;;;;;;x
EVTDESCbastard.602;[Root.GetTitledFirstNameNoRegnal], I have decided to accept your request. I hereby decree that [FromFromFrom.GetTitledFirstNameWithNick] shall henceforth be known as your legitimate [FromFromFrom.GetSonDaughter], and a full member of House [Root.GetOnlyDynastyName].\n\n Signed,\n[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], j'ai décidé d'agréer à votre requête. Par la présente, je décrète que vous serez dorénavant reconnu(e) comme membre légitime de la maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstNameWithDynasty], he decidido aceptar vuestra petición. Por la presente declaro que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] de aquí en adelante será reconocido como legítimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa  [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbastard.602;Thank you, [From.PrimaryTitle.GetFOA];Merci beaucoup;;;Muchísimas gracias, [From.PrimaryTitle.GetFOA];;;;;;;;;x
EVTDESC76109;[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], After considering your request I have decided I shall not grant legitimisation. It is not the just thing to do.\n\nSigned,\n[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], après avoir examiné votre requête, j'ai décidé que vous ne serez pas légitimé(e). Ce n'est pas la bonne chose à faire.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstNameWithDynasty], después de considerar vuestra petición, he decidido que no seréis legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTA76109;But it is my right!;Mais c'est mon droit !;;;¡Pero es mi derecho!;;;;;;;;;x
EVTDESCbastard.499;Your [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetTitledFirstNameWithNick] has made a request for legitimisation, and as regent [From.GetTitledFirstName] has the right to make the decision. [From.GetSheHeCap] chose to not legitimise [FromFromFrom.GetTitledFirstNameWithNick].;Votre [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameWithNick] a fait une demande de légitimation, et en tant que régent(e) [From.GetTitledFirstName] a le droit de prendre une telle décision. [From.GetSheHeCap] a choisi de rejeter la demande de [FromFrom.GetTitledFirstName].;;;Vuestr[FromFrom.GetOA] [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameWithNick] ha hecho una solicitud de legitimación, y como regente, [From.GetElLa] [From.GetTitledFirstName] tiene el derecho de tomar la decisión. Ha optado por rechazar su petición.;;;;;;;;;x
EVTOPTAbastard.499;I'm sure [From.GetTitledFirstName] knows what [From.GetSheHe] is doing;Je suis sûr que [From.GetTitledFirstName] sait ce qu'[From.GetSheHe] fait;;;Estoy seguro de que [From.GetTitledFirstName] sabe lo que está haciendo;;;;;;;;;x
EVTDESCbastard.500;Your [FromFromFromFrom.GetRootRelation] [FromFromFromFrom.GetTitledFirstNameWithNick] has made a request for legitimisation, and as regent [From.GetTitledFirstName] has the right to make the decision. [From.GetSheHeCap] chose to accept the request, making [FromFromFrom.GetTitledFirstName] a fully recognized member of House [FromFromFromFrom.GetOnlyDynastyName].;Votre [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameWithNick] a fait une demande de légitimation, et en tant que régent(e) [From.GetTitledFirstName] a le droit de prendre une telle décision. [From.GetSheHeCap] a choisi d'accepter la demande, faisant de [FromFrom.GetTitledFirstName] un membre reconnu de la maison [FromFrom.GetOnlyDynastyName].;;;Vuestr[FromFrom.GetOA] [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameWithNick] ha hecho una solicitud de legitimación, y como regente, [From.GetElLa] [From.GetTitledFirstName] tiene el derecho de tomar la decisión. Ha optado por aceptar su solicitud, haciendo de [FromFrom.GetTitledFirstName] un miembro de pleno derecho de la Casa [FromFrom.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTAbastard.500;[FromFrom.GetTitledFirstName] will be pleased;[FromFrom.GetTitledFirstName] sera content.;;;[FromFrom.GetTitledFirstName] estará encantado;;;;;;;;;x
EVTDESCbastard.501;[Root.GetTitledFirstName], I have decided to accept a request from your [From.GetRootRelation] [From.GetTitledFirstName] asking for legitimisation. I hereby decree that [FromFromFromFrom.GetTitledFirstName] shall henceforth be known as a legitimate member of House [From.GetOnlyDynastyName].\n\n Signed,\n[FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal];[Root.GetTitledFirstName], j'ai décidé d'accepter la requête en légitimation de votre [From.GetRootRelation] [From.GetTitledFirstName]. Par la présente je décrète qu'[From.GetSheHe] sera désormais connu(e) comme membre légitime de la maison [From.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetTitledFirstName], he decidido aceptar la petición de vuestr[From.GetOA] [From.GetRootRelation] [From.GetTitledFirstName] pidiendo legitimación. Por el presente decreto que [From.GetSheHe] a partir de ahora será reconocido como un miembro de pleno derecho de la Casa [From.GetOnlyDynastyName].\n\nAtentamente,\n [FromFrom.GetTitle] [FromFrom.GetFirstName] de la Casa [FromFrom.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbastard.501;A fine addition to House [From.GetOnlyDynastyName];Un bon ajout à la maison [From.GetOnlyDynastyName];;;Una buena incorporación a la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTBbastard.501;Why was I not consulted?!;Pourquoi ne suis-je pas consulté ?!;;;¡¿Porqué no se me consultó?!;;;;;;;;;x
opinion_legitimised_kin_angry;Angry at Legitimisation of Kin;En colère de la légitimation d'un parent;;;Enfadado por la legitimación de un pariente;;;;;;;;;x
#EVTDESC76110;[Root.PrimaryTitle.GetFOA], I humbly request that my bastard child is legitimised and be made a fully recognized member of House [From.GetOnlyDynastyName].\n\n Regards,\n[From.GetFirstNameWithDynasty];[Root.PrimaryTitle.GetFOA], je vous demande humblement à ce que mon bâtard, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], soit légitimé et pleinement reconnu comme membre de la Maison [From.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], humildemente pido que mi hijo bastardo sea legitimado y reconocido como miembro de la Casa [From.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetFirstNameWithDynasty];;;;;;;;;x
#EVTDESC76111;[Root.GetFirstNameWithDynasty], I have decided to accept your request. I hereby decree that your bastard child shall henceforth be known as a legitimate member of House [Root.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitledFirstNameoftheHouseNoRegnal], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetFirstNameWithDynasty], j'ai décidé d'accéder à votre requête. Par la présente, je décrète que votre enfant bâtard(e) sera dorénavant connu(e) comme un membre légitime de la Maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstNameWithDynasty], he decidido aceptar vuestra petición. Por la presente declaro que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] de aquí en adelante será reconocido como legitimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
EVTDESC76112;[Root.GetFirstNameWithDynasty], After considering your request, I have decided that your bastard child shall not be legitimised.\n\n Regards,\n[From.GetTitle] [From.GetFirstNameWithDynasty];[Root.GetFirstNameWithDynasty], après avoir considéré votre requête, j'ai décidé que votre bâtard ne sera pas légitimé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;[Root.GetFirstNameWithDynasty], después de considerar vuestra petición, he decidido que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] no será legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
EVTOPTD76015;I will ask the King;Je vais demander au Roi;;;Preguntaré al Rey;;;;;;;;;x
EVTOPTC76021;Possibly, I will ask the King;Je vais peut-être demander au Roi;;;Posiblemente, preguntaré al Rey;;;;;;;;;x
EVTOPTC76022;I tried, but the King refused;J'ai essayé, mais le Roi a refusé;;;Lo intenté, pero el Rey se negó;;;;;;;;;x
EVTTOOLTIP76022C;will be notified of the King's refusal;va être informé du refus du Roi;;;será informado de la disconformidad del Rey;;;;;;;;;x
EVTTOOLTIP76022B;will be notified of the King's acceptance;va être informé de l'accord du Roi;;;será informado de la conformidad del Rey;;;;;;;;;x
opinion_accepted_legit;Accepted Legitimisation;A accepté la légitimation;;;Acepta la Legitimización;;;;;;;;;x
opinion_refused_legit;Refused Legitimisation;A refusé la légitimation;;;Rechaza la Legitimización;;;;;;;;;x
EVTOPTA76109;Why would [From.GetSheHe] refuse?;Pourquoi refuserait-[From.GetSheHe] ?;;;¿Por qué la rechazaría?;;;;;;;;;x
legitimize_self;Legitimise Yourself;Vous légitimer vous-même;;;Legitimaros a vos mismo;;;;;;;;;x
legitimize_self_desc;As [Root.GetTitle] you have the authority to declare yourself a trueborn member of your House and legitimate heir to [Root.PrimaryTitle.GetName];En tant que [Root.GetTitle] vous avez l'autorité nécessaire pour vous déclarer membre légitime de votre maison et héritier légitime de [Root.PrimaryTitle.GetName];;;Como [Root.GetTitle] tenéis autoridad para declararos un verdadero miembro nacido de vuestra Casa y heredero legítimo de [Root.PrimaryTitle.GetName].;;;;;;;;;x
ask_liege_for_legitimisation;Request Legitimisation;Demander la légitimation;;;Solicitar Legitimación.;;;;;;;;;x
ask_liege_for_legitimisation_desc;Ask your Liege to declare that you are a trueborn member of your House and legitimate heir to [Root.PrimaryTitle.GetName];Demander à votre suzerain de vous reconnaitre comme membre légitime de votre maison et héritier légitime de [Root.PrimaryTitle.GetName];;;Pedirle a vuestro Señor que os declare como un verdadero miembro nacido de tu Casa y heredero legítimode [Root.PrimaryTitle.GetName];;;;;;;;;x
#EVTDESC76107;[Root.PrimaryTitle.GetFOA], I humbly request that my bastard child, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], is legitimised and be made a fully recognized member of House [From.GetOnlyDynastyName].\n\n Regards,\n[FromFrom.GetFirstNameWithDynasty];[Root.PrimaryTitle.GetFOA], je vous demande humblement à ce que mon bâtard, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], soit légitimé et pleinement reconnu comme membre de la Maison [From.GetOnlyDynastyName].\n\n Cordialement,\n[FromFrom.GetFirstNameWithDynasty];;;[Root.PrimaryTitle.GetFOA], humildemente pido que mi bastardo, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], sea legitimado y se le reconozca como miembro de pleno derecho de la Casa [From.GetOnlyDynastyName].\n\n Cordialmente,\n[FromFrom.GetFirstNameWithDynasty];;;;;;;;;x
#EVTDESC76108;[Root.GetFirstNameWithDynasty], I have decided to accept your request. I hereby decree that [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] henceforth be known as legitimate member of House [Root.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitledFirstNameoftheHouseNoRegnal], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetFirstNameWithDynasty], j'ai décidé d'accéder à votre requête. Par la présente, je décrète que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] sera dorénavant connu(e) comme un membre légitime de la Maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstNameWithDynasty], he decidido aceptar vuestra reclamación. Por la presente declaro que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] de aquí en adelante será reconocido como legitimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
#EVTDESC76109;[Root.GetFirstNameWithDynasty], After considering your request, I have decided that [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] shall not be legitimised.\n\n Regards,\n[From.GetTitle] [From.GetFirstNameWithDynasty];[Root.GetFirstNameWithDynasty], après avoir considéré votre requête, j'ai décidé que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ne sera pas légitimé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;[Root.GetFirstNameWithDynasty], después de considerar vuestra reclamación, he decidido que [FromFrom.GetTitledFirstNameWithDynastyAndTitleNoRegnal] no será legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;x
first_night;First Night;Première nuit;;;Derecho de Pernada;;;;;;;;;x
