#CODE;ENGLISH;FRENCH;;;SPANISH;;;;;;;;;x
WIDOWTOOLTIPY;[Root.GetTitledFirstName] becomes a scholar, mystic, or poet;[Root.GetTitledFirstName] devient un érudit, un mystique ou un poète ;;;[Root.GetTitledFirstName] se vuelve un erudito, místico o poeta;;;;;;;;;x
WIDOWTOOLTIPC;[Root.GetTitledFirstName] becomes a man of great intelligence;[Root.GetTitledFirstName] devient un homme de grande intelligence;;;[Root.GetTitledFirstName] se convierte en un hombre de gran inteligencia;;;;;;;;;x
WIDOWTOOLTIPZ;[Root.GetTitledFirstName] decreases in combat skill;[Root.GetTitledFirstName] voit décliner ses aptitudes au combat ;;;[Root.GetTitledFirstName] reduce su habilidad marcial;;;;;;;;;x
WIDOWOPTC;Seek solace in the arms of another;Chercher la consolation dans les bras d'un(e) autre;;;Buscaré consuelo en los brazos de otra persona;;;;;;;;;x
WIDOWOPTD;This is nonsense. I will move on with my life;C'est absurde. Je dois continuer de l'avant;;;Esto no tiene sentido. Voy a seguir con mi vida;;;;;;;;;x
WIDOWTOOLTIPD;[Root.GetTitledFirstName] becomes wroth, proud, cynical, or cruel;[Root.GetTitledFirstName] devient colérique, fier, cynique ou cruel ;;;[Root.GetTitledFirstName] se vuelve iracundo, orgulloso, cínico, o cruel;;;;;;;;;x
WIDOWTOOLTIPE;[Root.GetTitledFirstName] becomes authoritative or rude;[Root.GetTitledFirstName] devient autoritaire ou grossier;;;[Root.GetTitledFirstName] se vuelve autoritativo o rudo;;;;;;;;;x
WIDOWTOOLTIPF;[Root.GetTitledFirstName] becomes selfish or stubborn;[Root.GetTitledFirstName] devient égoïste ou têtu;;;[Root.GetTitledFirstName] se vuelve egoísta o terco;;;;;;;;;x
EVTDESCwidowed.5;As time slips by, I feel old wounds healing. I can look back now on the cherished memories, and not be absorbed in the painful ones.;Avec le temps, je sens que les vieilles cicatrices se sont refermées. Je peux désormais regarder en arrière et me souvenir des moments heureux. Je ne suis plus obnubilé par les évènements sombres et douloureux. ;;;Conforme el tiempo pasa, siento como las viejas heridas sanan. Puedo mirar hacia atrás a las alegres memorias y no ser absorbido por las dolorosas;;;;;;;;;x
EVTOPTAwidowed.5;I am ready to move on with my life;Je suis prêt à aller de l'avant. ;;;Estoy listo para seguir con mi vida;;;;;;;;;x
WIDOWOPTE;[From.GetSheHeCap] was a fraud anyway;[From.GetSheHeCap] était un(e) imposteur(e) de toute façon;;;De cualquier manera, [From.GetSheHeCap] era un fraude;;;;;;;;;x
killed_spouse;Spouse is dead;L'époux(se) est mort(e);;;Cónyuge muerto;;;;;;;;;x
EVTDESCwidowed.7;My [From.GetRootRelation] [From.GetTitledFirstName] has been mourning the loss of [From.GetHerHis] late [From.GetHusbandWifeOpp] for over a year now, and is still reluctant to get remarried. Perhaps I should command [From.GetHerHim] to stop this and marry a match of my choosing?;;;;Mi [From.GetRootRelation] [From.GetTitledFirstName] ha estado de luto por la pérdida de su [From.GetHusbandWifeOpp] durante más de un año y todavía es reaci[From.GetOA] a volver a casarse. ¿Debería tal vez ordenarle que pare esto y que se case con quien yo elija?;;;;;;;;;x
EVTOPTAwidowed.7;Stop this nonsense [From.GetBoyGirl]!;;;;¡Detened esta tontería [From.GetBoyGirl]!;;;;;;;;;x
TOOLTIPwidowed.8;You command [From.GetTitledFirstName] to stop mourning and remarry;;;;Ordenáis a [From.GetTitledFirstName] que detenga el luto y vuelva a casarse;;;;;;;;;x
EVTOPTBwidowed.7;Let [From.GetHerHim] grieve in peace;;;;Dejar que [From.GetElEllaCap] llore en paz;;;;;;;;;x
EVTDESCwidowed.9;Though [From.GetSheHe] seemed pained and resentful at your command, your [From.GetRootRelation] agreed to stop mourning and remarry.;;;;Aunque parecía dolid[From.GetOA] y resentid[From.GetOA] por su orden, vuestr[From.GetOA] [From.GetRootRelation] acordó dejar el luto y volver a casarse.;;;;;;;;;x
EVTOPTAwidowed.9;Good;;;;Bueno;;;;;;;;;x
opinion_coerced_into_marriage;Coerced Into Remarrying;;;;Forzado para volver a casarse;;;;;;;;;x
EVTDESCwidowed.10;After a bitter and heated argument where you formally commanded [From.GetHerHim] to cease [From.GetHerHis] mourning,  your [From.GetRootRelation] is still refusing outright to remarry.;;;;Después de una discusión amarga y acalorada en la que le ordenaste formalmente que dejara de llorar y detuviera su luto, vuestr[From.GetOA] [From.GetRootRelation] aún se niega rotundamente a casarse de nuevo.;;;;;;;;;x
EVTOPTAwidowed.10;Perhaps I will have to take drastic action;;;;Tal vez tenga que tomar medidas drásticas;;;;;;;;;x
opinion_refused_to_marry;Refused to Remarry;;;;Se negó a volver a casarse;;;;;;;;;x
opinion_tried_coerced_into_marriage;Tried to Coerce Into Remarrying;;;;Intentó coaccionar para que vuelva a casarse;;;;;;;;;x
