#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emperor_job_castellan_free_folk;High Overseer;Grand Surveillant;;;Gran Supervisor;;;;;;;;;x
LP_job_physician_thenn;Healer;Soigneur;;;Sanador;;;;;;;;;x
city_job_castellan_thenn;Overseer;Surveillant;;;Supervisor;;;;;;;;;x
city_job_marshal_thenn;First Raider;Premier Razzieur;;;Primer Invasor;;;;;;;;;x
city_job_chancellor_thenn;Lawspeaker;Diseur de Loi;;;Letrado;;;;;;;;;x
city_job_treasurer_thenn;First Trader;Premier Négociant;;;Primer Comerciante;;;;;;;;;x
#city_job_physician_thenn;Greenseer;Vervoyant;;;Verdevidente;;;;;;;;;x
city_job_physician_thenn;Healer;Soigneur;;;Sanador;;;;;;;;;x
wildling_desc;This character is one of the Free Folk who live beyond the Wall. They do as they please, and while they may live freely, their ways have made them few friends south of the Wall.;Ce personnage est membre du Peuple Libre qui vit Au-delà du Mur. Ils vivent comme ils le souhaitent, libres, mais cette attitude leur a fait peu d'amis au Sud du Mur. ;;;Este personaje es un miembro del Pueblo Libre que vive más allá del Muro. Viven como desean, libres, y esta actitud los hace poco amigos al sur del Muro.;;;;;;;;;x
wildling_invasion_desc;Beyond the Wall, you get only what you earn. If your enemies cannot defend their lands, then they have no right to rule them.;Au-delà du Mur, vous n'obtenez que ce que vous prenez. Si vos ennemis ne peuvent défendre leurs terres, alors ils n'ont aucun droit de les gouverner. ;;;Detrás del Muro, solo tienes lo que consigues. Si tus enemigos no pueden defender sus tierras, entonces no tienen ningún derecho a gobernarlas.;;;;;;;;;x
create_k_beyond_wall;Crown Yourself King Beyond-the-Wall;Vous couronner Roi d'Au-delà du Mur;;;Coronarse como Rey-Más-Allá-del-Muro;;;;;;;;;x
create_k_beyond_wall_desc;So far as the Free Folk have rulers at all, they style themselves Kings Beyond-the-Wall. The title is not hereditary - every new king must earn it for himself.;Si le Peuple Libre se désigne un chef, il le nomme Roi Au-delà du Mur. Le titre n'est pas héréditaire, chaque nouveau roi doit le mériter et le remporter.;;;Cuando el Pueblo Libre tiene un rey, ellos lo llaman como Rey-Más-Allá-del-Muro. El título no es hereditario, cada nuevo rey debe ganárselo para si mismo.;;;;;;;;;x
employ_greenseer;Steal a Greenseer;Enlever un vervoyant;;;Robar un Verdevidente;;;;;;;;;x
employ_greenseer_desc;Have your men scour the neighboring villages for a greenseer to serve your warband.;Envoyer vos hommes dans les villages alentours pour trouver un vervoyant qui servira votre bande de guerre. ;;;Manda a tus hombres a revisar las villas vecinas buscando un verdevidenteque sirva en tu bando.;;;;;;;;;x
wildling_horde;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_desc;The Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_1;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_1_desc;§GLevel 1§!, §Y100§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_2;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_2_desc;§GLevel 2§!, §Y200§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_3;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_3_desc;§GLevel 3§!, §Y300§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_4;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_4_desc;§GLevel 4§!, §Y400§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_5;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_5_desc;§GLevel 5§!, §Y500§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_6;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_6_desc;§GLevel 6§!, §Y600§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_7;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_7_desc;§GLevel 7§!, §Y700§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_8;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_8_desc;§GLevel 8§!, §Y800§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_9;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_9_desc;§GLevel 9§!, §Y900§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_10;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_10_desc;§GLevel 10§!, §Y1000§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_11;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_11_desc;§GLevel 11§!, §Y1100§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_12;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_12_desc;§GLevel 12§!, §Y1200§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_13;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_13_desc;§GLevel 13§!, §Y1300§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_14;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_14_desc;§GLevel 14§!, §Y1400§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_15;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_15_desc;§GLevel 15§!, §Y1500§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_16;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_16_desc;§GLevel 16§!, §Y1600§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_17;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_17_desc;§GLevel 17§!, §Y1700§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_18;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_18_desc;§GLevel 18§!, §Y1800§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_19;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_19_desc;§GLevel 19§!, §Y1900§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
wildling_horde_20;Wildling Warlord;Seigneur de Guerre sauvageon;;;Señor de la Guerra Salvaje;;;;;;;;;x
wildling_horde_20_desc;§GLevel 20§!, §Y2000+§! prestige\nThe Wildlings cannot be ruled the way southerners can. They laugh at notions of blood and birthright. But they will gladly rally behind a strong leader who can prove their worth, forming armies of men and women alike larger than any in the Seven Kingdoms.;Les Sauvageons ne peuvent être gouverné de la même façon que les agenouillés. Ils se gaussent des notions de sang ou de droit de naissance. Mais ils se rallieront volontiers à un chef fort et charismatique qui leur permettra d'éprouver leur valeur, formant ainsi des armées d'hommes et de femmes bien plus grandes que celles des Sept Couronnes.;;;Los Salvajes no pueden ser gobernados de la misma manera que los sureños. Ellos se ríen de los conceptos de sangre y derecho de nacimiento. Pero fácilmente seguirán a un fuerte líder que pueda probar su valía, formando ejércitos de hombres y mujeres más numerosos que cualquiera de los Siete Reinos.;;;;;;;;;x
EVTDESCWILDLING1;You are one of the Free Folk, who the kneelers of the south call 'wildlings.' You do as you please and live free of the south's tyranny.;Vous êtes membre du Peuple Libre, que les agenouillés du sud appellent 'Sauvageons'. Vous vivez comme vous le souhaitez, libre de la tyrannie du sud.;;;Eres una persona del Pueblo Libre, a quienes los arrodillados del sur llaman 'salvajes'. Haces lo que quieres y vives libre de la tiranía del sur.;;;;;;;;;x
EVTOPTAWILDLING1;I'll live free until my dying breath.;Je vivrai libre jusqu'à mon dernier souffle. ;;;Viviré libre hasta mi último respiro.;;;;;;;;;x
EVTDESCWILDLING2;Over time, you have come to see things as the southerners do. The simple ways of the Free Folk now seem barbaric and cruel to your eyes.;Au fil du temps, vous en êtes venu à voir les choses de la même façon que les gens du sud. Désormais le mode de vie du Peuple Libre semble barbare et cruel à vos yeux. ;;;Con el paso del tiempo, has terminado viendo las cosas de la manera en que los sureños lo hacen. Las formas simples del Pueblo Libre ahora parecen barbáras y crueles a tus ojos.;;;;;;;;;x
EVTOPTAWILDLING2;I'll be a lawless savage no more.;Je ne serai plus un sauvage sans loi.;;;No seré más un salvaje sin ley.;;;;;;;;;x
EVTDESCWILDLING3;The wildlings of [Root.GetName] claim [Root.Holder.GetTitledFirstName] [Root.Holder.GetOnlyDynastyName] is not fit to be their ruler. They have rallied behind [wildling_rebel.GetFirstName] [wildling_rebel.GetOnlyDynastyName] in an attempt to drive [Root.Holder.GetHerHim] from the land.;Les sauvageons de [Root.GetName] disent que vous n'êtes pas digne de les diriger. Ils se sont ralliés à un guerrier local dans le but de vous expulser de ces terres. ;;;Los salvajes de [Root.GetName] afirman que [Root.Holder.GetTitledFirstName] [Root.Holder.GetOnlyDynastyName] no es apto para ser su gobernante. Ellos se han unido a [wildling_rebel.GetFirstName] [wildling_rebel.GetOnlyDynastyName] en un intento para expulsarlo de sus tierras.;;;;;;;;;x
EVTDESCWILDLING3B;The shadowmen of [Root.GetName] claim [Root.Holder.GetTitledFirstName] [Root.Holder.GetOnlyDynastyName] is not fit to be their ruler. They have rallied behind [wildling_rebel.GetFirstName] [wildling_rebel.GetOnlyDynastyName] in an attempt to drive [Root.Holder.GetHerHim] from the land.;Les sauvageons de [Root.GetName] disent que vous n'êtes pas digne de les diriger. Ils se sont ralliés à un guerrier local dans le but de vous expulser de ces terres. ;;;Los salvajes de [Root.GetName] afirman que [Root.Holder.GetTitledFirstName] [Root.Holder.GetOnlyDynastyName] no es apto para ser su gobernante. Ellos se han unido a [wildling_rebel.GetFirstName] [wildling_rebel.GetOnlyDynastyName] en un intento para expulsarlo de sus tierras.;;;;;;;;;x
EVTOPTAWILDLING3;These people are restless;Avant que je renonce, ils seront tous morts !;;;Los salvajes están revueltos;;;;;;;;;x
