#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_0;Never forget - Winter is coming.;L'hiver vient. -devise de la maison Stark;Niemals vergessen - Winter kommt.;;Nunca lo olvides, se acerca el invierno.;;;;;;;;;x
LOADING_TIP_30;'That one is nothing to fear, girl. Paint stripes on a toad, he does not become a tiger' - Sandor Clegane to Sansa Stark;Nôtre est la fureur. -devise de la maison Baratheon;;;¡No intentéis ejecutar a Barristan Selmy!;;;;;;;;;x
LOADING_TIP_31;'Even now I could cut through the five of you like carving a cake!' - Ser Barristan Selmy;Nous autres princes, échafaudons nos plans avec la dernière des minuties , et les dieux les anéantissent en les renversant d'une pichenette. -Doran Martell;;;'Incluso ahora podría acabar con los cinco tan fácilmente como si cortara queso con una daga'. -Ser Barristan Selmy;;;;;;;;;x
LOADING_TIP_32;'There sits the only king I mean to bow my knee to, m'lords, the King in the North!' - the Greatjon;C'est maintenant que tout commence. Disait Ser Arthur Dayne, dégainant Aube. - Non, rectifia Ned d'une voix quelque peu navrée, c'est maintenant que tout s'achève;;;'Éste es el único rey ante el que pienso doblar la rodilla, mis señores, ¡El Rey en el Norte!' -El Gran Jon;;;;;;;;;x
LOADING_TIP_33;'A reader lives a thousand lives before he dies. The man who never reads lives only one.' - Jojen Reed;Une véritable malédiction que d'avoir une si grande gueule quand on est si petit… -Tyrion. ;;;'Un lector vive mil vidas antes de morir. Aquel que nunca lee vive solo una'. -Jojen Reed;;;;;;;;;x
LOADING_TIP_34;'Bring on your storm, my lord - and recall, if you do, the name of this castle.' - Courtnay Penrose;Honnêtement, aujourd'hui, souhaitez-vous voir votre frère monter sur le trône de fer ? -Il ne ferait pas un très bon roi, n'est-ce pas ? - Il y a eu pire... mais pas souvent. -Ser Jorah et Daenerys. ;;; 'Azotad la fortaleza como una tormenta, mi señor. Y recordad, por favor, cuál es su nombre' -Cortnay Penrose;;;;;;;;;x
LOADING_TIP_35;'Men are men. Vows are words. And words are wind.' - Iron Emmett;Rengainez votre épée, ou je vous l'enfonce dans un endroit encore inexploré par Renly lui-même! -Jaime à Loras Tyrell;;;'Los hombres son hombres, los votos son palabras, y las palabras se las lleva el viento'. -Férreo Emmett;;;;;;;;;x
LOADING_TIP_36;'Valar morghulis. Valar morghulis. Valar morghulis.' - Arya Stark;Valar morghulis. Valar morghulis. Valar morghulis. - Arya Stark;;;'Valar morghulis. Valar morghulis. Valar morghulis'. -Arya Stark;;;;;;;;;x
LOADING_TIP_37;'Vengeance. Justice. Fire and Blood.' - Prince Doran;Vengeance. Justice. Feu et Sang. - Prince Doran;;;'Venganza. Justicia. Fuego y sangre'. -Doran Martell;;;;;;;;;x
LOADING_TIP_38;'Don't make me rue the day I raped your mother.' - Roose Bolton to Ramsay ;Aucun rempart ne saurait garantir la sécurité. Un rempart ne tire sa force que par la force de ses défenseurs. -Eddard Stark;;;'No hagas que lamente el día en que violé a tu madre'. -Roose Bolton a Ramsay;;;;;;;;;x
LOADING_TIP_39;'Though mayhaps this was a blessing, had he lived, he would have grown up to be a Frey';Vos promesses n'ont aucune espèce de valeur. Je ne gagnerai rien à votre mort, hormis le plaisir de vous tuer, et je n'aventurerai certes pas ma propre existence pour cela... si mince que puisse être le risque. -Brynden Tully ;;;'Aunque puede que haya sido una suerte, en el fondo. De haber vivido, se habría convertido en un Frey'. -Lord Wyman Manderly;;;;;;;;;x
LOADING_TIP_40;'Rhaegar fought valiantly, Rhaegar fought nobly, Rhaegar fought honorably. And Rhaegar died.' - Jorah Mormont;Que peut bien valoir une couronne lorsque les corbeaux dînent d'un roi ?;;;'Rhaegar luchó con valentía, Rhaegar luchó con nobleza. Y Rhaegar murió'. -Jorah Mormont;;;;;;;;;x
LOADING_TIP_41;'Fear cuts deeper than swords.' - Syrio;Vous n'avez pas le droit de faire ça ! -On a une corde. C'est pas mal non plus. -Dialogue entre Merret Frey et les brigands. ;;;'El miedo hiere más que las espadas' -Syrio Forel;;;;;;;;;x
LOADING_TIP_42;'Shagga is of the opinion that three axes are better than two.' - Tyrion;Dis-moi, Bronn. Si je t'ordonnais de tuer un bébé..., une petite fille, en fait, encore au sein..., le ferais-tu ? Sans poser de question ? -Sans poser de question ? Non. Je demanderais : 'Combien?'. - Dialogue entre Tyrion et Bronn.;;;'Shagga es de la opinión de que tres hachas son mejor que dos'. -Tyrion Lannister;;;;;;;;;x
LOADING_TIP_43;'Our knees do not bend easily.' - Ser Arthur Dayne, The Sword of the Morning;Oooooooh, je suis le dernier des géants, rappelez-vous bien ma chanson, car avec moi elle va s'éteindre, et durer le long silence, long;;;'No nos arrodillamos tan fácilmente'. -Ser Arthur Dayne, la Espada del Amanecer;;;;;;;;;x
LOADING_TIP_44;'There are no men like me. There is only me.' - Jaime;Il n'y a pas d'autre homme comme moi. Il n'y a que moi -Jaime Lannister.;;;'No hay hombres como yo. Soy único'. -Jaime Lannister;;;;;;;;;x
LOADING_TIP_45;'The North remembers...';Plus haut, plus fort. -devise de la maison Tyrell;;;'El Norte recuerda...';;;;;;;;;x
LOADING_TIP_46;'Hodor' - Hodor;Hodor. - Hodor;;;'Hodor' -Hodor;;;;;;;;;x
LOADING_TIP_47;'Born amidst salt and smoke? Are you a ham?' - Renly ;La question est : me faudra-t-il enjamber votre cadavre? -Jaime Lannister.;;;Estupendo. Si los dos lleváramos el mismo estandarte la batalla sería muy confusa'. -Renly Baratheon a Stannis Baratheon;;;;;;;;;x
LOADING_TIP_48;'If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot do that, then perhaps the man does not deserve to die.' -Eddard Stark;Je suis pas né d'hier, Régicide. -Nan mais tu vas mourir aujourd'hui. -Jaime Lannister.;;;'Si le vas a quitar la vida a un hombre, tienes un deber para con él, y es mirarlo a los ojos y escuchar sus últimas palabras. Si no soportas eso, quizá es que ese hombre no merece morir'. -Eddard Stark;;;;;;;;;x
LOADING_TIP_49;'King Jaehaerys once told me that madness and greatness are two sides of the same coin. Every time a new Targaryen is born, he said, the gods toss the coin in the air and the world holds its breath to see how it will land.';Le roi Jaehaerys m'a dit un jour que démence et grandeur étaient les deux faces d'une même pièce. Chaque fois que naît un nouveau Targaryen, disait-il encore, les dieux lancent la pièce en l'air, et le monde retient son souffle en se demandant sur quel côté elle va bien pouvoir tomber.;;; 'El rey Jaehaerys me dijo que la locura y la grandeza no son más que dos caras de la misma moneda. Cada vez que nace un Targaryen los dioses tiran la moneda al aire y el mundo entero contiene el aliento para ver de qué lado cae.';;;;;;;;;x
LOADING_TIP_50;'Kill the boy, Jon Snow. Winter is almost upon us. Kill the boy and let the man be born.' - Maester Aemon;Rhaegar s'est battu vaillamment. Rhaegar s'est battu noblement. Rhaegar s'est battu honorablement. Et Rhaegar a péri.;;;'Mata al niño, Jon Nieve. El invierno se nos echa encima. Mata al niño y que nazca el hombre'. -El maestre Aemon;;;;;;;;;x
LOADING_TIP_51;'Daenerys Targaryen is no maid, however. She is the widow of a Dothraki khal, a mother of dragons and a sacker of cities, Aegon the Conqueror with teats...'; Daenerys Targaryen n'est pas une pucelle. C'est la veuve d'un khal dothraki, la mère de dragons et une pilleuse de villes, Aegon le conquérant avec des nichons - Tyrion.;;;Pero Daenerys Targaryen no es ninguna doncella. Es viuda de un khal Dothraki, madre de dragones y saqueadora de ciudades. Aegon el Conquistador con tetas'. -Tyrion Lannister;;;;;;;;;x
LOADING_TIP_53;'Honor? I've got Seven Kingdoms to rule! One king, Seven Kingdoms! Do you think honor keeps them in line? Do you think it's honor that's keeping the peace? It's fear! Fear and blood!' -King Robert;Comment veux-tu mourir, Tyrion, fils de Tywin ? -Dans mon lit, le ventre plein, ma queue dans la bouche d'une pucelle, et à quatre-vingts ans. -Tyrion Lannister;;; '¿Honor? ¡Tengo siete reinos que gobernar! ¡Un rey, siete reinos! ¿Crees que és el honor lo que los mantiene a raya? ¿Crees que es el honor el qué está manteniendo la paz? ¡Es el miedo! ¡El miedo y la sangre!' -Rey Robert I;;;;;;;;;x
LOADING_TIP_54;Power resides only where men believe it resides...A shadow on the wall, yet shadows can kill. And ofttimes a very small man can cast a very large shadow'- Varys;Quand tes ennemis te défient, ton devoir est de leur servir du fer et du feu. Mais, lorsqu'ils tombent à genoux, ton devoir est de les aider à se relever. Autrement, personne ne consentira jamais à ployer le genou devant toi. Tywin Lannister;"Moslems können den ""Dekadent""-Nachteil loswerden, indem sie sich auf Haddsch nach Mecca begeben. ";; 'El poder reside donde los hombres creen que reside. Es un truco. Una sombra en la pared. Y un hombre muy pequeño puede emitir una sombra muy grande'-Varys;;;;;;;;;x
