#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wedding_0;Host a Wedding feast;Organiser un banquet de mariage;;;Organizar una boda;;;;;;;;;x
EVTDESC180526;To the [GetFromRootInsult] [Root.GetTitledFirstName], I thank you for your invitation but I will not be able to attend the Wedding. In fact, I refuse to set my foot in the same castle as you!\n\nRespectfully,\n\n[From.GetTitledFirstName];Cher(e) [Root.GetTitledFirstName], je vous remercie de votre invitation mais je ne pourrais pas assiter au mariage. En fait, je refuse de mettre les pieds dans le même château que vous !\n\nRespectueusement,\n\n[From.GetTitledFirstName];;;Estimado [Root.GetTitledFirstName], os agradezco vuestra invitación pero no podré asistir a la boda. De hecho, rechazo poner mis pies en el mismo castillo que vos!\n\nRespetuosamente,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC180526B;To the [GetFromRootCompliment] [Root.GetTitledFirstName], I thank you for your invitation but I will not be able to attend the Wedding. Please send my regards to the newly betrothed.\n\nRespectfully,\n\n[From.GetTitledFirstName];Cher(e) [Root.GetTitledFirstName], je vous remercie de votre invitation mais je ne pourrais pas assiter au mariage. En fait, je refuse de mettre les pieds dans le même château que vous !\n\nRespectueusement,\n\n[From.GetTitledFirstName];;;Estimado [Root.GetTitledFirstName], os agradezco vuestra invitación pero no podré asistir a la boda. De hecho, rechazo poner mis pies en el mismo castillo que vos!\n\nRespetuosamente,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC180526DOTHRAKI;[From.GetTitledFirstName] did not send a reply to your invitation to the wedding, and is seemingly shunning your presence and dishonouring your power.;[From.GetTitledFirstName] n’a pas répondu à votre invitation de mariage et semble fuir votre présence, déshonorant de fait votre puissance.;;;[From.GetTitledFirstName] no ha enviado una respuesta a la invitación a la boda, aparentemente está evitando tu presencia y deshonrando tu poder.;;;;;;;;;x
EVTOPTA180526;Well I don't like you either!;Et bien je ne vous aime pas non plus !;;;Ya no te quiero!;;;;;;;;;x
EVTDESC180527;I have given the orders for a grand ceremony and feast to be hosted in [Root.Capital.GetName] in honour of [From.GetTitledFirstNameWithDynasty] and [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]'s wedding. Let the preparations begin...;J'ai donné l'ordre d'organiser une somptueuse cérémonie et un grand banquet à [Root.Capital.GetName] afin de célébrer l’union de [From.GetTitledFirstNameWithDynasty] et [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]. Que les préparatifs commencent…;;;He dado órdenes de organizar una gran boda en [Root.Capital.GetName] en honor a la boda de [From.GetTitledFirstNameWithDynasty] y [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]. Que empiezen los preparativos...;;;;;;;;;x
EVTDESC180527DOTHRAKI;I have given the orders for an endless day of drinking and feasting and fighting to be hosted in [Root.Capital.GetName] in honour of [From.GetTitledFirstNameWithDynasty] and [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]'s wedding. Let the preparations begin...;J'ai ordonné qu’on organise un jour sans fin de banquets, de boissons et de combats à [Root.Capital.GetName] afin de célébrer l’union de [From.GetTitledFirstNameWithDynasty] et [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]. Que les préparatifs commencent…;;;He dado órdenes para un día sin fin de bebida, festejos y lucha en [Root.Capital.GetName] en honor de la boda de [From.GetTitledFirstNameWithDynasty] y [From.Spouse.GetTitledFirstName] [From.Spouse.GetOnlyDynastyName]. Que empiecen los preparativos...;;;;;;;;;x
EVTOPTA180527;And all my vassals will be there...;Et tous mes vassaux seront présents…;;;Y todos mis vasallos estarán presentes...;;;;;;;;;x
EVTDESC180528;The guests have finally arrived! All is ready, the servants have worked day and night to prepare and decorate the dance hall, [From.Spouse.GetTitledFirstName]'s gown is splendid and the castle has never looked lovlier. ;Les invités sont finalement arrivés ! Tout est prêt, les serviteurs ont travaillé jour et nuit pour préparer et décorer la grande salle, la robe de [From.Spouse.GetTitledFirstName] est superbe et le château n'a jamais paru aussi joli.;;;Los invitados han llegado! Todo está preparado, los sirvientes han trabajado día y noche para preparar y decorar la gran sala, el vestido de [From.Spouse.GetTitledFirstName] es espectacular y el castillo nunca ha parecido tan bonito.;;;;;;;;;x
EVTDESC180528DOTHRAKI;Dawn has broken on the day of the wedding. All your guests have arrived, the slaves and handmaidens have worked day and night to prepare for the feasting, [From.Spouse.GetTitledFirstName] is prepared for her unveiling and the camp is full of energy. ;L’aube se lève sur le jour du mariage. Tous vos invités sont arrivés, les esclaves et les servantes ont travaillé jour et nuit pour préparer le festin, on prépare [From.Spouse.GetTitledFirstName] à être dévoilée et le camp bouillonne d’énergie.;;;El día de la boda ha llegado. Todos tus invitados han llegado, los esclavos y criadas han trabajado día y noche para preparar el banquete, [From.Spouse.GetTitledFirstName] está preparada para la inauguración y el campo está lleno de energía. ;;;;;;;;;x
EVTOPTA180528;Welcome to the Wedding!;Bienvenu au mariage !;;;Bienvenido a la boda!;;;;;;;;;x
EVTTOOLTIP180529;[This.GetTitledFirstNameWithDynasty] is greeted;[This.GetTitledFirstNameWithDynasty] est accueilli;;;[This.GetTitledFirstNameWithDynasty] es recibido;;;;;;;;;x
EVTDESC180529;[From.GetTitledFirstName] greeted us warmly to the Wedding, [From.GetAlcoholicDrink] was served and the most lovely music was played throughout the whole night. The ceremony between [FromFrom.GetTitledFirstName] and [FromFrom.Spouse.GetTitledFirstName], and the grand feast, shall be held upon the morrow.;[From.GetTitledFirstName] nous a très bien accueillis au mariage, de La Treille auré coulait à flot et les plus belles musiques ont été jouées durant toute la nuit. La cérémonie entre [FromFrom.GetTitledFirstName] et [FromFrom.Spouse.GetTitledFirstName], ainsi que le grand banquet, devraient durer jusqu’au lendemain.;;;[From.GetTitledFirstName] nos ha dado la bienvenida a su boda, exquisitos dorados del Rejo fueron servidos y las más bellas canciones han sido tocadas durante toda la noche. La ceremonia entre [FromFrom.GetTitledFirstName] y [FromFrom.Spouse.GetTitledFirstName], y la gran fiesta, se celebrará mañana.;;;;;;;;;x
EVTDESC180529DOTHRAKI;[From.GetTitledFirstName] welcomed us when we arrived at the Wedding, alcoholic mare's milk and plentiful amounts of meat were offered. At dawn, the ceremony between [FromFrom.GetTitledFirstName] and [FromFrom.Spouse.GetTitledFirstName] shall commence, as shall the drinking and feasting and fighting.;[From.GetTitledFirstName] nous a accueillis à notre arrivé au mariage, du kéfir et de grandes quantités de viande ont été offerts. A l’aube, la cérémonie de [FromFrom.GetTitledFirstName] et [FromFrom.Spouse.GetTitledFirstName] débutera, de même que le festin et les beuveries et les duels.;;;[From.GetTitledFirstName] nos recibió cuando llegamos a la boda, se nos ofreció leche fermentada de yegua y grandes cantidades de carne. Al amanecer, la ceremonia entre [FromFrom.GetTitledFirstName] y [FromFrom.Spouse.GetTitledFirstName] comenzará, así como la bebida, el banquete y las luchas.;;;;;;;;;x
EVTOPTA180529;Thank you for having us!;Merci de nous avoir reçus !;;;Gracias por habernos invitado!;;;;;;;;;x
EVTDESC180530;The morning after the wedding feast has come, and all the Lords and Ladies are finally making their way home. All agree it was a fine celebration, and many predict that the newly weds shall be most content!;Le matin après le banquet de mariage est arrivé, et tous les seigneurs et dames rentrent chez eux. Tout le monde s'accorde à dire que ce fut une belle fête, et beaucoup prédisent que les nouveaux mariés devraient être très heureux !;;;El Amanecer llegó y el festín de la boda ha llegado a su fin, todos los Señores y Señoras están de camino a casa. Todos están de acuerdo en que ha sido una buena celebración, y muchos comentan que los recién casados deben estar satisfechos!;;;;;;;;;x
EVTDESC180530DOTHRAKI;The morning after the wedding feast has come, and all the kos and riders are finally making their way back to their own lands. Many thank you for the honour of attending, and wish the the newly weds many strong children.;Le matin après le banquet de mariage est arrivé, et tous les kos et cavaliers s’en retournent finalement sur leurs propres terres. Beaucoup vous remercient de l’honneur de l’invitation, et souhaitent aux jeunes mariés d'avoir pleins d’enfants forts et robustes.;;;La mañana después de la boda ha llegado, y todos los khas y kos han partido a sus tierras. Muchos agradecimientos por asistir, y deseos de que los recién casados tengan niños fuertes.;;;;;;;;;x
EVTOPTA180530;I had great fun and so did everyone else;J'y ai pris beaucoup de plaisir comme tout le monde;;;Me divertí mucho, como todo el mundo.;;;;;;;;;x
EVTTOOLTIP180531; [This.GetTitledFirstNameWithDynasty] leaves the wedding\n; [This.GetTitledFirstNameWithDynasty] quitte le mariage\n;;; [This.GetTitledFirstNameWithDynasty] se marcha de la boda\n;;;;;;;;;x
EVTDESC180531;[From.GetTitledFirstName]'s Wedding is over and it is time to begin the long way home. After the music, the entertainment and the warmth, the real world suddenly feels cold and hostile.;Le mariage de [From.GetTitledFirstName] est terminé et il est temps d'entamer le long voyage de retour. Après la musique, les divertissements et la chaleur, le monde réel semble froid et hostile. ;;;La boda de [From.GetTitledFirstName] ha acabado y es el momento de emprender el largo viaje de regreso. Después de la música, los divertimentos y la amabilidad, el mundo real parece frío y hostil. ;;;;;;;;;x
EVTDESC180531DOTHRAKI;[From.GetTitledFirstName]'s Wedding is over and it is time to begin the journey back to my own lands. The Dothraki enjoyed the chance for much feasting, drinking and fighting.;Le mariage de [From.GetTitledFirstName] est terminé et il est temps pour moi de m’en retourner vers mes terres. Les Dothrakis ont apprécié toute cette nourriture, ces boissons et ces nombreux duels.;;;La boda de [From.GetTitledFirstName] acabó y es el momento de regresar a mis tierras. Los Dothraki disfrutaron de la fiesta, la bebida y la lucha.;;;;;;;;;x
EVTOPTA180531;Will there be another Wedding?;Y aura-t-il un autre mariage?;;;¿Habrá otra boda?;;;;;;;;;x
EVTDESC180532;I have to cancel the Wedding due to the war I am currently fighting against one of my enemies. Perhaps after the war I might throw a victory one.;Je dois annuler le mariage à cause de la guerre que je suis en train de mener contre l’un de mes ennemis. Peut-être pourrais-je organiser un banquet pour fêter ma victoire une fois que tout sera fini. ;;;Tengo que cancelar la boda debido a la guerra contra uno de mis enemigos. Tal vez podría organizar un banquete para celebrar mi victoria una vez que haya acabado.;;;;;;;;;x
EVTOPTA180532;Let us hope so;Espérons-le !;;;Lo esperamos.;;;;;;;;;x
EVTTOOLTIP180533;A letter to all invited is sent out to announce the cancellation of the Wedding;Envoyer une lettre à tous les invités pour annoncer l'annulation du mariage;;;Enviar una carta a todos los invitados para anunciar la anulación de la boda.;;;;;;;;;x
EVTDESC180533;Dear [Root.GetTitledFirstName], due to the unfortunate war I have to cancel the Wedding. I hope you will be able to attend the victory feast I plan to have after the war.\n\n[From.GetTitledFirstName];Cher [Root.GetTitledFirstName], mon entrée en guerre me force à annuler le mariage. J’espère en revanche avoir le plaisir de votre présence au banquet que je donnerai à la fin de la guerre pour fêter ma victoire.;;;Estimado [Root.GetTitledFirstName], mi entrada en la guerra me ha forzado a anular la boda. Espero tener el placer de contar con vuestra presencia en el banquete que daré cuando acabe la guerra para celebrar m victoria.;;;;;;;;;x
EVTOPTA180533;Ask me then and we'll see;Prévenez-moi ce jour-là et je verrai;;;Decidme que dia será y veré.;;;;;;;;;x
EVTDESC180534;The travelling bards first played for us and, while dancing to a fast and glad tune which made me want to dance, invited everyone to dance. I danced until I panted and my face was red, then I had to sit down and rest for a while, watching the dancers and the courtiers having more fun than in a long time...;Les bardes ont d'abord joué pour nous un air rapide et entraînant. Ils ont invités tout le monde à danser, ce que j'ai fais jusqu'à ce que mon visage tourne au cramoisi. Ensuite je me suis assis(e) et reposé un moment, regardant les danseurs et les courtisans s'amuser comme rarement.;;;Los bardos itinerantes tocaron para nosotros y, mientras bailaba una rápida melodía que me hizo invitar a bailar a todo el mundo. Bailé hasta que mi cara se puso roja y comencé a jadear, y tuve que sentarme un rato a descansar mientras miraba a los bailarines y cortesanos divirtiéndose como nunca...;;;;;;;;;x
EVTOPTA180534;I'd like to hire you for the Wedding!;Je voudrais vous embaucher pour le mariage !;;;Me gustaría contratarte para la boda!;;;;;;;;;x
EVTOPTB180534;Great fun, but my guests are too old for this;Très amusant, mais mes invités sont trop vieux pour ça;;;Muy divertido, pero mis invitados son demasiado viejos para esto.;;;;;;;;;x
EVTDESC180535;While I was busy preparing for my Wedding, a troop of wandering jongleurs arrived at the castle. They looked a bit ragged but their performance entertained the whole castle. Perhaps I should think about offering them my patronage.;Alors que j'étais occupé à préparer mon mariage, une troupe errante de jongleurs est arrivée au château. Ils semblaient certes un peu loqueteux mais leurs numéros ont diverti tout le château. Peut-être devrais-je songer à les embaucher.;;;Mientras preparaba la boda, una compañía errante de juglares ha llegado al castillo. Parecían unos harapientos pero sus actuaciones diviertieron a todo el castillo. Tal vez debería contratarlos?;;;;;;;;;x
EVTOPTA180535;They will be perfect entertainment for the Wedding!;Ils seront un divertissement parfait pour le mariage !;;;Serán una diversión perfecta para la boda!;;;;;;;;;x
EVTOPTB180535;No, I don't think so...;Non, je ne pense pas…;;;No, no lo creo...;;;;;;;;;x
EVTDESC180536;I was seated besides a person I had never really talked with before. We ended up together in the garden with a couple of bottles of [Root.Liege.GetAlcoholicDrink] from [Root.Liege.GetTitledFirstName]'s well-stocked cellar.;J'étais assis(e) à côté d'une personne à qui je n'avais jamais parlé auparavant. Nous avons fini tout les deux dans le jardin avec quelques bouteilles de vin Dornien provenant de la cave personnelle de [Root.Liege.GetTitledFirstName].;;;Estaba sentado al lado de una persona con la que nunca había hablado antes. Acabamos los dos en el jardín con varias botellas de vino dorniense de la bodega personal de [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTOPTA180536;I think I have made a new friend;Je pense que je me suis fait un(e) nouvel(le) ami(e);;;Creo que he hecho un nuevo amigo.;;;;;;;;;x
EVTTOOLTIP180537;[This.GetTitledFirstName] and [Root.GetTitledFirstName] are now friends;[This.GetTitledFirstName] et [Root.GetTitledFirstName] sont désormais amis ;;;[This.GetTitledFirstName] y [Root.GetTitledFirstName] son ahora amigos.;;;;;;;;;x
EVTDESC180537;I enjoyed [From.GetTitledFirstName]'s company and we talked in the garden for several hours until we both fell asleep, maybe because of all that [Root.Liege.GetAlcoholicDrink] we drank...;J'ai apprécié la compagnie de [From.GetTitledFirstName]. Nous avons discuté dans les jardins pendant des heures jusqu'à ce que nous nous endormions, peut-être à cause de tout ce vin que nous avions bu…;;;He disfrutado de la compañía de [From.GetTitledFirstName]. Hemos discutido en los jardines durante horas hasta que nos dormimos, seguramente a causa de todo el vino que bebimos…;;;;;;;;;x
EVTOPTA180537;[From.GetTitledFirstName] is my best friend!;[From.GetTitledFirstName] est mon(a) meilleur(e) ami(e) !;;;[From.GetTitledFirstName] es mi mejor amigo!;;;;;;;;;x
EVTDESC180538;The Wedding was great but I couldn't stand [FromFrom.GetTitledFirstName]'s irritating voice for more than a couple of hours, so I excused myself, grabbed a couple of bottles of [FromFrom.GetAlcoholicDrink] and headed for a quiet corner. Someone else had had the same thought as me and together we shared the drink and our dislike for [FromFrom.GetTitledFirstName].;Le mariage était très bien mais j'ai eu du mal à supporter pendant des heures la voix irritante de [FromFrom.GetTitledFirstName], je me suis donc excusé, pris quelques bouteilles et me suis exilé dans un petit coin tranquille. Quelqu'un d'autre avait eu la même idée et ensemble nous avons partagé le vin et notre désamour pour [FromFrom.GetTitledFirstName].;;;La boda estaba muy bien pero no soportaba la voz irritante de [Root.Liege.GetTitledFirstName], me excusé, cogiendo alguna botella de vino y me refugié un un lugar tranquilo. Alguien tuvo la misma idea y juntos compartimos el vino y nuestro disgusto por [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTOPTA180538;Our mutual dislike made us friends!;Notre exaspération mutuelle a fait de nous des amis !;;;Nuestra mutua aversión nos ha hecho amigos!;;;;;;;;;x
EVTTOOLTIP180539;Their mutual dislike of [FromFrom.GetTitledFirstName] made [This.GetTitledFirstName] and [Root.GetTitledFirstName] become friends;Leur désamour mutuel pour [FromFrom.GetTitledFirstName] a fait de [This.GetTitledFirstName] et de [Root.GetTitledFirstName] des amis.;;;Su mutua aversión por [Root.Liege.GetTitledFirstName] ha hecho que [This.GetTitledFirstName] y [Root.GetTitledFirstName] amigos.;;;;;;;;;x
EVTDESC180539;When we had escaped from [FromFromFrom.GetTitledFirstName]'s Wedding we shared the [From.GetAlcoholicDrink] [From.GetTitledFirstName] brought and talked about our mutual dislike for [FromFromFrom.GetTitledFirstName].;Quand nous nous sommes échappés du mariage de [FromFromFrom.GetTitledFirstName], nous avons partagé le vin qu'avait amené [From.GetTitledFirstName] et nous avons parlé de notre désamour mutuel pour [FromFromFrom.GetTitledFirstName].;;;Cuando nos escapamos de la boda de [Root.Liege.GetTitledFirstName], compartimos el vino que trajo [From.GetTitledFirstName] y hablamos de nuestra mutua aversión hacia [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTOPTA180539;The enemy of my enemy is my friend, right?;L'ennemi de mon ennemi est mon ami, n'est-ce pas ? ;;;El enemigo de mi enemigo es mi amigo, no?;;;;;;;;;x
EVTDESC180540;During the wedding feast I had a lovely dancing partner and after some [FromFrom.GetAlcoholicDrink] we were both a bit drunk and, if I read the situation correctly, more than attracted to each other.;Durant le banquet j’ai dansé avec une personne merveilleuse et après quelques coupes de vin, il me semble que nous étions sous le charme de l’autre.;;;Tuve una maravillosa compañera de baile y tras unas copas de vinos, nos quedamos solos y, si entendí bien la situación, más que atraídos el uno del otro. ;;;;;;;;;x
EVTDESC180540DOTHRAKI;During the wedding feast I started dancing with someone, and after much drinke we were both a bit drunk and, if I read the situation correctly, more than attracted to each other.;Durant le banquet j’ai dansé avec quelqu’un, et après plusieurs coupes nous étions des plus saouls et, il me semble, sous de charme de l’autre. ;;;Durante la fiesta de la boda empecé a bailar con alguien, y tras mucho beber los dos estábamos muy borrachos y, si entendí bien la situación, más que atraídos el uno del otro.;;;;;;;;;x
EVTOPTA180540;But we are both married...;Mais nous sommes tous deux mariés…;;;Pero los dos estamos casados...;;;;;;;;;x
EVTOPTB180540;May I suggest we retreat to a more private place?;Peut-être devrions-nous nous retirer dans un endroit un peu plus privé ? ;;;Tal vez deberíamos retirarnos a un lugar más privado?;;;;;;;;;x
EVTOPTAwedding.21DOTHRAKI;I do not want to couple with you;Je ne veux pas m'accoupler avec toi.;;;No quiero montarte;;;;;;;;;x
EVTOPTB180540DOTHRAKI;I want you here, right out in the open!;Je veux te prendre ici, aux yeux de tous !;;;Te tomaré aquí mismo!;;;;;;;;;x
EVTTOOLTIP180541;[This.GetTitledFirstName] and [Root.GetTitledFirstName] slipped away unnoticed from the Wedding together;[This.GetTitledFirstName] et [Root.GetTitledFirstName] se sont eclipsés discrètement pendant le mariage… ensemble;;;[This.GetTitledFirstName] y [Root.GetTitledFirstName] se han retirado de la boda...juntos.;;;;;;;;;x
EVTDESC180541;After the wedding feast, [From.GetTitledFirstName] and I ended up in a room with a big bed in the middle of the room. Despite the [FromFromFrom.GetAlcoholicDrink] and the obvious attraction between us, it suddenly felt a bit awkward being alone together.;[From.GetTitledFirstName] et moi avons fini dans une pièce avec un grand lit. Malgré le vin et notre attirance l'un pour l'autre, il nous a semblé soudainement étrange de nous retrouver seuls de la sorte. ;;;[From.GetTitledFirstName] y yo acabamos en un cuarto con una gran cama. A pesar del vino y nuestra mutua atracción, nos pareció extraño encontrarnos solos de esta forma.;;;;;;;;;x
EVTDESC180541DOTHRAKI;During the wedding feast, [From.GetTitledFirstName] and I ended up dancing together, and eventually the dancing became increasingly lewd and suggestive...;Pendant le banquet, [From.GetTitledFirstName] et moi avons dansé ensemble, et au fil de la musique nos mouvements sont devenus suggestifs et obscènes…;;;Durante la fiesta de la boda, [From.GetTitledFirstName] y yo acabamos bailando juntos, y el baile se iba haciendo cada vez más lascivo y sugerente...;;;;;;;;;x
EVTOPTA180541;[From.GetFirstName] kissed me and we fell onto the bed...;[From.GetFirstName] m'a embrassé(e) et nous sommes tombés sur le lit… ;;;[From.GetFirstName] me besó y nos acostamos en la cama...;;;;;;;;;x
EVTOPTB180541;I kissed [From.GetFirstName] and we fell onto the bed...;J'ai embrassé [From.GetFirstName] et nous sommes tombés sur le lit…;;;Besé a [From.GetFirstName] y nos acostamos en la cama.;;;;;;;;;x
EVTOPTA180541DOTHRAKI;[From.GetFirstName] took me right before the khalasar...;[From.GetFirstName] m’a sailli(e) devant le reste du khalasar…;;;[From.GetFirstName] me tomó delante del khalasar...;;;;;;;;;x
EVTOPTB180541DOTHRAKI;I took [From.GetFirstName] right before the khalasar...;J'ai sailli [From.GetFirstName] devant le reste du khalasar...;;;He tomado a [From.GetFirstName] delante del khalasar...;;;;;;;;;x
EVTTOOLTIP180542;A small surprise awaits [This.GetTitledFirstName]...;Une petite surprise attend [This.GetTitledFirstName]...;;;Una pequeña sorpresa espera a [This.GetTitledFirstName]...;;;;;;;;;x
EVTOPTC180541;The awkwardness of the situation made me leave the room;L'étrangeté de la situation m'a fait quitter la pièce;;;Lo extraño de la situación me hizo salir de la habitación.;;;;;;;;;x
EVTOPTC180541DOTHRAKI;I stopped the dance, I do not want to couple with [From.GetHerHim];J'ai interrompu la dance, je ne veux pas m'accoupler avec [From.GetHerHim].;;;Dejé de bailar, no quiero montarla;;;;;;;;;x
EVTDESC180542;[From.GetTitledFirstName] and I ended up in a room with a big bed in the middle of the room. The [FromFromFrom.GetAlcoholicDrink] and the obvious attraction between us led to a pleasant evening...;[From.GetTitledFirstName] et moi-même avons terminé dans une pièce avec un grand lit au milieu. Le vin et un certaine attirance l'un pour l'autre nous ont fait passer une soirée des plus plaisantes…;;;[From.GetTitledFirstName] y yo acabamos en una habitación con una gran cama en la mitad. El vino y la obvia atracción entre nosotros nos llevó a una agradable velada.;;;;;;;;;x
EVTOPTA180542;It was a good tumble!;Ce fut un bonne partie de jambes en l'air !;;;Fue un buen revolcón!;;;;;;;;;x
EVTOPTAwedding.181;...I hope [Root.Spouse.GetFirstName] doesn't find out;…j'espère que [Root.Spouse.GetFirstName] ne l'apprendra pas.;;;…espero que [Root.Spouse.GetFirstName] no se entere.;;;;;;;;;x
EVTDESCwedding.180;[From.GetTitledFirstName] and I ended up in a room with a big bed in the middle of the room. Despite the drink and the obvious attraction between us, it seems [From.GetSheHe] suddenly felt a bit awkward being alone together, leading to [From.GetHerHim] leaving the room.;[From.GetTitledFirstName] et moi avons fini dans une pièce avec un grand lit. Malgré le vin et notre attirance l'un pour l'autre, il lui a semblé soudainement étrange de nous retrouver seuls de la sorte. Aussi a-t-[From.GetSheHe] quitté la chambre.;;;[From.GetTitledFirstName] y yo acabamos en un cuarto con una gran cama. A pesar del vino y nuestra mutua atracción, le pareció extraño encontrarnos solos de esta forma. Así que salió de la habitación.;;;;;;;;;x
EVTOPTAwedding.180;There is always another night!;Il y aura toujours d'autres nuits !;;;Siempre habrá otras noches!;;;;;;;;;x
