#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
plot_replace_castellan_title;Replace [Root.GetTitledFirstNameWithDynasty] as [From.Liege.GetMyCastellanName];Remplacer [Root.GetTitledFirstNameWithDynasty] comme [Root.GetJobTitle];;;Reemplazar a [Root.GetTitledFirstNameWithDynasty] como [Root.GetJobTitle];;;;;;;;;x
plot_replace_councillor_desc;[From.GetTitledFirstNameWithDynasty] believes that [From.GetSheHe] would be a better councillor than [Root.GetTitledFirstNameWithDynasty];Remplacer [Root.GetTitledFirstNameWithDynasty] comme conseiller.;;;[From.GetTitledFirstNameWithDynasty] cree que podría ser un mejor Consejero que [Root.PlotTarget.GetTitledFirstName] [Root.GetOnlyDynastyName].;;;;;;;;;x
opinion_council_sponsor;Supports My Council Membership;Soutient ma place au Conseil;;;Apoya mi puesto en el Consejo;;;;;;;;;x
opinion_former_council_sponsor;Supported My Council Membership;A soutenu ma place au Conseil;;;Apoyó mi puesto en el Consejo;;;;;;;;;x
opinion_rival_council_candidate;Rival For Council Membership;Rival pour mon poste au Conseil;;;Rival por el puesto en el Consejo;;;;;;;;;x
opinion_rival_council_sponsor;Supported a Rival For My Council Membership;A soutenu un Rival pour mon poste au Conseil;;;Apoyó a un pretendiente de mi puesto en el Consejo;;;;;;;;;x
opinion_rejected_council_candidate;Denied My Preferred Candidate a Council Office;A refusé une place au Conseil à mon candidat préféré ;;;Denegó un puesto en el Consejo a mi candidato preferido;;;;;;;;;x
opinion_approved_council_candidate;Gave My Preferred Candidate a Council Office;A octroyé une place au Conseil à mon candidat préféré;;;Otorgó un puesto en el Consejo a mi candidato preferido;;;;;;;;;x
opinion_replaced_council_candidate;Unrightfully Removed a Councillor;A injustement remplacé un Conseiller;;;Despidió injustamente a un Consejero;;;;;;;;;x
opinion_rejected_rival_council_candidate;Kept My Preferred Candidate on the Council;A gardé mon candidat préféré au Conseil;;;Mantuvo a mi candidato preferido en el Consejo;;;;;;;;;x
opinion_sponsor_betrayed_me;Revoked Support For My Council Office;A révoqué son soutien pour ma place au Conseil;;;Canceló su apoyo a mi puesto en el Consejo;;;;;;;;;x
REGENT_DEMAND;Your regent has forced you to make this decision.\n;Votre régent vous a forcé à prendre cette décision.\n;;;Tu regente te ha obligado a tomar esta decisión.\n;;;;;;;;;x
CONFIRM_PLOT;You have already agreed to make this decision.\n;Vous avez déjà accepté de prendre cette décision.\n;;;Has accedido a tomar esta decisión.\n;;;;;;;;;x
plot_replace_councillor_decision;Demand [Root.PlotTarget.GetJobTitle] council position;Exiger de devenir [Root.PlotTarget.GetJobTitle] au conseil;;;Solicitar ser nombrado [Root.PlotTarget.GetJobTitle] en el Consejo;;;;;;;;;x
plot_replace_councillor_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle] councillor.;Le temps est venu d'exiger que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] vous nomme comme son conseiller [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su consejero [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
plot_replace_castellan_decision;Demand to be made [Root.PlotTarget.GetJobTitle];Demander à devenir [Root.PlotTarget.GetJobTitle];;;Solicitar el puesto de [Root.PlotTarget.GetJobTitle];;;;;;;;;x
plot_replace_castellan_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle].;Le temps est venu de demander à [Root.Liege.GetTitle] [Root.Liege.GetFirstName] de faire de vous son(a) [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
plot_replace_chancellor_decision;Demand to be made [Root.PlotTarget.GetJobTitle];Demander à devenir [Root.PlotTarget.GetJobTitle];;;Solicitar el puesto de [Root.PlotTarget.GetJobTitle];;;;;;;;;x
plot_replace_chancellor_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle].;Le temps est venu de demander à [Root.Liege.GetTitle] [Root.Liege.GetFirstName] de faire de vous son(a) [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
plot_replace_marshal_decision;Demand to be made [Root.PlotTarget.GetJobTitle];Demander à devenir [Root.PlotTarget.GetJobTitle];;;Solicitar el puesto de [Root.PlotTarget.GetJobTitle];;;;;;;;;x
plot_replace_marshal_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle].;Le temps est venu de demander à [Root.Liege.GetTitle] [Root.Liege.GetFirstName] de faire de vous son(a) [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
plot_replace_treasurer_decision;Demand to be made [Root.PlotTarget.GetJobTitle];Demander à devenir [Root.PlotTarget.GetJobTitle];;;Solicitar el puesto de [Root.PlotTarget.GetJobTitle];;;;;;;;;x
plot_replace_treasurer_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle].;Le temps est venu de demander à [Root.Liege.GetTitle] [Root.Liege.GetFirstName] de faire de vous son(a) [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
plot_replace_spymaster_decision;Demand to be made [Root.PlotTarget.GetJobTitle];Demander à devenir [Root.PlotTarget.GetJobTitle];;;Solicitar el puesto de [Root.PlotTarget.GetJobTitle];;;;;;;;;x
plot_replace_spymaster_decision_desc;The time has come to demand that [Root.Liege.GetTitle] [Root.Liege.GetFirstName] name you as [Root.Liege.GetHerHis] [Root.PlotTarget.GetJobTitle].;Le temps est venu de demander à [Root.Liege.GetTitle] [Root.Liege.GetFirstName] de faire de vous son(a) [Root.PlotTarget.GetJobTitle].;;;Ha llegado el momento de exigir que [Root.Liege.GetTitle] [Root.Liege.GetFirstName] os nombre como su [Root.PlotTarget.GetJobTitle].;;;;;;;;;x
EVTTOOLTIPCOUNCILPLOT1;[This.GetTitledFirstName] considers your demand;[This.GetTitledFirstName] réfléchit à votre demande;;;[This.GetTitledFirstName] considera vuestra solicitud;;;;;;;;;x
EVTTOOLTIPCOUNCILPLOT1B;[This.GetLordLady] Regent [This.GetTitledFirstNameWithDynastyNoRegnal] considers your demand;[This.GetLordLady] Régent(e) [This.GetTitledFirstNameWithDynastyNoRegnal] éfléchit à votre demande;;;[This.GetLordLady] Regente [This.GetTitledFirstNameWithDynastyNoRegnal] considera su solicitud;;;;;;;;;x
EVTDESCCOUNCILPLOT1;[Root.PrimaryTitle.GetFOA],\nI have for some time now been observing the poor performance of [FromFrom.PlotTarget.GetJobTitle] [FromFrom.PlotTarget.GetTitledFirstName], whose failures have become a burden on the entire realm. My supporters and I ask that you remove [FromFrom.PlotTarget.GetHerHim] from office at once, and appoint me to the council in [FromFrom.PlotTarget.GetHerHis] stead.\nSigned,\n[FromFrom.GetTitledFirstNameoftheHouse];[Root.PrimaryTitle.GetFOA],\n Cela fait un certain temps que j'observe les piètres performances du/de la [FromFrom.PlotTarget.GetJobTitle] [FromFrom.PlotTarget.GetTitledFirstName], dont les échecs sont devenus un fardeau pour tout le royaume. Moi et les personnes qui me soutiennent, demandons à ce que vous le(a) démettiez de son poste et que vous me nommiez à sa place.\nSigné,\n[FromFrom.GetTitledFirstName] de la Maison [FromFrom.GetOnlyDynastyName].;;;[Root.PrimaryTitle.GetFOA],\nHe estado observando por algún tiempo los malos resultados de [From.PlotTarget.GetTitledFirstName], cuyos fallos se han convertido en una carga para todo el reino. Mis seguidores y yo os pedimos que le retire su cargo inmediatamente, y me nombre en su lugar.\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTACOUNCILPLOT1;Accept;Accepter;;;Aceptar;;;;;;;;;x
EVTOPTBCOUNCILPLOT1;Decline;Refuser;;;Rechazar;;;;;;;;;x
EVTDESCCOUNCILPLOT2;[Root.GetTitledFirstName],\nYour demands are just. I hereby appoint you to the council of [FromFrom.PrimaryTitle.GetName] as [Root.GetJobTitle].\nSigned,\n[From.GetTitledFirstNameoftheHouse];[Root.GetTitledFirstName],\nVotre requête est juste. Par la présente je vous nomme [Root.GetJobTitle] de [FromFrom.PrimaryTitle.GetName].\nSigné,\n[From.GetTitledFirstName] de la Maison [From.GetOnlyDynastyName].;;;[Root.GetTitledFirstName],\nVuestra petición es justa. Por la presente os nombro miembro del consejo de [From.PrimaryTitle.GetName] con el puesto de [Root.GetJobTitle].\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTACOUNCILPLOT2;I knew [From.GetSheHe]'d see reason!;Je savais qu'[From.GetSheHe] entendrait raison !;;;¡Sabía que [From.GetSheHe] entraría en razón!;;;;;;;;;x
EVTDESCCOUNCILPLOT3;With your support, [FromFromFrom.GetTitledFirstNameWithDynasty] has convinced [From.GetTitledFirstName] to appoint [FromFromFrom.GetHerHim] to the council of [FromFrom.PrimaryTitle.GetName] as [FromFromFrom.GetJobTitle].;Grâce à votre soutien, [FromFromFrom.GetTitledFirstNameWithDynasty] a convaincu [From.GetTitledFirstName] de le(la) nommer [FromFromFrom.GetJobTitle] de [FromFrom.PrimaryTitle.GetName].;;;Con tu apoyo, [FromFrom.GetTitledFirstName] ha convencido a [From.GetTitledFirstName] para que lo nombre miembro del consejo de [FromFrom.PrimaryTitle.GetName] con el puesto de [FromFromFrom.GetJobTitle].;;;;;;;;;x
EVTOPTACOUNCILPLOT3;An excellent choice.;Excellent choix.;;;Una excelente elección.;;;;;;;;;x
EVTDESCCOUNCILPLOT4;[Root.GetTitledFirstName],\nI appreciate the years of loyal service you have given on my council, however I'm afraid the time has come for your responsibilities to come to an end. I am hereby naming [FromFromFrom.GetTitledFirstNameWithDynasty] as the new [FromFromFrom.GetJobTitle].\nSigned,\n[From.GetTitledFirstNameoftheHouse];[Root.GetTitledFirstName],\nBien que vous m'ayez servi loyalement durant de nombreuses années, je crains que le temps ne soit venu de mettre fin à vos responsabilités. Par la présente, je nomme [FromFromFrom.GetTitledFirstNameWithDynasty] comme mon(a) nouveau(elle) [FromFromFrom.GetJobTitle].\nSigné,\n[From.GetTitledFirstName] de la Maison [From.GetOnlyDynastyName].;;;[Root.GetTitledFirstName],\nAunque habéis dado muchos años de leales servicios al reino, me temo que ha llegado el momento de que dejéis de tener responsabilidades. Voy a nombrar a [FromFromFrom.GetTitledFirstNameWithDynasty] como mi nuevo [FromFromFrom.GetJobTitle].\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTACOUNCILPLOT4;How dare [From.GetSheHe]!;Comment ose-t-[From.GetSheHe] !;;;¿Cómo se atreve?;;;;;;;;;x
EVTDESCCOUNCILPLOT5;Thanks to a conspiracy led by [FromFromFrom.GetTitledFirstNameWithDynasty], [From.GetTitledFirstName] has betrayed your trust and removed [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] from [FromFromFrom.PlotTarget.GetHerHis] office as [FromFromFrom.PlotTarget.GetJobTitle]!;Suite à une conspiration menée par [FromFromFrom.GetTitledFirstNameWithDynasty], [From.GetTitledFirstName] a trahi votre confiance et démis [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] de son poste de [FromFromFrom.PlotTarget.GetJobTitle] !;;;A raíz de una conspiración liderada por [FromFromFrom.GetTitledFirstNameWithDynasty], [From.GetTitledFirstName] ha traicionado tu confianza y te ha destituido de tu puesto de [FromFromFrom.PlotTarget.GetJobTitle];;;;;;;;;x
EVTOPTACOUNCILPLOT5;This is an outrage!;C'est une offense !;;;Esto es un ultraje!;;;;;;;;;x
EVTDESCCOUNCILPLOT6;[Root.GetTitledFirstName],\nI am afraid that I must reject your demands. [Root.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] has served the realm loyally and well, and will continue to do so in the future. Do not bring this issue before me again.\nSigned,\n[From.GetTitledFirstNameoftheHouse];[Root.GetTitledFirstName],\nJ'ai bien peur de devoir rejeter votre demande. [Root.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] a rendu de bons et loyaux services au royaume, et continuera dans le futur. Veuillez ne plus réitérer une telle requête.\nSigné,\n[From.GetTitledFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName].;;;[Root.GetTitledFirstName],\nMe temo que debo rechazar vuestras demandas. [Root.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] ha servido lealmente y bien al Reino, y seguirá haciéndolo en el futuro. No saquéis este asunto de nuevo ante mí.\nFirmado,\n[From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTACOUNCILPLOT6;Stubborn fool!;Quel imbécile borné !;;;Tonto obstinado!;;;;;;;;;x
EVTDESCCOUNCILPLOT7;Despite your counsel, [From.GetTitledFirstName] refused to see reason, and has refused to appoint [FromFromFrom.GetTitledFirstNameWithDynasty] as [From.GetHerHis] [FromFromFrom.PlotTarget.GetJobTitle]!;Malgré votre conseil, [From.GetTitledFirstName] a refusé d'entendre raison et de nommer [FromFromFrom.GetTitledFirstNameWithDynasty] [FromFromFrom.PlotTarget.GetJobTitle] !;;;A pesar de tu consejo, [From.GetTitledFirstName] se negó a entrar en razón, ¡y se ha negado a nombrar a [FromFromFrom.GetTitledFirstNameWithDynasty] como su [FromFromFrom.PlotTarget.GetJobTitle]!;;;;;;;;;x
EVTOPTACOUNCILPLOT7;Stubborn fool!;Quel imbécile borné !;;;Tonto obstinado!;;;;;;;;;x
EVTDESCCOUNCILPLOT8;[Root.GetTitledFirstName],\nAs you have doubtless heard, [FromFromFrom.GetTitledFirstNameWithDynasty] has conspired among the lords of the realm in an attempt to usurp your rightful place as [Root.GetJobTitle]. I have, of course, rejected [FromFromFrom.GetHerHis] absurd demands.\nSigned,\n[From.GetTitledFirstNameoftheHouse];[Root.GetTitledFirstName],\nJe suppose que vous êtes déjà au courant que  [FromFromFrom.GetTitledFirstNameWithDynasty] a conspiré avec les seigneurs du royaume dans le but d'usurper votre légitime place à mon Conseil comme [Root.GetJobTitle]. J'ai, bien entendu, rejeté sa demande absurde.\nSigné,\n[From.GetTitledFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName].;;;[Root.GetTitledFirstName],\nComo seguramente habréis escuchado, [FromFromFrom.GetTitledFirstNameWithDynasty] ha conspirado con otros vasallos del reino, en un intento de usurparos el lugar que os corresponde como mi [Root.GetJobTitle]. Por supuesto he rechazado sus absurdas demandas.\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTACOUNCILPLOT8;A wise decision, [From.PrimaryTitle.GetFOA];Sage décision, [From.PrimaryTitle.GetFOA];;;Una sabia decision, [From.PrimaryTitle.GetFOA].;;;;;;;;;x
EVTDESCCOUNCILPLOT9;Treachery! A conspiracy led by [FromFromFrom.GetTitledFirstNameWithDynasty] tried to have [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] removed from [From.GetHerHis] rightful place as [FromFromFrom.PlotTarget.GetJobTitle]. Fortunately, [From.GetTitledFirstName] was too wise to fall for their honeyed words, and [FromFromFrom.PlotTarget.GetSheHe] remains in office.;Perfidie ! Une conspiration menée par [FromFromFrom.GetTitledFirstNameWithDynasty] a tenté de démettre [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] de sa légitime place de [FromFromFrom.PlotTarget.GetJobTitle]. Heureusement, [From.GetTitledFirstName] était trop sage pour prêter attention à leurs paroles mielleuses et [FromFromFrom.PlotTarget.GetSheHe] conserve sa place.;;;Traición! Una conspiración encabezada por [FromFromFrom.GetTitledFirstNameWithDynasty] trató que [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] fuera despedido de su cargo legítimo como [FromFromFrom.PlotTarget.GetJobTitle]. Afortunadamente, [From.GetTitledFirstName] fue lo bastante sabio como para caer en sus melosas palabras y [FromFromFrom.PlotTarget.GetTitledFirstName] [FromFromFrom.PlotTarget.GetOnlyDynastyName] permanecerá en el cargo.;;;;;;;;;x
EVTOPTACOUNCILPLOT9;Well done, [From.PrimaryTitle.GetFOA].;Bien joué, [From.PrimaryTitle.GetFOA].;;;Bien hecho, [From.PrimaryTitle.GetFOA].;;;;;;;;;x
EVTDESCCOUNCILPLOT10;[From.GetLordLady] Regent [From.GetTitledFirstNameWithDynastyNoRegnal] has made a new appointment to your council. [From.GetSheHeCap] agreed to [FromFromFrom.GetTitledFirstName]'s petition, appointing [FromFromFrom.GetHerHim] to the council as [FromFromFrom.PlotTarget.GetJobTitle] at the expense of [FromFromFrom.PlotTarget.GetTitledFirstName].;[From.GetLordLady] Régent [From.GetTitledFirstNameWithDynastyNoRegnal] a nommé un nouveau membre à votre conseil. [From.GetSheHeCap] a accepté la demande de [FromFromFrom.GetTitledFirstName], le(la) nommant au conseil en tant que [FromFromFrom.PlotTarget.GetJobTitle], au détriment de [FromFromFrom.PlotTarget.GetTitledFirstName].;;;[From.GetLordLady] Regente [From.GetTitledFirstNameWithDynastyNoRegnal] ha realizado un nuevo nombramiento en el consejo. Ha aceptado la petición de [FromFromFrom.GetTitledFirstName] nombrándole como [FromFromFrom.PlotTarget.GetJobTitle] del consejo a expensas de [FromFromFrom.PlotTarget.GetTitledFirstName].;;;;;;;;;x
EVTOPTACOUNCILPLOT10;I'm sure [From.GetSheHe] knows what [From.GetSheHe] is doing;Je suis sûr(e) qu'[From.GetSheHe] sais ce qu'[From.GetSheHe] fait.;;;Estoy seguro de que sabe lo que hace.;;;;;;;;;x
EVTTOOLTIPCOUNCILPLOT11;considers your demand;réfléchit à votre demande;;;considerando tu petición;;;;;;;;;x
EVTDESCCOUNCILPLOT50;You have changed your mind regarding who is best fit to occupy a particular position on the council.;Vous avez changé d'avis quant à la personne la plus appropriée pour occuper une position particulière au sein du conseil. ;;;Has cambiado de opinión acerca de la persona más apropiada para ocupar un cargo en particular en el seno del Consejo Privado.;;;;;;;;;x
EVTOPTACOUNCILPLOT50;Out with the old, in with the new.;Dehors les anciens, place aux jeunes.;;;Fuera lo viejo, adentro lo nuevo.;;;;;;;;;x
EVTDESCCOUNCILPLOT51;Rumors about the court suggest that [From.GetTitledFirstName] has betrayed you. They say [From.GetSheHe] is plotting to give your council position to someone else!;Les rumeurs de la Cour suggèrent que [From.GetTitledFirstName] vous a trahi(e). Elles disent qu'[From.GetSheHe] complote pour donner votre place au conseil à quelqu'un d'autre !;;;Los rumores de la Corte apuntan que [From.GetTitledFirstName] te ha traicionado. Dicen [From.GetSheHe] está conspirando para colocar a otra persona en tu puesto del Consejo Privado!;;;;;;;;;x
EVTOPTACOUNCILPLOT51;Traitor!;Traître !;;;Traidor!;;;;;;;;;x
EVTDESCCOUNCILPLOT52;Your close friend [councillor_friend.GetTitledFirstNameNoRegnal] [councillor_friend.GetOnlyDynastyName] has served on [Root.Liege.GetTitledFirstName]'s council for some time now. It is a position [councillor_friend.GetSheHe] is well suited for.;Votre ami proche [councillor_friend.GetTitledFirstNameNoRegnal] [councillor_friend.GetOnlyDynastyName] sert au conseil de [Root.Liege.GetTitledFirstName] depuis un certain temps désormais. [councillor_friend.GetSheHeCap] est fait pour ce poste.;;;Uno de tus amigos más cercanos es miembro del Consejo Privado de [Root.Liege.GetTitledFirstNameWithDynastyAndTitleNoRegnal] desde hace algún tiempo. Es un cargo muy apropiado para él.;;;;;;;;;x
EVTOPTACOUNCILPLOT52;Truly, there are none better!;Personne n'est plus apte que lui !;;;En verdad, no hay ninguno mejor!;;;;;;;;;x
EVTDESCCOUNCILPLOT53;Your friend [From.GetTitledFirstName] talked to you today about your fine service to [Root.Liege.GetTitledFirstName].;Votre ami [From.GetTitledFirstName] vous a parlé aujourd'hui des bons services que vous rendez à [Root.Liege.GetTitledFirstName].;;;Tu amigo [From.GetTitledFirstName] te habló hoy sobre el buen servicio que estás prestando a [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTOPTACOUNCILPLOT53;It's good to know someone appreciates it.;Il est bon de savoir que quelqu'un apprécie mon travail. ;;;Es bueno saber que alguien aprecia mi trabajo.;;;;;;;;;x
EVTDESCCOUNCILPLOT54;Removing [From.GetTitledFirstNameWithDynasty] from the council has angered those in your court who supported [From.GetHerHis] membership.;Démettre [From.GetTitledFirstNameWithDynasty] de ses fonctions au conseil a énervé ceux de votre cour qui le(a) soutienne.;;;Destituir a [From.GetTitledFirstNameWithDynasty] de su cargo en el Consejo ha enfadado a aquellos que le apoyaban.;;;;;;;;;x
EVTOPTACOUNCILPLOT54;I don't care what they think;Je me fiche de ce qu'il pense.;;;No me importa lo que piensen.;;;;;;;;;x
EVTDESCCOUNCILPLOT55;[FromFrom.GetTitledFirstNameWithDynasty], the very [FromFrom.GetManWoman] you supported for membership, has been removed from [From.GetTitledFirstNameNoRegnal]'s council!;[FromFrom.GetTitledFirstNameWithDynasty], le(a) [FromFrom.GetManWoman] que vous soutenez a été démis de ses fonctions au conseil de [From.GetTitledFirstNameNoRegnal] !;;;[FromFrom.GetTitledFirstNameWithDynasty], la persona a la que apoyas ha sido destituido de su cargo en el Consejo de [From.GetTitledFirstNameNoRegnal]!;;;;;;;;;x
EVTOPTACOUNCILPLOT55;I am disgruntled with this decision;Je suis mécontent de cette décision;;;Estoy satisfecho d esta decisión.;;;;;;;;;x
EVTOPTBCOUNCILPLOT4;That [GetRootFromFromFromInsult] will pay for this!;Ce(tte) [GetRootFromFromFromInsult] va le payer !;;;Este [GetRootFromFromFromInsult] lo pagará!;;;;;;;;;x
EVTOPTBCOUNCILPLOT6;I will not forget [Root.PlotTarget.GetTitledFirstNameWithDynasty]'s part in this!;Je n'oublierai pas que [Root.PlotTarget.GetTitledFirstNameWithDynasty] a prit part à une telle infamie !;;;No olvidaré que [Root.PlotTarget.GetTitledFirstNameWithDynasty] ha participado en tal infamia!;;;;;;;;;x
