#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WARNING: SPOILERS ARE IN THIS FILE;;;;;;;;;;;;;;x
EVTOPTAtower_of_joy.999;They died with honour;Ils sont morts avec honneur.;;;Murieron con honor;;;;;;;;;x
EVTDESCtower_of_joy.10;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Thankfully Lyanna is alive and well.;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Heureusement Lyanna est saine et sauve. ;;;Después de una feroz pelea, muchos de mis compañeros yacen muertos. He tomado piedras de la torre y he hecho túmulos para ellos y nuestros enemigos. Por suerte, Lyanna está sana y salva.;;;;;;;;;x
EVTOPTBtower_of_joy.10;Thank the gods;Dieux merci;;;Adorados sean los dioses.;;;;;;;;;x
EVTDESCtower_of_joy.11;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Alas Lyanna is dead also so it was all for nought.;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Hélas Lyanna est morte également et tout cela n'aura servi a rien. ;;;Después de una feroz pelea, muchos de mis compañeros yacen muertos. He tomado piedras de la torre y he hecho túmulos para ellos y nuestros enemigos. Pero Lyanna ha muerto también y todo ha sido para nada.;;;;;;;;;x
EVTOPTBtower_of_joy.11;She is with Brandon and father now;Elle est avec père et Brandon désormais;;;Se encuentra con padre y con Brandon ahora.;;;;;;;;;x
EVTDESCtower_of_joy.12;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Thankfully Lyanna is alive and well and my friends sacrifice was not in vain.;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Heureusement Lyanna est vivante et le sacrifice de mes compagnons n'aura pas été en vain.;;;Después de una feroz pelea, muchos de mis compañeros yacen muertos. He tomado piedras de la torre y he hecho túmulos para ellos y nuestros enemigos. Por suerte, Lyanna está sana y salva, el sacrificio de mis amigos no fue en vano.;;;;;;;;;x
EVTOPTAtower_of_joy.12;Thank the gods;Dieux merci;;;Adorados sean los dioses.;;;;;;;;;x
EVTDESCtower_of_joy.13;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Alas we were too late and Lyanna has perished...;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Hélas nous sommes arrivés trop tard et Lyanna avait déjà péri...;;;Después de una feroz pelea, muchos de mis compañeros yacen muertos. He tomado piedras de la torre y he hecho túmulos para ellos y nuestros enemigos. Pero hemos llegado demasiado tarde y Lyanna ha fallecido...;;;;;;;;;x
EVTOPTAtower_of_joy.13;She is with Brandon and father now;Elle est avec Père et Brandon désormais;;;Se encuentra con padre y con Brandon ahora.;;;;;;;;;x
EVTTOOLTIPtower_of_joy.10;The fight is finished, now to enter the tower...;Le combat est fini, il est maintenant temps d'entrer dans la tour…;;;La pelea ha terminado, ahora a entrar a la torre...;;;;;;;;;x
opinion_coward_TOJ;Coward;Couard;;;Cobarde;;;;;;;;;x
opinion_companion_TOJ;Companion;Compagnon;;;Compañero;;;;;;;;;x
EVTDESCtower_of_joy.15;Ned Stark has managed to rescue Lyanna from the clutches of Rhaegar Targaryen and the King's Guard at the Tower of Joy. However it would appear Lyanna and the prince had some sort of love child!;Ned Stark a réussi à sauver Lyanna de Rhaegar Targaryen et de la Garde Royale à la Tour de la Joie. Cependant il semble que Lyanna et le Prince aient eu un enfant ensemble !;;;Ned Stark ha logrado rescatar a Lyanna del poder de Rhaegar Targaryen y la Guardia Real en la Torre de la Alegría. Sin embargo, parece que Lyanna y el príncipe han tenido un hijo!;;;;;;;;;x
EVTOPTAtower_of_joy.15;How disappointing...;Que c'est décevant…;;;Qué decepción...;;;;;;;;;x
EVTOPTBtower_of_joy.15;I cannot love her now;Je ne peux plus l'aimer désormais;;;No puedo amarla ahora.;;;;;;;;;x
EVTDESCtower_of_joy.16;Joyous news! My beloved Lyanna has been rescued from the Tower of Joy by Ned Stark and his companions. Many fell including the Kingsguard who were there, but she is safe now....;Heureuses nouvelles! Ma bien-aimée Lyanna a été sauvée par Ned Stark et ses compagnons à la Tour de la Joie. Beaucoup sont tombés, dont la Garde Royale qui était là-bas, mais elle est désormais en sécurité...;;;Alegres noticias! Mi amada Lyanna ha sido rescatada de la Torre de la Alegría por Ned Stark y sus compañeros. Muchos han caído, incluyendo a la Guardia Real que estaba allí, pero ella está a salvo ahora....;;;;;;;;;x
EVTOPTAtower_of_joy.16;The war was worth it;La guerre en valait la peine.;;;La guerra valió la pena.;;;;;;;;;x
EVTDESCtower_of_joy.17;Lyanna Stark has tragically died at the Tower of Joy, despite Ned Stark's best efforts to save her. It would seem that the deaths of some of his companions and the Kingsguard there were for nought, especially seeing as Rhaegar and Lyanna had a love child which Ned has revealed.;Lyanna Stark est tragiquement morte dans la tour de la Joie malgré les efforts de Ned pour la sauver. Il semblerait que la mort de ses compagnons et des Manteaux Blancs n'ait servi à rien. Ce sentiment a encore été renforcé lors de la découverte par Ned d'un enfant de Lyanna et Rhaegar. ;;;Lyanna Stark ha muerto trágicamente en la Torre de la Alegría, pese a los esfuerzos de Ned Stark para salvarla. Parece que las muertes de algunos de sus compañeros y algunos miembros de la Guardia Real no sirvieron para nada, especialmente teniendo en cuenta que Ned ha descubierto un hijo entre Rhaegar y Lyanna.;;;;;;;;;x
EVTOPTAtower_of_joy.17;The pain, all for nothing...;Quelle douleur, tout ça pour rien…;;;Que dolor, todo para nada...;;;;;;;;;x
EVTOPTBtower_of_joy.17;That is most tragic;C'est le plus tragique;;;Eso es muy trágico.;;;;;;;;;x
EVTDESCtower_of_joy.18;Lyanna Stark has tragically died at the Tower of Joy, despite Ned Stark's best efforts to save her. It would seem that the of deaths some of his companions and the Kingsguard there were for nought.;Lyanna Stark est tragiquement morte dans la tour de la Joie malgré les efforts de Ned pour la sauver. Il semblerait que la mort de ses compagnons et des Manteaux Blancs n'ait servi à rien.;;;Lyanna Stark ha muerto trágicamente en la Torre de la Alegría, pese a los esfuerzos de Ned Stark para salvarla. Parece que las muertes de algunos de sus compañeros y algunos miembros de la Guardia Real no sirvieron para nada.;;;;;;;;;x
EVTDESCtower_of_joy.20;The war has been long and hard, and during my toils I have come into the care of a bastard child...;La guerre était longue et dure, et durant la campagne j'ai eu un bâtard…;;;La guerra ha sido larga y dura, y durante la campaña he quedado a cargo de un hijo bastardo...;;;;;;;;;x
EVTOPTAtower_of_joy.20;I shall raise him as my own child;Je vais l'élever comme mon propre enfant;;;Lo criaré como mi propio hijo.;;;;;;;;;x
EVTDESCtower_of_joy.19;Me and my fellow Kingsguard have vanquished Ned Stark and his companions, we should protect Lady Lyanna now...;Moi et mes camarades de la Garde Royale avons vaincu Ned Stark et ses compagnons, nous devrions protéger Lady Lyanna maintenant…;;;Mis compañeros de la Guardia Real y yo hemos derrotado a Ned Stark y sus hombres. Debemos proteger a lady Lyanna ahora...;;;;;;;;;x
EVTOPTAtower_of_joy.19;My oath compels me;Mon serment me contraint;;;Mi juramento me obliga.;;;;;;;;;x
EVTDESCtower_of_joy.21;Grave news, Ned and his companions have been defeated at the Tower of Joy by Ser [From.GetFirstNameWithDynasty] and his fellows in the Kingsguard. My beloved Lyanna has been taken across the narrow sea...;Graves nouvelles, Ned et ses compagnons ont été défaits à la Tour de la Joie par Ser [From.GetFirstNameWithDynasty] et ses camarades de la Garde Royale. Ma bien-aimée Lyanna a été emmenée au-delà du Détroit... ;;;Malas noticias, Ned y sus compañeros han sido derrotados en la Torre de la Alegría por [From.GetFirstNameWithDynasty] y sus compañeros de la Guardia Real, y mi amada Lyanna ha sido llevada más allá del Mar Angosto...;;;;;;;;;x
EVTOPTAtower_of_joy.21;The pain...;La douleur…;;;El dolor...;;;;;;;;;x
EVTDESCtower_of_joy.22;Here I am in Pentos;Me voilà à Pentos;;;Aquí estoy en Pentos.;;;;;;;;;x
EVTOPTAtower_of_joy.22;This ain't so bad;Ce n'est pas si mal;;;Esto no es tan malo.;;;;;;;;;x
EVTTOOLTIP76101;is angered;est en colère;;;está furioso;;;;;;;;;x
EVTDESCtower_of_joy.23;Ned, The dishonour Lady Lyanna has brought upon me by mothering the child of Prince Rhaegar is too much to bear. My love for her cannot be the same again and hence my marriage to her is anulled forthwith.\n\n Regards,\nRobert;Ned, le déshonneur qu'a jeté sur moi Lady Lyanna en donnant un fils du Prince Rhaegar est trop lourd à porter. Mon amour pour elle ne pourra plus jamais être le même aussi j'annule notre mariage.\n\n Cordialement,\nRobert;;;Ned, la deshonra que lady Lyanna me ha ocasionado al dar a luz un hijo del príncipe Rhaegar es algo que no puedo soportar. Mi amor hacia ella no volverá a ser el mismo por lo que nuestra boda queda anulada a partir de este momento.\n\n Saludos,\nRobert;;;;;;;;;x
EVTOPTAtower_of_joy.23;How disappointing;Quelle déception;;;Qué decepción.;;;;;;;;;x
EVTDESCtower_of_joy.240;After the glorious battle is over, you turn your horse and ride like a madman for several days, towards the Tower of Joy in the Red Mountains of Dorne. Upon your arrival the courtyard is oddly silent, the few servants apparently wary. When you dismount - the blood of your vanquished foe still splattered on your jeweled breastplate - your three White Knights show themselves and bow towards you, the look on their faces stern and solemn. Suddenly, the exultancy of your brilliant victory gives way to worry, wondering what kind of news are welcoming you back at your love nest... ;Lorsque la glorieuse bataille prend fin vous faîtes sceller votre cheval puis chevauchez comme un fou, poussant votre monture dans ses derniers retranchements. Au bout de quelques jours vous parvenez enfin à la Tour de la Joie dans les Montagnes Rouges de Dorne. A votre arrivée la cour est étrangement silencieuse et le peu de serviteurs que vous croisez vous salue discrètement avant de détaler. Après avoir démonté et vous être débarassé de votre pectoral dont les joyaux incrustés sont encore eclaboussés du sang séché de votre rival, vous apercevez vos trois chevaliers de la Garde qui viennent vous saluer. A la vue de leur mine solennelle vous commencez à vous inquiéter. Quelle type de nouvelle pourrait bien les assombrir à ce point alors que vous revenez triomphant ?;;;Cuando la gloriosa batalla termina, cabalgas como un loco durante días hacia la Torre de la Alegría en las Montañas Rojas de Dorne. Al llegar todo está extrañamente silencioso. Cuando desmontáis, la sangre de vuestro enemigo derrotado aún mancha vuestra coraza enjoyada. Tres Caballeros Blancos se muestran y hacen reverencias con sus rostros adustos y solemnes. De repente, la exultación de vuestra victoria da paso a la preocupación mientras os preguntáis qué es lo que espera en vuestro nido de amor...;;;;;;;;;x
EVTOPTAtower_of_joy.240;I must enter the tower...;Je devrais entrer dans la tour…;;;Debo entrar a la torre...;;;;;;;;;x
EVTDESCtower_of_joy.24;You enter the chamber in a hurry and your heart jumps: Lady Lyanna is at bed, feeding a child at her breast. She's as beautiful as ever a woman was. She looks up at you, her smiling blue eyes filled with joy, pride and love, and looks at you expectantly...;Votre coeur bat à la chamade alors que vous gravissez les marches quatre à quatre. Vous manquez de fracasser la porte lorsque vous découvrez lady Lyanna dans le lit qui nourrit un enfant au sein. Elle est la plus belle femme qui soit. Elle lève ses yeux bleus vers vous, un sourire aux lèvres. Son regard est emplie de joie, de fierté et d'amour... ;;;Entras a la habitación con prisa y vuestro corazón da un vuelco: Lady Lyanna está en la cama, amamantando a un bebé. Está más hermosa que nunca, sus sonrientes ojos azules os miran, llenos de alegría, orgullo y amor...;;;;;;;;;x
EVTDESCtower_of_joy.25;Ser Oswell Whent, with a grave look in his eyes, leads you silently inside the Tower. You enter the chamber, partially dark, and for a moment you stagger under a strong smell of... blood, you'd guess. And something sweeter too, blood... and roses. Lady Lyanna is in the bed, the linen stained, rose petals scattered all around her, dark and dead. She's quietly sobbing, her feverish eyes finally leaving the poor dead thing she seems to be cradling. Her voice is thin, ill, strained, but her look is still fierce, albeith sad and exhausted: 'Dead. Our poor, beautiful child... is dead';"Ser Oswell Whent, le regard grave, vous conduit en silence à travers la tour. Vous entrez dans la chambre partiellement plongée dans l'obscurité. Vous percevez une odeur de... sang mêlée à un parfum plus doux... des roses. Lady Lyanna est couché dans le lit dont les couvertures sont tâchées par le sang. Des pétales de roses ont été déposées tout autour d'elle. Lyanna sanglote doucement tandis qu'elle berce cette petite chose morte. Ses yeux fiévreux finissent par quitter le petit nourrisson et se posent sur vous. Sa voix est faible et sanglotante mais son regard est toujours empli de fierté bien que triste et fatigué: ""Mon chéri. Notre pauvre et magnifique enfant... est mort."" ";;;Ser Oswell Whent, con una seria mirada, te guía en silencio dentro de la Torre. Entras a la habitación, parcialmente oscura, y por un momento te asombra un fuerte olor a... sangre, supones. Y algo más dulce también, sangre... y rosas. Lady Lyanna está en la cama, su ropa de lino manchada, pétalos de rosa a su alrededor, oscuros y muertos. Solloza en silencio, sus febriles ojos finalmente dejan la pobre cosita muerta que parece estar acunando. Su voz es débil, frágil, cansada pero su mirada sigue siendo fiera aunque triste y exhausta: 'Muerto... Nuestro pobre y hermoso hijo... está muerto';;;;;;;;;x
EVTDESCtower_of_joy.26;You approach your Knights, more and more worried. The old Ser Oswell Whent looks at you straight in the eyes, with a hint of sadness amidst his usual solemnity: 'Lady Lyanna Stark died two days ago, Your Highness. We're sorry, but there was nothing more Maester Klaudin could have done to save her from such massive blood loss.' Your vision clouds for a moment: you commanded the three best Knights in the Realm to protect your lover and they failed. Treason? Then your vision clears, and you eventually notice that Ser Gerold Hightower is offering you a crying baby...;"L'inquiétude monte en vous tandis que vous rejoignez vos chevaliers. Le vieux ser Oswell Whent vous regarde droit dans les yeux et vous percevez une certaine tristesse qui se dégage de son regard: ""Lady Lyanna est morte il y a deux jours mon prince. Nous sommes désolé mais mestre Klaudin n'a rien pu faire pour la sauver d'une telle perte de sang."" L'espace d'un instant votre vision se brouille, vous avez commandé à vos meilleurs chevaliers de protéger votre amour et ils ont échoué. Trahison ? Puis vous revenez à la réalité alors que ser Gerold Hightower vous tend un bébé en train de pleurer...";;;Te acercas a tus Caballeros, cada vez más preocupado. El viejo Ser Oswell Whent te mira directamente a los ojos, con un indicio de tristeza en su solemnidad usual: 'Lady Lyanna Stark murió hace dos días, Alteza. Lo lamentamos, no hubo nada que el maestre Klaudin pudiera hacer para salvarla ante tanta pérdida de sangre. 'La visión se te nubla por un momento: ordenaste a los tres mejores Caballeros del Reino que protegieran a tu amada y fallaron. ¿Traición? Tu visión se aclara y notas que Ser Gerold Hightower te entrega un bebé que llora...;;;;;;;;;x
EVTDESCtower_of_joy.27;Ser Oswell Whent, with a grave look in his eyes, leads you silently inside the Tower. You enter the chamber, partially dark, and for a moment you stagger under a strong smell of... blood, you'd guess. And something sweeter too, blood... and roses. Lady Lyanna is in the bed, the linen stained, rose petals scattered all around her, dark and dead. She's quietly sobbing, her feverish eyes finally leaving the poor dead thing she seems to be cradling. Her voice is thin, exhausted, strained: 'Dead. Our poor, beautiful child... is dead'. You realize in growing horror that Lady Lyanna herself is still bleeding in this very moment. Maester Klaudin, by her side, looks up at you and silently shakes his head. You hold Lady Stark's hand, the once fierce light in her eyes dimming while she murmurs something at you, a last look of sad regret for what could have been, and will be not...;"Ser Oswell Whent, le regard grave, vous conduit en silence à travers la tour. Vous entrez dans la chambre partiellement plongée dans l'obscurité. Vous percevez une odeur de... sang mêlée à un parfum plus doux... des roses. Lady Lyanna est couché dans le lit dont les couvertures sont tâchées par le sang. Des pétales de roses ont été déposées tout autour d'elle. Lynna sanglote doucement tandis qu'elle berce cette petite chose morte. Ses yeux fiévreux finissent par quitter le petit nourrisson et se posent sur vous. Sa voix est faible et sanglotante mais son regard est toujours emplie de fierté bien que triste et fatigué: ""Mon chéri. Notre pauvre et magnifique enfant... est mort."" Horrifié, il vous faut du temps pour remarquer que Lyanna perd toujours du sang. Mestre Klaudin, assis à côté d'elle vous regarde tristement avant de secouer discrètement la tête. Vous prenez la main de lady Stark, son regard sauvage s'apaise alors qu'il rencontre le votre. Ses yeux sont tristes et semblent regrettés ce qui aurait pu être et ne sera jamais... ";;;Ser Oswell Whent, con una seria mirada, te guía en silencio dentro de la Torre. Entras a la habitación, parcialmente oscura, y por un momento te asombra un fuerte olor a... sangre, supones. Y algo más dulce también, sangre... y rosas. Lady Lyanna está en la cama, su ropa de lino manchada, pétalos de rosa a su alrededor, oscuros y muertos. Solloza en silencio, sus febriles ojos finalmente dejan la pobre cosita muerta que parece estar acunando. Su voz es débil, frágil, cansada pero su mirada sigue siendo fiera aunque triste y exhausta: 'Muerto... Nuestro pobre y hermoso hijo... está muerto'. Descubres con horror que lady Lyanna aún está sangrando. El maestre Klaudin, a su lado, levanta la mirada hacia ti y niega con la cabeza en silencio. Tomas a lady Stark de la mano, la feroz luz de sus ojos se atenúa mientras te susurra algo, una última mirada de triste remordimiento de lo que pudo ser y no será...;;;;;;;;;x
EVTOPTAtower_of_joy.24;This madness must stop, send them home;Celle folie doit cesser, ramenez-les chez eux;;;Esta locura debe terminar, enviadles a casa.;;;;;;;;;x
EVTOPTBtower_of_joy.24;They have caused much trouble, I shall keep them here for now;Ils ont causé bien des troubles, je vais les garder ici pour le moment;;;Han causado muchos problemas, los mantendré aquí por ahora.;;;;;;;;;x
EVTOPTCtower_of_joy.24;I shall care for my love and her child;Je dois m'occuper de mon amour et de son enfant;;;Me encargaré de mi amor y su hijo.;;;;;;;;;x
EVTOPTDtower_of_joy.24;She should be my Queen!;Elle devrait être ma reine;;;Ella debe ser mi Reina!;;;;;;;;;x
EVTOPTAtower_of_joy.25;This madness must stop, send her home;Celle folie doit cesser, ramenez la chez elle;;;Esta locura debe terminar, enviadla a casa.;;;;;;;;;x
EVTOPTBtower_of_joy.25;She has caused much trouble, I shall keep her here for now;Elle a causé bien des troubles, je vais la garder ici pour le moment;;;Ha causado muchos problemas, la mantendré aquí por ahora.;;;;;;;;;x
EVTOPTCtower_of_joy.25;I shall care for my love;Je dois m'occuper de mon amour;;;Me encargaré de mi amor.;;;;;;;;;x
EVTOPTAtower_of_joy.26;He should be raised in the North, Lyanna's home;Il doit être éduquer dans le Nord, là d'où vient Lyanna;;;Debe ser criado en el Norte, el hogar de Lyanna.;;;;;;;;;x
EVTOPTBtower_of_joy.26;The baby has to die for the sake of House Targaryen and of the Kingdom;Le bébé doit mourir pour le bien du royaume et de la maison Targaryen;;;El bebé debe morir por el bien de la Casa Targaryen y el Reino.;;;;;;;;;x
EVTOPTCtower_of_joy.26;I shall raise him as my own, I owe it to my love;Je l'éleverai comme mon enfant, je le dois bien à mon amour;;;Lo criaré como mío, se lo debo a mi amor.;;;;;;;;;x
EVTOPTDtower_of_joy.26;She was my true Queen, and he my trueborn son!;Elle était ma véritable reine et il est mon véritable fils !;;;Ella fue mi verdadera Reina, ¡él es mi hijo legítimo!;;;;;;;;;x
EVTOPTAtower_of_joy.27;Her body must be sent to Winterfell;Son corps doit être envoyé à Winterfell;;;Su cuerpo debe ser enviado a Invernalia.;;;;;;;;;x
