#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCnightswatch.5;I currently have titles in my possession that should belong to the Night's Watch. Perhaps I should return them to the black brothers?;J'ai actuellement des titres en ma possession qui devraient revenir à la Garde de Nuit. Peut-être devrais les redonner aux Frères Noirs ?;;;Poseo títulos que deberían pertenecer a la Guardia de la Noche. Debería devolverlos a los hermanos negros?;;;;;;;;;x;
EVTOPTAnightswatch.5;Honour dictates that I should;L'Honneur demande à ce que je le fasse;;;El honor exige que lo haga;;;;;;;;;x;
EVTDESCnightswatch.6;I am a Sworn Brother of the Night's Watch;Je suis un frère juré de la Garde de Nuit;;;Soy un hermano juramentadado de la Guardia de la Noche;;;;;;;;;x;
EVTOPTAnightswatch.6;I pledge my life and honor to the Night's Watch;Je voue mon existence et mon honneur à la Garde de Nuit;;;He jurado lealtad a la Guardia de la Noche;;;;;;;;;x;
EVTOPTBnightswatch.6;I am a Maester, I cannot be in command;Je suis un mestre, je ne peux commander.;;;Soy un maestre, no puedo comandar;;;;;;;;;x;
EVTOPTCnightswatch.6;I am a Maester, I cannot be Lord Commander;Je suis un mestre, je ne peux être Lord Commandant;;;Soy un maestre, no puedo ser Lord Comandante;;;;;;;;;x;
EVTOPTDnightswatch.6;Back to watch for me;Retour à la garde pour moi;;;Vuelve a la Guardia por mí;;;;;;;;;x;
EVTOPTEnightswatch.6;The Nightswatch is not a merchant republic!;La Garde de Nuit n'est pas une république marchande !;;;La Guardia de la Noche no es una república mercante!;;;;;;;;;x;
EVTOPTFnightswatch.6;I must abandon my old ways;Je dois abandonner mes anciennes habitudes.;;;Debo abandonar mis antiguas costumbres;;;;;;;;;x;
EVTOPTGnightswatch.6;I will hold no land or titles;Je ne tiendrais ni terres, ni titres;;;No poseeré tierras ni títulos;;;;;;;;;x;
EVTOPTHnightswatch.6;I am no longer a kingsguard;Je ne suis plus un membre de la Garde Royale;;;Ya no soy un miembro de la Guardia Real;;;;;;;;;x;
EVTDESCnightswatch.7;The tradition of the Night's Watch is one of equal brotherhood where everyone has an equal say.;La tradition de la Garde de Nuit veut que tous soient égaux.;;;La tradición de la Guardia de la Noche dice que todos los hermanos son iguales;;;;;;;;;x;
EVTOPTAnightswatch.7;I must observe this law;Je dois respecter cette loi;;;Debo obedecer la ley;;;;;;;;;x;
title_first_ranger;First Ranger;Premier Patrouilleur;;;Primer Explorador;;;;;;;;;x;
title_first_ranger_desc;The First Ranger is the officer in charge of the Watch's main fighting force, many First Ranger's go on to become Lord Commanders.;Le Premier Patrouilleur est l'officier en charge des forces armées de la Garde et des patrouilles, de nombreux Premiers Patrouilleurs sont devenus Lords Commandants par la suite.;;;El Primer Explorador es el oficial al cargo de las fuerzas armadas de la Guardia y de las patrullas, numerosos Primeros Exploradores han llegado a ser Lords Comandantes.;;;;;;;;;x;
title_first_steward;First Steward;Lord Intendant;;;Primer Mayordomo;;;;;;;;;x;
title_first_steward_desc;The First Steward is the officer in charge of the Watch's largest order, tasked with the day to day running and administration of the Watch.;Le Lord Intendant est l'officier en charge de l'Intendance, c'est lui qui fait tourner au jour le jour la Garde et gère l'administration.;;;El Primer Mayordomo es el oficial al cargo de la intendencia, del quehacer diario y la administración.;;;;;;;;;x;
title_first_builder;First Builder;Premier Constructeur;;;Primer Constructor;;;;;;;;;x;
title_first_builder_desc;The First Builder is the officer in charge of the order responsible for maintaining the Wall, the castles, and the equipment.;Le Premier Constructeur est l'officier en charge du Génie, des Gardes affectés à la maintenance du Mur, des châteaux et de l'équipement. ;;;El Primer Constructor es el oficial al cargo del mantenimiento del Muro y de los castillos, así como del equipo.;;;;;;;;;x;
nw_ranger;Ranger;Patrouilleur;;;Explorador;;;;;;;;;x;
nw_steward;Steward;Intendant;;;Mayordomo;;;;;;;;;x;
nw_builder;Builder;Constructeur;;;Constructor;;;;;;;;;x;
EVTTITLEnightswatch.8;Your Watch Begins;Notre Garde commence;;;Nuestra Guardia comienza;;;;;;;;;x;
EVTDESCnightswatch.8;Night gathers, and now my watch begins. It shall not end until my death.\n\nI shall take no wife, hold no lands, father no children. I shall wear no crowns and win no glory. I shall live and die at my post.\n\nI am the sword in the darkness, I am the watcher on the walls. I am the fire that burns against the cold, the light that brings the dawn, the horn that wakes the sleepers, the shield that guards the realms of men.\n\nI pledge my life and honor to the Night's Watch, for this night, and all the nights to come.;La Nuit se regroupe, et voici que débute ma garde. Jusqu’à ma mort, je la monterai. Je ne prendrai femme, ne tiendrai terre, ni n’engendrerai. Je ne porterai de couronne, n’acquerrai de gloire. Je vivrai et mourrai à mon poste. Je suis l’épée dans les Ténèbres. Je suis le veilleur aux remparts. Je suis le feu qui flambe contre le froid, la lumière qui rallume l’aube, le cor qui secoue les dormeurs, le bouclier protecteur des Royaumes humains. Je voue mon existence et mon honneur à la Garde de Nuit, je les lui voue pour cette nuit-ci comme pour toutes les nuits à venir.;;;Escuchad mis palabras, sed testigos de mi juramento... La noche se avecina, ahora empieza mi guardia. No terminará hasta el día de mi muerte. No tomaré esposa, no poseeré tierras, no engendraré hijos. No llevaré corona, no alcanzaré la gloria. Viviré y moriré en mi puesto. Soy la espada en la oscuridad. Soy el vigilante del Muro. Soy el fuego que arde contra el frío, la luz que trae el amanecer, el cuerno que despierta a los durmientes, el escudo que defiende los reinos de los hombres. Entrego mi vida y mi honor a la Guardia de la Noche, durante esta noche y todas las que estén por venir.;;;;;;;;;x;
EVTOPTAnightswatch.8;I have been assigned to be a Ranger of the Night's Watch;J'ai été désigné comme Patrouilleur pour servir la Garde de Nuit;;;He sido asignado a los Explorares de la Guardia de la Noche;;;;;;;;;x;
EVTOPTAnightswatch.9;I have been assigned as a Steward of the Night's Watch;J'ai été désigné comme Intendant pour servir la Garde de Nuit;;;He sido asignado a los Mayordomos de la Guardia de la Noche;;;;;;;;;x;
EVTOPTAnightswatch.10;I have been assigned to be a Builder of the Night's Watch;J'ai été désigné comme Constructeur pour servir la Garde de Nuit;;;He sido asignado a los Constructores de la Guardia de la Noche;;;;;;;;;x;
nightswatch;Black Brother;Frère Noir;;;Hermano Negro;;;;;;;;;x;
nightswatch_desc;This character is a Sworn Brother of the Night's Watch;Ce personnage est un frère juré de la Garde de Nuit;;;Este personaje es un hermano juramentado de la Guardia de la Noche;;;;;;;;;x;
CB_NAME_GREAT_RANGING;Great Ranging;Grande Patrouille;;;Gran Exploración;;;;;;;;;x;
WAR_NAME_GREAT_RANGING;$ORDER$Great Ranging;$ORDER$Grande Patrouille;;;$ORDENAR$Gran Exploración;;;;;;;;;x;
great_ranging_desc;The wildlings are rallying behind a powerful wildling warlord, and are a threat to the Wall. Ride in force against them and destroy their realm.;Les Sauvageons se rassemblent autour d'un puissant seigneur de guerre sauvageon, et menacent le Mur. Mener une expédition contre eux et détruire leur royaume. ;;;Los salvajes se han reunido entorno a un poderoso señor de la guerra salvaje y amenazan el Muro. Dirigir una expedición contra ellos y destruir su reino.;;;;;;;;;x;
nightswatch_calls_for_aid;Call the Realm For Aid;Demander de l'Aide au Royaume;;;Pedir ayuda al Reino;;;;;;;;;x;
nightswatch_calls_for_aid_desc;We are losing the war. We should call on the lords of Westeros for support. If the Wall falls, so to do their kingdoms. Surely they will understand.;Nous perdons la guerre. Nous devrions demander de l'aide aux seigneurs de Westeros. Si le Mur venait à tomber, leurs Royaumes seraient en danger. Ils devraient sûrement le comprendre. ;;;Perdemos la guerra. Deberíamos pedir ayuda a los señores de Poniente. Si el Muro cayera, sus reinos estarían en peligro. Deberían comprenderlo.;;;;;;;;;x;
EVTTOOLTIP999900043;receives a call to arms.;reçoit un appel aux armes.;;;recibido una llamada a las armas.;;;;;;;;;x;
"EVTNAME99900042""";A raven from the Wall;Un corbeau en provenance du mur;;;Un cuervo proviniente del Muro.;;;;;;;;;x;
EVTDESCnightswatch.13;The Wall is under assault, and the Night's Watch is hard-pressed to defend it. They have called on all the lords of the realm to take up arms and aid them in defending the realm from the dangers beyond the Wall.;Un corbeau est arrivé de Châteaunoir. Le Mur est assailli et la Garde de Nuit arrive difficilement à le défendre. Ils ont fait appel à tous les seigneurs de Westeros pour qu'ils prennent les armes et défendent le Royaume contre les dangers venant d'Au-Delà du Mur. ;;;Un cuervo ha llegado del Castillo Negro. El Muro está bajo asedio y la Guardia de la Noche apenas puede defenderlo. hacen un llamamiento a todos los señores de Poniente para que tomen las armas y defiendan el Reino contra los peligros de Más allá del Muro.;;;;;;;;;x;
EVTOPTAnightswatch.13;Ready the men. We ride north at dawn.;Que les hommes se préparent. Au lever du soleil, nous partirons pour le Nord. ;;;Que los hombres se preparen. Al amanecer, partimos hacia el Norte.;;;;;;;;;x;
EVTOPTBnightswatch.13;I'm sure they can handle a few snarks and grumpkins.;Je suis sûr qu'ils peuvent s'occuper seuls de quelques snarks et tarasques.;;;Estoy seguro de que pueden tratar sólos a unos snarks y grumkins .;;;;;;;;;x;
EVTDESC999900043;The war is over. Any lords that aided you have returned home.;La guerre est finie. Tous les seigneurs qui vous ont aidé retournent chez eux. ;;;La guerra ha acabado. Todos los señores que ayudaron vuelven a casa.;;;;;;;;;x;
EVTOPTA999900043;Ok;Bien;;;Bien;;;;;;;;;x;
EVTDESCnightswatch.14;The men are restless. The Lord Commander's recent decisions have not been popular. Late one night, you overhear two rangers talking about a plan to desert, take a small party north, and take over a small wildling village just north of the Wall.;Les hommes sont agités. Les récentes décisions du Lord Commandant ne sont pas très populaires. Une nuit, vous surprenez deux patrouilleurs discutant discrètement d'un plan pour déserter. Ils projettent de partir vers le Nord et de s'emparer d'un petit village sauvageon. ;;;Los hombres están inquietos. Las recientes decisiones del Lord Comandante no son muy populares. Una noche, sorprendes a dos exploradores discutiendo discretamente un plan para desertar. Planean salir hacia el Norte y apoderarse de una pequeña aldea salvaje.;;;;;;;;;x;
EVTOPTAnightswatch.14;Not without me, you don't!;Pas sans moi !;;;No sin mí!;;;;;;;;;x;
EVTOPTBnightswatch.14;There'll be no deserters on my watch!;Il n'y aura pas de déserteurs lors de ma garde !;;;No habrá ningún desertor en mi guardia!;;;;;;;;;x;
EVTDESCnightswatch.15;Your steward wakes you with foul news. Apparently, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] and a number of his cronies deserted their posts and fled north under cover of darkness. They are attacking some of the southernmost wildling villages.;Votre intendant vous réveille avec des nouvelles révulsantes. Apparemment, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] et un certain nombre de ses camarades ont déserté leurs postes en pleine nuit et ont fui vers le nord. Ils se sont attaqués à des villages sauvageons proches du Mur. ;;;Tu intendente te despierta con horribles noticias. Aparentemente, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] y algunos de sus camaradas han desertado de sus puestos en plena noche y han huido hacia el norte. Han atacado aldeas próximas al Muro.;;;;;;;;;x;
EVTOPTAnightswatch.15;Traitors!;Traîtres !;;;Traidores!;;;;;;;;;x;
EVTDESCnightswatch.16;While out ranging, you come across a newborn boy, swaddled in leather and left out in the snow. The wildlings have been known to abandon their children in the past - it's unlikely he'll survive the night.;Lors d'une patrouille, vous trouvez par hasard un nouveau-né emmailloté, laissé à même le sol. Les Sauvageons sont connus pour abandonner leurs enfants. Il est peu probable que celui-ci passe la nuit. ;;;Estando de patrulla, encuentras por casualidad un recién nacido envuelto en trapos, abandonado. Los Salvajes son conocidos por abandonar a sus hijos. Es poco probable que pase de esta noche.;;;;;;;;;x;
EVTOPTAnightswatch.16;Take him back to the Wall;Le ramener au Mur;;;Llevarlo al Muro;;;;;;;;;x;
EVTOPTBnightswatch.16;Leave him to his fate;Le laisser à son sort;;;Dejarlo a su suerte;;;;;;;;;x;
EVTDESCnightswatch.17;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has returned from [From.GetHerHis] last ranging, carrying a newborn boy. [From.GetSheHeCap] explains that [From.GetSheHe] found the baby left in the snow, likely abandoned by his parents. [From.GetSheHeCap] asks that the boy be adopted and raised as a brother of the Night's Watch.;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] est revenu de sa dernière patrouille, ramenant avec lui un garçon nouveau-né. [From.GetSheHeCap] explique qu'[From.GetSheHe] a trouvé le bébé en pleine nature, probablement abandonné par ses parents. [From.GetSheHeCap] demande à ce que le garçon soit adopté et élevé comme frère de la Garde de Nuit. ;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha regresado de su última patrulla, trayendo con él un recién nacido. Explica que lo ha encontrado en plena naturaleza, probablemente abandonado por sus padres. Pide que el niño sea adoptado como hermano de la Guardia de la Noche.;;;;;;;;;x;
EVTOPTAnightswatch.17;He will be raised as one of us.;Il sera élevé comme l'un des nôtres ;;;Será criado como uno de nosotros.;;;;;;;;;x;
EVTOPTBnightswatch.17;We can never trust a wildling. Kill him.;Nous ne pouvons jamais faire confiance à un sauvageon. Tuez le. ;;;No podemos confiar nunca en un salvaje. Matadlo.;;;;;;;;;x;
EVTDESCnightswatch.18;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has decided that the wildling boy will be raised as a brother of the Night's Watch.;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a décidé que le nourrisson sauvageon serait élevé en tant que frère de la Garde de Nuit. ;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha decidido que el bebé salvaje sea criado como hermano de la Guardia de la Noche.;;;;;;;;;x;
EVTOPTAnightswatch.18;I'm sure he will serve us loyally.;Je suis sûr qu'il nous servira loyalement. ;;;Estoy seguro que nos servirá lealmente.;;;;;;;;;x;
EVTDESCnightswatch.19;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] refused to accept a wildling into the heart of [From.CapitalScope.GetName], and ordered him killed!;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a refusé la présence d'un sauvageon au cœur de [From.CapitalScope.GetName], et a ordonné de le tuer !;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha rechazado aceptar a un salvaje en el seno de [From.CapitalScope.GetName], y ha ordenado matarlo!;;;;;;;;;x;
EVTOPTAnightswatch.19;But he's just a baby!;Mais ce n'est qu'un bébé !;;;Pero no es más que un bebé!;;;;;;;;;x;
EVTDESCnightswatch.20;Grave news, [FromFrom.GetTitle] [FromFrom.GetFirstName] has decided your crimes against the realm are most grievous and must be punished. [FromFrom.GetSheHeCap] has decreed you are to be stripped of your lands in favour of your heir and that you must travel north to take the black and serve the Night's Watch.;Mauvaise nouvelle, [From.GetTitle] [From.GetFirstName] a décidé que vos crimes contre le royaume étaient graves et se devaient d'être punis. [From.GetSheHeCap] a décidé que vous deviez être dépouillé de vos terres au profit de votre héritier et envoyé au nord pour prendre le Noir et servir la Garde de Nuit. ;;;Malas noticias, [From.GetTitle] [From.GetFirstName] ha decidido que tus crímenes contra el reino eran graves y han de ser castigados. Ha decidido despojarte de tus tierras en beneficio de tu heredero y enviarte al norte a vestir el Negro y servir en la Guardia de la Noche.;;;;;;;;;x;
EVTDESCnightswatch.20B;In an act viewed as most honourable, you have volunteered to journey to The Wall and take the vows as a black brother of The Night's Watch. 'Night gathers, and now my watch begins. It shall not end until my death. I shall take no wife, hold no lands, father no children. I shall wear no crowns and win no glory. I shall live and die at my post. I am the sword in the darkness. I am the watcher on the walls. I am the fire that burns against the cold, the light that brings the dawn, the horn that wakes the sleepers, the shield that guards the realms of men...;Mauvaise nouvelle, [From.GetTitle] [From.GetFirstName] a décidé que vos crimes contre le royaume étaient graves et se devaient d'être punis. [From.GetSheHeCap] a décidé que vous deviez être dépouillé de vos terres au profit de votre héritier et envoyé au nord pour prendre le Noir et servir la Garde de Nuit. ;;;En un acto visto como muy honorable, viajas voluntariamente al Muro para tomar los votos como un hermano negro de la Guardia de la Noche. La noche se avecina, ahora empieza mi guardia. No terminará hasta el día de mi muerte. No tomaré esposa, no poseeré tierras, no engendraré hijos. No llevaré corona, no alcanzaré la gloria. Viviré y moriré en mi puesto. Soy la espada en la oscuridad. Soy el vigilante del Muro. Soy el fuego que arde contra el frío, la luz que trae el amanecer, el cuerno que despierta a los durmientes, el escudo que defiende los reinos de los hombres...;;;;;;;;;x;
EVTOPTAnightswatch.20;It's cold there...;Il fait bien froid là-bas..;;;Hace mucho frío allí...;;;;;;;;;x;
EVTOPTAnightswatch.20B;...I pledge my life and honor to the Night's Watch';,,,,Je voue mon existence et mon honneur à la Garde de Nuit;;;...entrego mi vida y mi honor a la Guardia de la Noche, durante esta noche y todas las que estén por venir.;;;;;;;;;x;
TOOLTIPBANISHTONW;[This.GetFirstNameWithDynasty] will be sent to the Night's Watch to take the vows of a black brother\n;[This.GetFirstNameWithDynasty] va être banni et envoyé à la Garde de Nuit;;;[This.GetFirstNameWithDynasty] será desterrado y enviado a la Guardia de la Noche.;;;;;;;;;x;
CB_RESTORE_NIGHTSWATCH;Restore the Night's Watch;Restaurer la Garde de Nuit;;;Restaurar la Guardia de la Noche;;;;;;;;;x;
restore_nightswatch_desc;Either the Night's Watch has fallen to the wildlings, or the Lord Commander has broken their vows. If we were to restore the Watch the realm would be grateful.;Le Mur est tombé, la Garde de Nuit a failli dans la défense du royaume contre les sauvageons. Si nous la restaurons, le royaume nous en sera reconaissant.;;;El Muro ha caído, la Guardia de la Noche ha fracasado en la defensa del reino contra los salvajes. Si la restauramos, el reino nos lo reconocerá.;;;;;;;;;x;
WAR_NAME_RESTORE_NIGHTSWATCH;$ORDER$$FIRST_ADJ$ War to restore the Night's Watch;$ORDER$$FIRST_ADJ$ Guerre pour restaurer la Garde de nuit;;;$ORDER$$FIRST_ADJ$ Guerra por restaurar la Guardia de la Noche;;;;;;;;;x;
TOOLTIPrestore_nightswatchNEIGHBOUR;[Root.GetTitledFirstName]'s realm neighbours the Wall\n;Le royaume de [Root.GetTitledFirstName] est voisin du Mur\n;;;El Reino de [Root.GetTitledFirstName] es vecino del Muro\n;;;;;;;;;x;
ca_asoiaf_nighswatch_basevalue_1;Small Night's Watch Castle;Petit château de la Garde de Nuit;;;Castillo Pequeño de la Guardia de la Noche;;;;;;;;;x;
ca_asoiaf_nighswatch_basevalue_2;Common Night's Watch Castle;Château normal de la Garde de Nuit;;;Castillo Mediano de la Guardia de la Noche;;;;;;;;;x;
ca_asoiaf_nighswatch_basevalue_3;Large Night's Watch Castle;Grand château de la Garde de Nuit;;;Castillo Grande de la Guardia de la Noche;;;;;;;;;x;
ca_wallportion;The Wall;Le Mur;;;El Muro;;;;;;;;;x;
