#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
poor_defence;Poor Defence;Piètre Défense;;;Defensa mala;;;;;;;;;x
TOOLTIPgive_justiceTRIARCH;[From.GetTitledFirstNameWithDynastyNoRegnal] is a junor Triarch AND [Root.GetTitledFirstNameWithDynastyNoRegnal] is a subject of the Triarchy\n;[From.GetTitledFirstName] est un triarque mineur ET [Root.GetTitledFirstName] est un sujet de la Triarchie\n;;;[From.GetTitledFirstName] es un triarca menor y [Root.GetTitledFirstName] es un súbdito de la Triarquía\n;;;;;;;;;x
TOOLTIPgive_justiceBATTLE;[Root.GetTitledFirstNameWithDynastyNoRegnal] was NOT captured in battle\n;[Root.GetTitledFirstName] n'a pas été capturé(e) lors d'une bataille\n;;;[Root.GetTitledFirstName] no fue capturado en batalla\n;;;;;;;;;x
TOOLTIPgive_justicetLOSTTRIAL;[Root.GetTitledFirstNameWithDynastyNoRegnal] has NOT already lost a trial\n;[Root.GetTitledFirstName] n'a pas déjà perdu un procès\n;;;[Root.GetTitledFirstName] no ha perdido aún un juicio\n;;;;;;;;;x
TOOLTIPgive_justicetCHAMPION;[Root.GetTitledFirstNameWithDynastyNoRegnal] has NOT already requested a trial by combat\n;[Root.GetTitledFirstName] n'a pas déjà demandé un duel judiciaire\n;;;[Root.GetTitledFirstName] no ha solicitado un juicio por combate\n;;;;;;;;;x
TOOLTIPgive_justicetJUSTEXECUTE;[From.GetTitledFirstNameWithDynastyNoRegnal] does NOT already have just cause to execute [Root.GetTitledFirstNameWithDynastyNoRegnal]\n;[From.GetTitledFirstName] n'a pas déjà obtenu l'exécution de [Root.GetTitledFirstName]\n;;;[From.GetTitledFirstName] no tiene aún una causa justa para ejecutar a [Root.GetTitledFirstName]\n;;;;;;;;;x
EVTDESCtrial.0;[Root.Host.GetTitledFirstNameWithDynastyNoRegnal] approaches your cell and demands you stand trial immediatly.;[Root.Host.GetTitledFirstName] [Root.Host.GetOnlyDynastyName] approche de votre cellule et vous demande de comparaître au procès immédiatement.;;;[Root.Host.GetTitledFirstName] [Root.Host.GetOnlyDynastyName] se acerca a tu celda y te pide que te presentes al juicio inmediatamente.;;;;;;;;;x
EVTDESCtrial.0B;A month has passed and you have not found a champion to stand for you in your trial by combat, and so now you have no choice but to stand trial before [Root.Host.GetTitledFirstName] [Root.Host.GetOnlyDynastyName]'s court.;Une lune a passé et vous n'avez pas trouvé de champion pour se battre en votre nom lors de votre duel judiciaire, aussi n'avez-vous d'autres choix que de vous soumettre au jugement d'un procès devant la cour de [Root.Host.GetTitledFirstName] [Root.Host.GetOnlyDynastyName].;;;Una luna ha pasado y no has encontrado a un campeón para luchar en tu nombre durante el juicio por combate, por lo que que no tienes más opción que someterte a un juicio ante la corte de [Root.Host.GetTitledFirstName] [Root.Host.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTAtrial.0;I demand Trial by Combat;J'exige un duel judiciaire;;;Exijo un juicio por combate.;;;;;;;;;x
EVTOPTBtrial.0;I will defend myself before court;Je demande un procès devant la cour;;;Me defenderé a mi mismo ante el tribunal.;;;;;;;;;x
EVTDESCtrial.1;[From.GetTitledFirstNameWithDynastyNoRegnal] has demanded Trial by Combat and is summoning [From.GetHerHis] champion to [Root.Capital.GetName].;[From.GetFirstNameWithDynasty] a exigé un duel judiciaire et a convoqué son champion à [Root.Capital.GetName].;;;[From.GetFirstNameWithDynasty] ha exigido un juicio por combate y ha convocando a su campeón en [Root.Capital.GetName].;;;;;;;;;x
EVTOPTAtrial.1;[From.GetSheHeCap] will remain in the dungeon until then.;[From.GetSheHeCap] restera dans les cachots jusque-là.;;;[From.GetSheHeCap] permanecerá en el calabozo hasta entonces.;;;;;;;;;x
EVTDESCtrial.2;[Root.Liege.GetTitledFirstNameNoRegnal]'s prisoner, [From.GetTitledFirstNameWithDynastyNoRegnal], has been accused of [From.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal]. [From.GetSheHeCap] has demanded a trial before the court to try and prove themself innocent.\n\nAs a senior member of the council, I have been commanded to oversee the trial and ensure justice is served. [From.GetSheHeCap] begins to present [From.GetHerHis] defence...;Le(a) prisonnier(e) de [Root.Liege.GetTitledFirstName], [From.GetTitledFirstNameWithDynastyNoRegnal], a demandé un procès devant la cour, pour prouver à tous son innocence. En tant que membre du conseil le plus âgé, j'ai été choisi pour présider le procès et m'assurer que justice soit rendue. [From.GetSheHeCap] présente sa défense...;;;[From.GetTitledFirstNameWithDynastyNoRegnal], prisionero de [Root.Liege.GetTitledFirstName] ha demandado un juicio ante el tribunal para intentar probar su inocencia. Como el miembro más veterano del Consejo, se me ha ordenado supervisar el juicio para garantizar que se haga justicia. [From.GetSheHeCap] presenta su defensa...;;;;;;;;;x
EVTOPTAtrial.2;[From.GetSheHeCap] made a poor defence;[From.GetSheHeCap] a présenté une bien piètre défense. ;;;[From.GetSheHeCap] presentó una mala defensa;;;;;;;;;x
EVTOPTBtrial.2;[From.GetSheHeCap] made a competent defence;[From.GetSheHeCap] a présenté une défense correcte.;;;[From.GetSheHeCap] presentó una defensa normal.;;;;;;;;;x
EVTOPTCtrial.2;[From.GetSheHeCap] made a strong defence;[From.GetSheHeCap] a présenté une solide défense.;;;[From.GetSheHeCap] presentó una sólida defensa;;;;;;;;;x
EVTDESCtrial.3;You have been accused of [Root.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] will oversee proceedings to ensure justice is served. When the trail begins, you stutter, stammer and incoherently ramble about how you are innocent. Unfortunetly, your argument was so boring that some courtiers fell asleep.;[From.GetTitledFirstName] va surveiller la procédure pour s'assurer que justice soit rendue. Vous bégayez, balbutiez et tentez maladroitement de prouver votre innocence. Malheureusement, vos arguments sont si ennuyeux que certains courtisans se sont assoupis. ;;;[From.GetTitledFirstName] se encargará de supervisar los procedimientos para garantizar que se haga justicia. Tartamudeas, balbuceas y divagas incoherentemente que eres inocente. Por desgracia, tu argumento era tan aburrido que algunos cortesanos se quedaron dormidos.;;;;;;;;;x
EVTOPTAtrial.3;I have made a poor defence;J'ai présenté une bien pauvre défense;;;He presentado una mala defensa;;;;;;;;;x
EVTDESCtrial.4;You have been accused of [Root.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] will oversee proceedings to ensure justice is served. When the trail begins you stand before the court and make your defence, explaining why you are innocent.;[From.GetTitledFirstName] va surveiller la procédure pour s'assurer que justice soit rendue. Vous vous présentez devant la cour et commencez votre défense, expliquant pourquoi vous êtes innocent. ;;;[From.GetTitledFirstName] supervisará los procedimientos para garantizar que se haga justicia. Estás ante el tribunal y presentas tu defensa explicando por qué eres inocente.;;;;;;;;;x
EVTOPTAtrial.4;I have made my defence propa... properly.;Je me suis défendu… correctement.;;;He presentado mi defensa correctamente.;;;;;;;;;x
EVTDESCtrial.5;You have been accused of [Root.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] will oversee proceedings to ensure justice is served. Strutting back and forth you masterfully present your defence at the commencement of the trial. Using every superlative available in [FromFromFromFrom.GetSpokenLanguage] you captivated the court.;[From.GetTitledFirstName] va surveiller la procédure pour s'assurer que justice soit rendue. Argumentant remarquablement, vous présentez une défense magistrale. Usant de tous les superlatifs dont dispose la langue commune vous avez captivé la cour. ;;;[From.GetTitledFirstName] se encargará de supervisar los procedimientos para garantizar que se haga justicia. Argumentando magistralmente, presentas una sólida defensa utilizando todos los superlativos que dispone la lengua común, has cautivado al tribunal.;;;;;;;;;x
EVTOPTAtrial.5;I have made a strong defence;J'ai présenté une solide défense;;;He presentado una sólida defensa.;;;;;;;;;x
EVTDESCtrial.6;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] has demanded a trial before the court, which [From.GetTitledFirstNameWithDynastyNoRegnal] shall oversee to ensure justice is served. At the start of the trial [FromFrom.GetSheHe] is formally accused of [FromFrom.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal].\n\n[FromFrom.GetTitledFirstNameNoRegnal] begins to present [FromFrom.GetHerHis] defence, but the court did not seem impressed. [FromFrom.GetSheHeCap] cut a very unconvincing and nervous figure.;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] a demandé un procès devant la cour, [From.GetTitledFirstName] va le présider pour s'assurer que justice soit rendue. [FromFrom.GetSheHeCap] présente sa défense, mais la cour ne semble pas convaincue. [FromFrom.GetSheHeCap] semble nerveux(se) et pas vraiment convaincant(e). ;;;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] ha exigido un juicio ante el tribunal, que [From.GetTitledFirstName] vigilará para asegurarse de que se haga justicia. [FromFrom.GetSheHeCap] comienza a presentar la defensa, pero el tribunal no pareció impresionado. [FromFrom.GetSheHeCap] se mostró muy poco convincente y nervioso.;;;;;;;;;x
EVTOPTAtrial.6;[From.GetTitledFirstNameNoRegnal] shall interrogate [FromFrom.GetHerHim] now...;Maintenant, [From.GetTitledFirstName] va l'interroger.;;;Ahora, [From.GetTitledFirstName] le interrogará.;;;;;;;;;x
EVTDESCtrial.7;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] has demanded a trial before the court, which [From.GetTitledFirstNameWithDynastyNoRegnal] shall oversee to ensure justice is served. At the start of the trial [FromFrom.GetSheHe] is formally accused of [FromFrom.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal].\n\n[FromFrom.GetTitledFirstNameNoRegnal] begins to present [FromFrom.GetHerHis] defence, and some decent arguments were made. Many in the court seemed to sympathise with [FromFrom.GetHerHim].;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] a demandé un procès devant la cour, [From.GetTitledFirstName] va le présider pour s'assurer que justice soit rendue. [FromFrom.GetSheHeCap] présente sa défense, et certains arguments semblent pertinents. Beaucoup de membres de la cour semblent sympathiser avec [FromFrom.GetHerHim].;;;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] ha exigido un juicio ante el tribunal, que [From.GetTitledFirstName] velará para garantizar que se haga justicia. [FromFrom.GetSheHeCap] comienza a presentar la defensa y usó algunos buenos argumentos. Muchos en la corte parecían simpatizar con [FromFrom.GetHerHim].;;;;;;;;;x
EVTOPTAtrial.7;[From.GetTitledFirstNameNoRegnal] shall interrogate [FromFrom.GetHerHim] now...;Maintenant, [From.GetTitledFirstName] va l'interroger.;;;Ahora, [From.GetTitledFirstName] le interrogará.;;;;;;;;;x
EVTDESCtrial.8;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] has demanded a trial before the court, which [From.GetTitledFirstNameWithDynastyNoRegnal] shall oversee to ensure justice is served. At the start of the trial [FromFrom.GetSheHe] is formally accused of [FromFrom.GetTrialCharge], a charge brought by [accuser.GetTitledFirstNameWithDynastyNoRegnal].\n\n[FromFrom.GetTitledFirstNameNoRegnal] begins to present [FromFrom.GetHerHis] defence, and the court seemed captivated by it, even I am almost convinced.;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] a demandé un procès devant la cour, [From.GetTitledFirstName] va le présider pour s'assurer que justice soit rendue. [FromFrom.GetSheHeCap] présente sa défense. Beaucoup de membres de la cour semblent convaincus par ses arguments, et je dois avouer que je n'y suis pas insensible.;;;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] ha exigido un juicio ante el tribunal, que [From.GetTitledFirstName] velará para garantizar que se haga justicia. [FromFrom.GetSheHeCap] comienza a presentar la defensa de [FromFrom.GetHerHis] y el tribunal parecía cautivado por ella, yo estoy casi convencido.;;;;;;;;;x
EVTOPTAtrial.8;[From.GetTitledFirstNameNoRegnal] shall interrogate [FromFrom.GetHerHim] now...;Maintenant, [From.GetTitledFirstName] va l'interroger.;;;Ahora, [From.GetTitledFirstName] le interrogará.;;;;;;;;;x
EVTDESCtrial.12;The prisoner has made their case before the court and now all shall observe as I commence the interrogation on the behalf of [From.GetTitledFirstNameNoRegnal]…;Le(a) prisonnier(e) a présenté sa défense devant la cour. Tous m'observent désormais alors que je m'apprête à l'interroger au nom de [From.GetTitledFirstName]...;;;El prisionero ha presentado su defensa ante el tribunal y ahora todos me observan mientras pongo en cuestión los argumentos de  [From.GetTitledFirstName]…;;;;;;;;;x
EVTOPTAtrial.12;I made a poor accusation;J'ai présenté une bien pauvre accusation;;;Mi acusación fue mala.;;;;;;;;;x
EVTOPTBtrial.12;I made a competent accusation;Mon accusation était... correcte.;;;Mi acusación fue normal.;;;;;;;;;x
EVTOPTCtrial.12;I made a strong accusation;Mon accusation était solide;;;Mi acusación fue sólida.;;;;;;;;;x
EVTDESCtrial.13;[From.GetTitledFirstNameNoRegnal] stuttered, stammered and incoherently rambled in front of the accused, who rebuked [From.GetHerHis] questions and accusations with ease. Unfortunetly, [From.GetHerHis] argument was so boring that many at court appeared to almost fall asleep.;[From.GetTitledFirstName] bégaye, balbutie et tente maladroitement de démontrer que l'accusé est coupable. Ce(tte) dernier(e) parvient facilement à récuser ses accusations. Ses arguments sont si ennuyeux que beaucoup de membres de la cour se sont assoupis. ;;;[From.GetTitledFirstName] balbuceó, tartamudeó e intentó demostrar torpemente que el acusado es culpable, pero este recusó fácilmente las acusaciones. Los argumentos fueron tan aburridos que muchos cortesanos se quedaron dormidos.;;;;;;;;;x
EVTOPTAtrial.13;[From.GetSheHeCap] made a poor case;[From.GetSheHeCap] a présenté une bien piètre accusation.;;;[From.GetSheHeCap] hizo una mala acusación.;;;;;;;;;x
EVTDESCtrial.14;[From.GetTitledFirstNameNoRegnal] stood before the court and aggressively questioned the accused. Many at court were convinced by [From.GetHerHis] arguments, but then again many seem unimpressed.;[From.GetTitledFirstName] se tient devant la cour et questionne l'accusé sur un ton agressif. Beaucoup de membres de la cour ont été convaincus par ses arguments, mais bien d'autres n'ont pas semblé impressionnés par l'argumentaire. ;;;[From.GetTitledFirstName] interroga al acusado delante del tribunal en tono agresivo. Muchos miembros del tribunal han sido convencidos por sus argumentos, pero otros no parecen nada impresionados.;;;;;;;;;x
EVTOPTAtrial.14;[From.GetSheHeCap] made a reasonable case;[From.GetSheHeCap] a présenté une accusation correcte.;;;[From.GetSheHeCap] hizo una acusación normal;;;;;;;;;x
EVTDESCtrial.15;Strutting back and forth [From.GetTitledFirstNameNoRegnal] masterfully questioned the accused. Using every superlative available in [Root.GetSpokenLanguage] [From.GetSheHe] captivated the court, ripping through the accused's defence and showing them to be a liar.;Avec fougue et maîtrise, [From.GetTitledFirstName] a magistralement questionné l'accusé. Usant de tous les superlatifs en vigueur dans la langue commune, [From.GetSheHe] a captivé la cour, démontant la défense de l'accusé et démontrant ses mensonges. ;;;Con pasión y maestría, [From.GetTitledFirstName] ha interrogado magistralmente al acusado. Utilizando bellas palabras ha logrado desmontar la defensa del acusado y demostrar sus mentiras.;;;;;;;;;x
EVTOPTAtrial.15;[From.GetSheHeCap] made a strong case;[From.GetSheHeCap] a présenté une solide accusation.;;;[From.GetSheHeCap] ha presentado una sólida acusación.;;;;;;;;;x
EVTDESCtrial.16;[FromFrom.GetTitledFirstNameNoRegnal] has made a poor case against you. [FromFrom.GetSheHeCap] rambled on for hours in a slow, boring and monotonous tone, whilst you easily rebuked [FromFrom.GetHerHis] questions. [From.GetTitledFirstNameNoRegnal] must be worried.;[FromFrom.GetTitledFirstName] a présenté une pitoyable accusation contre vous. [FromFrom.GetSheHeCap] s'est exprimé pendant des heures sur un ton ennuyeux et monotone, et vous avez facilement récusé la plupart de ses accusations. [From.GetTitledFirstName] n'a guère prêté d'attention à ses arguments.;;;[From.GetTitledFirstNameWithDynastyNoRegnal] ha presentado una muy mala acusación en tu contra. Habló durante horas en una aburrida y monótona conversación, \n\n[FromFrom.GetTitledFirstName] ha prestado poca atención a su discurso. ;;;;;;;;;x
EVTOPTAtrial.16;This is looking good. I now await the verdict.;Voilà qui est parfait pour moi. Je vais désormais attendre le verdict.;;;Perfecto. Ahora voy a esperar al veredicto.;;;;;;;;;x
EVTDESCtrial.17;[FromFrom.GetTitledFirstNameNoRegnal] stood before the court and questioned you vigorously. [FromFrom.GetSheHeCap] was clear and coherant but you managed to defend yourself against [FromFrom.GetHerHim] fairly well. The court seemed divided.;[FromFrom.GetTitledFirstName] s'est présenté devant la cour et vous a pressé de questions. [From.GetSheHeCap] était clair(e) et cohérent(e) mais pas totalement convaincant(e), surtout que vous êtes parvenu à vous défendre sur de nombreux points. La cour semble divisée.;;;[FromFrom.GetTitledFirstName] compareció ante el tribunal y preguntó de forma clara y coherente. Te las arreglaste para contestar y defenderte bastante bien. El tribunal parecía dividido.;;;;;;;;;x
EVTOPTAtrial.17;The verdict could go either way!;Le verdict est incertain !;;;El veredicto es incierto!;;;;;;;;;x
EVTDESCtrial.18;Strutting back and forth [FromFrom.GetTitledFirstNameNoRegnal] masterfully interrogates you. Using every superlative available in [FromFrom.GetSpokenLanguage] [FromFrom.GetSheHe] comanded the court's attention completely, making you and your defence look foolish.;Avec fougue et maîtrise, [FromFrom.GetTitledFirstName] vous a magistralement questionné. Usant de tous les superlatifs en vigueur dans la langue commune, [FromFrom.GetSheHe] a complètement captivé l'attention de la cour, démontant complètement votre défense. ;;;Argumentando magistralmente [FromFrom.GetTitledFirstName] te interroga empleando todos los superlativos de que dispone la lengua común cautivando por completo al tribunal, desmontando tu defensa. ;;;;;;;;;x
EVTOPTAtrial.18;This is not looking good.;Ca ne sent pas bon. ;;;Esto no se ve bien.;;;;;;;;;x
EVTDESCtrial.19;The trial is coming to the end, [From.GetTitledFirstNameNoRegnal] has pleaded [From.GetHerHis] case before the court and I have fiercely questioned [From.GetHerHim] in turn. Now the court and [FromFrom.GetTitledFirstNameNoRegnal] all have their eyes fixed upon me, waiting for my verdict...;Le procès s'achève, [From.GetTitledFirstName] a plaidé sa cause devant la cour et je l'ai férocement interrogé(e). Désormais la cour et [FromFrom.GetTitledFirstName] ont tous les yeux rivés sur moi, dans l'attente de mon verdict... ;;;El juicio está llegando a su fin. [From.GetTitledFirstName] ha defendido su causa y yo le he interrogado ferozmente. Tanto el tribunal como [FromFrom.GetTitledFirstName] tienen los ojos puestos en mi, esperando mi veredicto... ;;;;;;;;;x
EVTOPTAtrial.19;I find [From.GetHerHim] GUILTY of all crimes!;Je le(a) déclare COUPABLE !;;;Lo declaro CULPABLE!;;;;;;;;;x
EVTOPTBtrial.19;I find [From.GetHerHim] INNOCENT!;Je le(a) déclare INNOCENT(e) !;;;Lo declaro INOCENTE!;;;;;;;;;x
EVTDESCtrial.21;A verdict has been reached. \n\n[From.GetTitledFirstNameNoRegnal] proclaims 'For the crime of [FromFrom.GetTrialCharge], I find [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] GUILTY!';Le verdict est tombé. \n\n[From.GetTitledFirstName] proclame que '[FromFrom.GetFirstName] de la Maison [FromFrom.GetOnlyDynastyName] est COUPABLE !';;;El veredicto está decidido. \n\n[From.GetTitledFirstName] proclama que '[FromFrom.GetFirstName] de la Casa [FromFrom.GetOnlyDynastyName] es CULPABLE !;;;;;;;;;x
EVTOPTAtrial.21;I will have [FromFrom.GetHerHis] head on a spike.;Je vais mettre sa tête sur une pique.;;;Pondré su cabeza en una pica.;;;;;;;;;x
EVTOPTBtrial.21;I will send [FromFrom.GetHerHim] to the wall.;Je vais l'envoyer au Mur.;;;Le enviaré al Muro.;;;;;;;;;x
EVTOPTCtrial.21;[FromFrom.GetSheHeCap] will walk through the streets naked then back to [FromFrom.GetHerHis] cell.;[FromFrom.GetSheHeCap] va parcourir les rues nu(e) comme un ver avant de rejoindre son cachot. ;;;[FromFrom.GetSheHeCap] caminará por las calles desnudo de regreso a su celda.;;;;;;;;;x
EVTOPTDtrial.21;I will be the better person and release [FromFrom.GetHerHim].;Je vais être magnanime et le(a) relâcher.;;;Seré magnánimo y le liberaré.;;;;;;;;;x
EVTDESCtrial.22;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be GUILTY of [Root.GetTrialCharge]. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] points to you and announces 'I sentence you to death.';Le verdict est tombé et vous avez été jugé COUPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se tourne vers vous et annonce 'Je vous condamne à mort.';;;"El veredicto está decidido y [FromFrom.GetTitledFirstName] te ha declarado CULPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se vuelve hacia ti y anuncia: ""Te sentencio a morir""";;;;;;;;;x
EVTOPTAtrial.22;NO! NOOOO! THIS CAN'T BE HAPPENING!;NON ! NOOOON ! CELA NE PEUT SE PASSER AINSI !;;;¡¡NOO NOOOO!! ¡¡ESTO NO ME PUEDE ESTAR PASANDO A MI!!;;;;;;;;;x
EVTDESCtrial.23;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be GUILTY of [Root.GetTrialCharge]. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] points to you and says 'Send [Root.HerHim] to the wall.';"Le verdict est tombé et vous avez été jugé COUPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se tourne vers vous et annonce 'Qu'on l'envoie au Mur"".";;;"El veredicto está decidido y [FromFrom.GetTitledFirstName] te ha declarado CULPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se vuelve hacia ti y anuncia: ""Serás enviado al Muro. """;;;;;;;;;x
EVTOPTAtrial.23;I will say the words and spend the remainder of my days at the wall.;Je prononcerai mes vœux et passerai le reste de mes jours sur le Mur.;;;Pronunciaré mis votos y pasaré el resto de mis dias en el Muro.;;;;;;;;;x
EVTDESCtrial.24;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be GUILTY of [Root.GetTrialCharge].\n\n[From.GetTitledFirstNameWithDynastyNoRegnal] points to you and says '[Root.SheHe] will submit to a penance walk back to [Root.HerHim] cell.';Le verdict est tombé et vous avez été jugé COUPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se tourne vers vous et annonce '[Root.SheHe] va devoir faire pénitence avant de regagner sa cellule'. ;;;"El veredicto está decidido y [FromFrom.GetTitledFirstName] te ha declarado CULPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se vuelve hacia ti y anuncia: ""[Root.SheHe] tendrá que hacer penitencia antes de regresar a su celda"".";;;;;;;;;x
EVTOPTAtrial.24;How will I ever recover from such shame.;Me remettrai-je jamais de pareille honte ?;;;¿Cómo voy a recuperarme de esta vergüenza?;;;;;;;;;x
EVTDESCtrial.25;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be GUILTY of [Root.GetTrialCharge]. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] points to you and says 'Bend the knee and all will be forgiven.';Le verdict est tombé et vous avez été jugé COUPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se tourne vers vous et annonce 'Pliez le genou et tout sera oublié.';;;"El veredicto está decidido y [FromFrom.GetTitledFirstName] te ha declarado CULPABLE. \n\n[From.GetTitledFirstNameWithDynastyNoRegnal] se vuelve hacia ti y anuncia: ""Dobla la rodilla y serás perdonado"".";;;;;;;;;x
EVTOPTAtrial.25;Wow! After everything I've done? ;Quoi ! Après tout ce que j'ai fait ?;;;¡Cómo! Después de todo lo que he hecho?;;;;;;;;;x
EVTDESCtrial.26;A verdict has been reached and [FromFrom.GetTitledFirstName] has found you to be INNOCENT, not guilty of [Root.GetTrialCharge]. You are free to go.;Le verdict est tombé et vous avez été déclaré INNOCENT. Vous êtes libre de vous en aller.;;;El veredicto está decidido y [FromFrom.GetTitledFirstName] te ha declarado INOCENTE. Eres libre de irte.;;;;;;;;;x
EVTOPTAtrial.26;Justice!;Justice !;;;¡Justicia!;;;;;;;;;x
EVTDESCtrial.27;A verdict has been reached. \n\n[From.GetTitledFirstName] proclaims 'I find [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] INNOCENT! The charge of [FromFrom.GetTrialCharge] is not proven.';Le verdict est tombé. \n\n[From.GetTitledFirstName] proclame que '[FromFrom.GetFirstName] de la Maison [FromFrom.GetOnlyDynastyName] est INNOCENT !';;;Se ha alcanzado un veredicto. \n\n[From.GetTitledFirstName] proclama que '[FromFrom.GetFirstName] de la Casa [FromFrom.GetOnlyDynastyName] es INOCENTE !'  ;;;;;;;;;x
